Company Name,Symbol,Market Cap,EPS Forecast,Time,Fiscal Quarter Ending,No. of ESTs,Last Year's EPS,Scraped At
KE Holdings Inc,BEKE,"$29,195,812,746",$0.19,time-pre-market,Dec/2024,1,$0.11,2025-03-18 05:19:19
XPeng Inc.,XPEV,"$22,370,710,954",,time-pre-market,Dec/2024,N/A,($0.21),2025-03-18 05:19:19
Tencent Music Entertainment Group,TME,"$21,536,767,994",$0.18,time-pre-market,Dec/2024,2,$0.13,2025-03-18 05:19:19
Elbit Systems Ltd.,ESLT,"$16,309,269,000",$1.95,time-pre-market,Dec/2024,1,$1.56,2025-03-18 05:19:19
ZTO Express (Cayman) Inc.,ZTO,"$16,232,947,260",$0.46,time-after-hours,Dec/2024,1,$0.38,2025-03-18 05:19:19
"HealthEquity, Inc.",HQY,"$8,441,810,003",$0.51,time-after-hours,Jan/2025,6,$0.50,2025-03-18 05:19:19
StoneCo Ltd.,STNE,"$3,002,858,882",$0.32,time-after-hours,Dec/2024,3,$0.36,2025-03-18 05:19:19
Orla Mining Ltd.,ORLA,"$2,789,420,092",$0.06,time-not-supplied,Dec/2024,2,$0.05,2025-03-18 05:19:19
Flowco Holdings Inc.,FLOC,"$2,040,032,993",,time-pre-market,Dec/2024,2,N/A,2025-03-18 05:19:19
LexinFintech Holdings Ltd.,LX,"$1,731,267,774",,time-after-hours,Dec/2024,2,$0.01,2025-03-18 05:19:19
MAG Silver Corporation,MAG,"$1,658,064,273",$0.24,time-not-supplied,Dec/2024,4,$0.14,2025-03-18 05:19:19
Formula Systems (1985) Ltd.,FORTY,"$1,521,503,863",,time-not-supplied,Dec/2024,2,$1.01,2025-03-18 05:19:19
UP Fintech Holding Limited,TIGR,"$1,278,611,942",,time-pre-market,Dec/2024,2,($0.01),2025-03-18 05:19:19
IHS Holding Limited,IHS,"$1,254,657,608",$0.08,time-pre-market,Dec/2024,1,$0.46,2025-03-18 05:19:19
HUYA Inc.,HUYA,"$1,032,559,325",$0.03,time-pre-market,Dec/2024,1,($0.11),2025-03-18 05:19:19
Diversified Energy Company plc,DEC,"$714,561,507",$0.65,time-not-supplied,Dec/2024,1,$1.47,2025-03-18 05:19:19
Bicara Therapeutics Inc.,BCAX,"$675,841,988",($0.31),time-not-supplied,Dec/2024,2,N/A,2025-03-18 05:19:19
CorMedix Inc.,CRMD,"$635,290,326",$0.17,time-not-supplied,Dec/2024,1,($0.26),2025-03-18 05:19:19
ZKH Group Limited,ZKH,"$591,123,333",,time-pre-market,Dec/2024,2,$0.04,2025-03-18 05:19:19
"Tyra Biosciences, Inc.",TYRA,"$581,934,397",($0.47),time-not-supplied,Dec/2024,5,($0.53),2025-03-18 05:19:19
"Trevi Therapeutics, Inc.",TRVI,"$518,843,549",($0.12),time-after-hours,Dec/2024,6,($0.08),2025-03-18 05:19:19
"Eton Pharmaceuticals, Inc.",ETON,"$402,528,058",($0.01),time-pre-market,Dec/2024,2,($0.09),2025-03-18 05:19:19
"OmniAb, Inc.",OABI,"$400,551,650",($0.13),time-after-hours,Dec/2024,4,($0.14),2025-03-18 05:19:19
SNDL Inc.,SNDL,"$400,301,000",($0.01),time-pre-market,Dec/2024,1,($0.22),2025-03-18 05:19:19
Waldencast plc,WALD,"$392,227,146",($0.04),time-after-hours,Dec/2024,2,N/A,2025-03-18 05:19:19
Absci Corporation,ABSI,"$360,647,083",($0.22),time-after-hours,Dec/2024,2,($0.25),2025-03-18 05:19:19
3D Systems Corporation,DDD,"$352,612,437",($0.16),time-not-supplied,Dec/2024,2,($0.17),2025-03-18 05:19:19
"Zenas BioPharma, Inc.",ZBIO,"$344,844,522",($0.93),time-not-supplied,Dec/2024,2,N/A,2025-03-18 05:19:19
BRT Apartments Corp.,BRT,"$334,867,136",$0.36,time-not-supplied,Dec/2024,1,$0.38,2025-03-18 05:19:19
Nabors Energy Transition Corp. II,NETD,"$333,975,000",,time-not-supplied,Dec/2024,2,N/A,2025-03-18 05:19:19
Lionheart Holdings,CUB,"$324,992,532",,time-not-supplied,Dec/2024,2,N/A,2025-03-18 05:19:19
"Corvus Pharmaceuticals, Inc.",CRVS,"$290,442,775",($0.13),time-not-supplied,Dec/2024,2,($0.14),2025-03-18 05:19:19
i-80 Gold Corp.,IAUX,"$265,694,209",,time-not-supplied,Dec/2024,N/A,($0.07),2025-03-18 05:19:19
GDEV Inc.,GDEV,"$265,611,468",$0.17,time-not-supplied,Dec/2024,2,$0.50,2025-03-18 05:19:19
"2seventy bio, Inc.",TSVT,"$255,362,679",($0.20),time-not-supplied,Dec/2024,2,($1.11),2025-03-18 05:19:19
Cartesian Growth Corporation II,RENE,"$255,338,802",,time-not-supplied,Dec/2024,2,N/A,2025-03-18 05:19:19
"OneConnect Financial Technology Co., Ltd.",OCFT,"$253,885,801",,time-pre-market,Dec/2024,2,($0.31),2025-03-18 05:19:19
"Kingsway Financial Services, Inc.",KFS,"$201,005,646",,time-not-supplied,Dec/2024,2,N/A,2025-03-18 05:19:19
Gencor Industries Inc.,GENC,"$190,550,126",,time-not-supplied,Dec/2024,2,$0.30,2025-03-18 05:19:19
"Citi Trends, Inc.",CTRN,"$179,861,996",,time-pre-market,Jan/2025,2,$0.53,2025-03-18 05:19:19
Better Home & Finance Holding Company,BETR,"$179,229,232",,time-after-hours,Dec/2024,2,N/A,2025-03-18 05:19:19
"Zentalis Pharmaceuticals, Inc.",ZNTL,"$126,139,758",($0.72),time-not-supplied,Dec/2024,7,($0.83),2025-03-18 05:19:19
"Artiva Biotherapeutics, Inc.",ARTV,"$123,875,573",($0.77),time-not-supplied,Dec/2024,2,N/A,2025-03-18 05:19:19
"Coya Therapeutics, Inc.",COYA,"$108,431,292",,time-not-supplied,Dec/2024,N/A,$0.15,2025-03-18 05:19:19
"Workhorse Group, Inc.",WKHS,"$106,654,492",($0.50),time-not-supplied,Dec/2024,1,($3.60),2025-03-18 05:19:19
Currenc Group Inc.,CURR,"$94,451,838",($0.05),time-not-supplied,Dec/2024,2,N/A,2025-03-18 05:19:19
Bitcoin Depot Inc.,BTM,"$82,735,441",$0.03,time-pre-market,Dec/2024,4,($0.50),2025-03-18 05:19:19
Zeo Energy Corporation,ZEO,"$78,818,952",,time-not-supplied,Dec/2024,2,($0.14),2025-03-18 05:19:19
Veea Inc.,VEEA,"$61,381,222",,time-not-supplied,Dec/2024,2,N/A,2025-03-18 05:19:19
reAlpha Tech Corp.,AIRE,"$58,706,564",($0.04),time-not-supplied,Dec/2024,2,N/A,2025-03-18 05:19:19
"IO Biotech, Inc.",IOBT,"$57,896,147",($0.38),time-not-supplied,Dec/2024,2,($0.40),2025-03-18 05:19:19
Surf Air Mobility Inc.,SRFM,"$56,915,795",,time-after-hours,Dec/2024,N/A,($8.96),2025-03-18 05:19:19
"Phunware, Inc.",PHUN,"$56,880,209",($0.25),time-not-supplied,Dec/2024,2,N/A,2025-03-18 05:19:19
"Inovio Pharmaceuticals, Inc.",INO,"$52,982,982",($0.92),time-after-hours,Dec/2024,2,N/A,2025-03-18 05:19:19
"Bluerock Homes Trust, Inc.",BHM,"$49,054,611",,time-not-supplied,Dec/2024,2,$0.49,2025-03-18 05:19:19
"Westwater Resources, Inc.",WWR,"$39,216,919",,time-not-supplied,Dec/2024,N/A,$0.04,2025-03-18 05:19:19
DallasNews Corporation,DALN,"$37,467,430",,time-pre-market,Dec/2024,2,($0.41),2025-03-18 05:19:19
"Tempest Therapeutics, Inc.",TPST,"$36,641,884",($0.24),time-not-supplied,Dec/2024,1,($0.34),2025-03-18 05:19:19
"MiNK Therapeutics, Inc.",INKT,"$33,638,284",($0.50),time-pre-market,Dec/2024,2,($1.60),2025-03-18 05:19:19
"Aterian, Inc.",ATER,"$18,736,100",,time-after-hours,Dec/2024,2,($1.20),2025-03-18 05:19:19
United Maritime Corporation,USEA,"$16,763,168",,time-pre-market,Dec/2024,2,($0.07),2025-03-18 05:19:19
CXApp Inc.,CXAI,"$16,295,525",,time-not-supplied,Dec/2024,2,N/A,2025-03-18 05:19:19
Connexa Sports Technologies Inc.,YYAI,"$10,296,059",,time-not-supplied,Jan/2025,2,($99.99),2025-03-18 05:19:19
"Kindly MD, Inc.",KDLY,"$8,966,214",,time-not-supplied,Dec/2024,2,N/A,2025-03-18 05:19:19
