Company Name,Symbol,Market Cap,EPS Forecast,Time,Fiscal Quarter Ending,No. of ESTs,Last Year's EPS,Scraped At
Companhia de saneamento Basico Do Estado De Sao Paulo - Sabesp,SBS,"$12,282,672,346",,time-after-hours,Dec/2024,1,$0.35,2025-03-24 05:19:48
KB Home,KBH,"$4,421,048,423",$1.56,time-after-hours,Feb/2025,6,$1.76,2025-03-24 05:19:48
Oklo Inc.,OKLO,"$3,390,613,418",($0.08),time-after-hours,Dec/2024,1,N/A,2025-03-24 05:19:48
Enerpac Tool Group Corp.,EPAC,"$2,357,705,361",$0.39,time-after-hours,Feb/2025,1,$0.36,2025-03-24 05:19:48
"Intuitive Machines, Inc.",LUNR,"$997,865,705",($0.08),time-pre-market,Dec/2024,3,($0.11),2025-03-24 05:19:48
D-Market Electronic Services & Trading,HEPS,"$970,576,376",,time-not-supplied,Dec/2024,N/A,($0.04),2025-03-24 05:19:48
TMC the metals company Inc.,TMC,"$573,944,894",,time-not-supplied,Dec/2024,N/A,($0.11),2025-03-24 05:19:48
Abivax SA,ABVX,"$444,197,402",($0.67),time-after-hours,Dec/2024,1,N/A,2025-03-24 05:19:48
"Red Cat Holdings, Inc.",RCAT,"$419,240,890",,time-not-supplied,Jan/2025,N/A,($0.08),2025-03-24 05:19:48
GreenTree Hospitality Group Ltd.,GHG,"$262,997,719",,time-not-supplied,Dec/2024,1,$0.01,2025-03-24 05:19:48
Neurogene Inc.,NGNE,"$226,237,462",($1.11),time-not-supplied,Dec/2024,1,N/A,2025-03-24 05:19:48
"Idaho Strategic Resources, Inc.",IDR,"$176,228,693",$0.16,time-not-supplied,Dec/2024,1,$0.02,2025-03-24 05:19:48
"Adverum Biotechnologies, Inc.",ADVM,"$116,493,793",($1.31),time-not-supplied,Dec/2024,4,($2.30),2025-03-24 05:19:48
"Rekor Systems, Inc.",REKR,"$94,763,577",($0.09),time-not-supplied,Dec/2024,2,($0.16),2025-03-24 05:19:48
