Company Name,Symbol,Market Cap,EPS Forecast,Time,Fiscal Quarter Ending,No. of ESTs,Last Year's EPS,Scraped At
RPM International Inc.,RPM,"$13,914,944,944",$0.52,time-pre-market,Feb/2025,5,$0.52,2025-04-08 05:19:16
"Cal-Maine Foods, Inc.",CALM,"$4,525,448,179",,time-after-hours,Feb/2025,N/A,$3,2025-04-08 05:19:16
WD-40 Company,WDFC,"$3,320,047,717",$1.27,time-pre-market,Feb/2025,2,$1.14,2025-04-08 05:19:16
"Tilray Brands, Inc.",TLRY,"$555,279,406",($0.04),time-pre-market,Feb/2025,3,N/A,2025-04-08 05:19:16
"Kura Sushi USA, Inc.",KRUS,"$526,204,017",($0.08),time-after-hours,Feb/2025,2,($0.09),2025-04-08 05:19:16
Movado Group Inc.,MOV,"$335,685,697",$0.39,time-not-supplied,Jan/2025,1,$0.55,2025-04-08 05:19:16
"Mama's Creations, Inc.",MAMA,"$255,966,769",$0.03,time-after-hours,Jan/2025,1,$0.04,2025-04-08 05:19:16
Aehr Test Systems,AEHR,"$215,707,697",($0.02),time-after-hours,Feb/2025,1,($0.05),2025-04-08 05:19:16
Lexaria Bioscience Corp.,LEXX,"$24,749,158",($0.16),time-not-supplied,Feb/2025,2,($0.06),2025-04-08 05:19:16
"NextTrip, Inc.",NTRP,"$9,540,501",($0.17),time-not-supplied,Feb/2025,1,N/A,2025-04-08 05:19:16
"Art's-Way Manufacturing Co., Inc.",ARTW,"$7,623,689",,time-not-supplied,Feb/2025,1,($0.09),2025-04-08 05:19:16
