Company Name,Symbol,Market Cap,EPS Forecast,Time,Fiscal Quarter Ending,No. of ESTs,Last Year's EPS,Scraped At
"TJX Companies, Inc. (The)",TJX,"$150,842,078,760",$0.90,time-pre-market,Apr/2025,8,$0.93,2025-05-21 05:20:51
"Lowe's Companies, Inc.",LOW,"$131,212,004,172",$2.88,time-pre-market,Apr/2025,14,$3.06,2025-05-21 05:20:51
Full Truck Alliance Co. Ltd.,YMM,"$127,912,859,804",$0.16,time-pre-market,Mar/2025,1,$0.09,2025-05-21 05:20:51
Medtronic plc,MDT,"$111,542,808,630",$1.58,time-pre-market,Apr/2025,12,$1.46,2025-05-21 05:20:51
Snowflake Inc.,SNOW,"$60,822,905,000",($0.59),time-after-hours,Apr/2025,12,($0.88),2025-05-21 05:20:51
Haleon plc,HLN,"$48,555,769,426",,time-not-supplied,Mar/2025,N/A,$0.12,2025-05-21 05:20:51
Target Corporation,TGT,"$44,641,937,707",$1.65,time-pre-market,Apr/2025,14,$2.03,2025-05-21 05:20:51
"Baidu, Inc.",BIDU,"$30,681,552,468",$1.34,time-pre-market,Mar/2025,1,$2.43,2025-05-21 05:20:51
"Zoom Communications, Inc.",ZM,"$25,429,032,293",$0.70,time-after-hours,Apr/2025,10,$0.74,2025-05-21 05:20:51
XPeng Inc.,XPEV,"$18,985,480,775",,time-pre-market,Mar/2025,N/A,($0.20),2025-05-21 05:20:51
Wix.com Ltd.,WIX,"$10,032,518,318",$0.70,time-pre-market,Mar/2025,6,$0.33,2025-05-21 05:20:51
VinFast Auto Ltd.,VFS,"$8,349,561,253",($0.26),time-not-supplied,Mar/2025,1,($0.26),2025-05-21 05:20:51
"Urban Outfitters, Inc.",URBN,"$5,691,226,336",$0.81,time-after-hours,Apr/2025,6,$0.69,2025-05-21 05:20:51
V.F. Corporation,VFC,"$5,578,690,601",($0.15),time-pre-market,Mar/2025,9,($0.32),2025-05-21 05:20:51
"Dycom Industries, Inc.",DY,"$5,567,471,993",$1.40,time-pre-market,Apr/2025,2,$2.12,2025-05-21 05:20:51
Banco BBVA Argentina S.A.,BBAR,"$4,564,690,089",$0.26,time-after-hours,Mar/2025,1,$0.20,2025-05-21 05:20:51
EnerSys,ENS,"$3,877,397,215",$2.78,time-after-hours,Mar/2025,4,$2.08,2025-05-21 05:20:51
WeRide Inc.,WRD,"$2,432,722,138",,time-pre-market,Mar/2025,3,N/A,2025-05-21 05:20:51
CMB.TECH NV,CMBT,"$2,094,635,268",,time-pre-market,Mar/2025,3,$0.44,2025-05-21 05:20:51
Weibo Corporation,WB,"$2,073,670,122",$0.28,time-pre-market,Mar/2025,1,$0.34,2025-05-21 05:20:51
"LiveRamp Holdings, Inc.",RAMP,"$1,918,896,934",$0,time-after-hours,Mar/2025,1,($0.11),2025-05-21 05:20:51
"iQIYI, Inc.",IQ,"$1,819,992,223",$0.03,time-pre-market,Mar/2025,2,$0.10,2025-05-21 05:20:51
LexinFintech Holdings Ltd.,LX,"$1,495,862,524",,time-after-hours,Mar/2025,3,$0.17,2025-05-21 05:20:51
SUPER HI INTERNATIONAL HOLDING LTD.,HDL,"$1,434,566,097",,time-pre-market,Mar/2025,N/A,($0.10),2025-05-21 05:20:51
American Superconductor Corporation,AMSC,"$977,022,989",$0.03,time-after-hours,Mar/2025,2,$0.02,2025-05-21 05:20:51
Canada Goose Holdings Inc.,GOOS,"$870,284,142",$0.16,time-pre-market,Mar/2025,2,$0.14,2025-05-21 05:20:51
Compass Diversified ,CODI,"$591,354,693",$0.48,time-not-supplied,Mar/2025,2,$0.40,2025-05-21 05:20:51
ASP Isotopes Inc.,ASPI,"$541,951,804",,time-not-supplied,Mar/2025,N/A,($0.16),2025-05-21 05:20:51
Dada Nexus Limited,DADA,"$526,822,152",,time-not-supplied,Mar/2025,3,($0.11),2025-05-21 05:20:51
Borr Drilling Limited,BORR,"$421,274,132",,time-after-hours,Mar/2025,3,$0.06,2025-05-21 05:20:51
Brasilagro Cia Brasileira De Propriedades Agricolas ,LND,"$395,331,259",,time-not-supplied,Mar/2025,3,($0.06),2025-05-21 05:20:51
"Domo, Inc.",DOMO,"$347,873,794",($0.55),time-after-hours,Apr/2025,2,($0.71),2025-05-21 05:20:51
Cool Company Ltd.,CLCO,"$334,717,453",$0.28,time-pre-market,Mar/2025,3,N/A,2025-05-21 05:20:51
MediWound Ltd.,MDWD,"$230,773,721",($0.65),time-pre-market,Mar/2025,5,($0.39),2025-05-21 05:20:51
KNOT Offshore Partners LP,KNOP,"$227,421,141",$0.14,time-pre-market,Mar/2025,1,$0.22,2025-05-21 05:20:51
Baozun Inc.,BZUN,"$191,722,195",,time-pre-market,Mar/2025,3,($0.15),2025-05-21 05:20:51
Triller Group Inc.,ILLR,"$154,570,210",,time-not-supplied,Mar/2025,3,($0.23),2025-05-21 05:20:51
Seanergy Maritime Holdings Corp.,SHIP,"$125,205,166",($0.49),time-not-supplied,Mar/2025,2,$0.50,2025-05-21 05:20:51
"B. Riley Financial, Inc.",RILY,"$98,200,553",,time-not-supplied,Mar/2025,3,($1.71),2025-05-21 05:20:51
Zeo Energy Corporation,ZEO,"$78,326,334",,time-not-supplied,Mar/2025,3,($1.20),2025-05-21 05:20:51
uCloudlink Group Inc.,UCL,"$49,637,457",($0.04),time-pre-market,Mar/2025,1,$0.01,2025-05-21 05:20:51
Mediaco Holding Inc.,MDIA,"$47,739,105",,time-not-supplied,Mar/2025,3,($0.18),2025-05-21 05:20:51
ClearSign Technologies Corporation,CLIR,"$38,268,448",($0.03),time-after-hours,Mar/2025,1,($0.03),2025-05-21 05:20:51
Mega Matrix Inc.,MPU,"$36,238,716",,time-not-supplied,Mar/2025,3,($0.05),2025-05-21 05:20:51
"Nixxy, Inc.",NIXX,"$35,606,594",,time-not-supplied,Mar/2025,3,($0.40),2025-05-21 05:20:51
"SPAR Group, Inc.",SGRP,"$26,498,162",$0.03,time-not-supplied,Mar/2025,1,$0.06,2025-05-21 05:20:51
