Company Name,Symbol,Market Cap,EPS Forecast,Time,Fiscal Quarter Ending,No. of ESTs,Last Year's EPS,Scraped At
Fomento Economico Mexicano S.A.B. de C.V.,FMX,"$401,814,556,186",,time-pre-market,Mar/2025,N/A,$0.47,2025-04-28 05:28:10
Welltower Inc.,WELL,"$94,753,266,161",$1.15,time-after-hours,Mar/2025,6,$1.01,2025-04-28 05:28:10
"Waste Management, Inc.",WM,"$91,469,198,909",$1.65,time-after-hours,Mar/2025,11,$1.75,2025-04-28 05:28:10
"Cadence Design Systems, Inc.",CDNS,"$77,238,152,240",$1.17,time-after-hours,Mar/2025,8,$0.85,2025-04-28 05:28:10
"Roper Technologies, Inc.",ROP,"$60,099,204,950",$4.73,time-pre-market,Mar/2025,8,$4.41,2025-04-28 05:28:10
NXP Semiconductors N.V.,NXPI,"$49,093,246,048",$2.18,time-after-hours,Mar/2025,11,$2.85,2025-04-28 05:28:10
"Brown & Brown, Inc.",BRO,"$33,671,349,729",$1.30,time-after-hours,Mar/2025,6,$1.14,2025-04-28 05:28:10
Nucor Corporation,NUE,"$26,578,476,417",$0.68,time-after-hours,Mar/2025,4,$3.46,2025-04-28 05:28:10
SBA Communications Corporation,SBAC,"$23,980,980,304",$2.95,time-after-hours,Mar/2025,5,$3.29,2025-04-28 05:28:10
Cincinnati Financial Corporation,CINF,"$21,187,082,278",($0.61),time-after-hours,Mar/2025,10,$1.72,2025-04-28 05:28:10
Domino's Pizza Inc,DPZ,"$16,735,766,555",$4.12,time-pre-market,Mar/2025,11,$3.58,2025-04-28 05:28:10
"F5, Inc.",FFIV,"$15,460,028,969",$2.33,time-after-hours,Mar/2025,6,$2.20,2025-04-28 05:28:10
"Alexandria Real Estate Equities, Inc.",ARE,"$13,373,069,532",$2.28,time-after-hours,Mar/2025,5,$2.35,2025-04-28 05:28:10
"Teradyne, Inc.",TER,"$12,500,860,612",$0.61,time-after-hours,Mar/2025,8,$0.51,2025-04-28 05:28:10
"Revvity, Inc.",RVTY,"$11,433,416,517",$0.95,time-pre-market,Mar/2025,8,$0.98,2025-04-28 05:28:10
"Universal Health Services, Inc.",UHS,"$11,310,343,824",$4.36,time-after-hours,Mar/2025,8,$3.70,2025-04-28 05:28:10
"Woodward, Inc.",WWD,"$10,747,700,416",$1.44,time-after-hours,Mar/2025,5,$1.62,2025-04-28 05:28:10
"Crown Holdings, Inc.",CCK,"$10,520,952,420",$1.22,time-after-hours,Mar/2025,5,$1.02,2025-04-28 05:28:10
"Grupo Aeroportuario Del Pacifico, S.A. de C.V.",PAC,"$10,299,575,745",$3.13,time-not-supplied,Mar/2025,2,$2.88,2025-04-28 05:28:10
Crane Company,CR,"$8,576,986,577",$1.29,time-after-hours,Mar/2025,4,$1.22,2025-04-28 05:28:10
Brixmor Property Group Inc.,BRX,"$7,859,401,712",$0.55,time-after-hours,Mar/2025,7,$0.54,2025-04-28 05:28:10
"UFP Industries, Inc.",UFPI,"$6,549,756,362",$1.59,time-after-hours,Mar/2025,3,$1.96,2025-04-28 05:28:10
"Simpson Manufacturing Company, Inc.",SSD,"$6,482,112,151",$1.71,time-after-hours,Mar/2025,1,$1.77,2025-04-28 05:28:10
"Rambus, Inc.",RMBS,"$5,274,429,584",$0.44,time-after-hours,Mar/2025,1,$0.38,2025-04-28 05:28:10
Enel Chile S.A.,ENIC,"$4,758,659,135",,time-after-hours,Mar/2025,N/A,$0.11,2025-04-28 05:28:10
