Company Name,Symbol,Market Cap,EPS Forecast,Time,Fiscal Quarter Ending,No. of ESTs,Last Year's EPS,Scraped At
Petroleo Brasileiro S.A.- Petrobras,PBR,"$75,076,868,339",$0.92,time-not-supplied,Mar/2025,2,$0.75,2025-05-12 05:21:03
Petroleo Brasileiro S.A.- Petrobras,PBR.A,"$75,076,868,339",,time-not-supplied,Mar/2025,2,$0.75,2025-05-12 05:21:03
"Simon Property Group, Inc.",SPG,"$53,186,599,275",$2.91,time-after-hours,Mar/2025,9,$3.56,2025-05-12 05:21:03
"NRG Energy, Inc.",NRG,"$23,835,572,436",$1.80,time-pre-market,Mar/2025,1,$0.80,2025-05-12 05:21:03
Fox Corporation,FOXA,"$22,861,832,600",$0.93,time-pre-market,Mar/2025,6,$1.09,2025-05-12 05:21:03
Fox Corporation,FOX,"$21,292,972,212",$0.96,time-pre-market,Mar/2025,3,$1.09,2025-05-12 05:21:03
Joint Stock Company Kaspi.kz,KSPI,"$17,447,078,800",$2.63,time-pre-market,Mar/2025,2,$2.53,2025-05-12 05:21:03
monday.com Ltd.,MNDY,"$14,302,341,300",$0.04,time-pre-market,Mar/2025,2,$0.14,2025-05-12 05:21:03
Companhia de saneamento Basico Do Estado De Sao Paulo - Sabesp,SBS,"$14,039,292,689",,time-after-hours,Mar/2025,N/A,$0.24,2025-05-12 05:21:03
DaVita Inc.,DVA,"$11,490,400,000",$1.75,time-after-hours,Mar/2025,2,$2.38,2025-05-12 05:21:03
"Essential Utilities, Inc.",WTRG,"$11,161,864,462",$0.80,time-pre-market,Mar/2025,3,$0.73,2025-05-12 05:21:03
"StandardAero, Inc.",SARO,"$9,314,756,396",$0.17,time-after-hours,Mar/2025,2,N/A,2025-05-12 05:21:03
Sportradar Group AG,SRAD,"$6,752,821,331",$0.05,time-pre-market,Mar/2025,5,N/A,2025-05-12 05:21:03
"Southwest Gas Holdings, Inc.",SWX,"$5,454,905,888",$1.61,time-pre-market,Mar/2025,3,$1.37,2025-05-12 05:21:03
NuScale Power Corporation,SMR,"$4,781,545,605",,time-after-hours,Mar/2025,N/A,($0.21),2025-05-12 05:21:03
Archer Aviation Inc.,ACHR,"$4,752,039,513",($0.26),time-after-hours,Mar/2025,2,($0.36),2025-05-12 05:21:03
"RadNet, Inc.",RDNT,"$4,174,471,892",($0.16),time-pre-market,Mar/2025,3,$0.07,2025-05-12 05:21:03
Transportadora De Gas Sa Ord B,TGS,"$4,028,777,193",$0.49,time-not-supplied,Mar/2025,1,$0.45,2025-05-12 05:21:03
Brink's Company (The),BCO,"$4,020,197,776",$1.19,time-after-hours,Mar/2025,2,$1.52,2025-05-12 05:21:03
Macerich Company (The),MAC,"$3,802,602,953",$0.31,time-pre-market,Mar/2025,8,$0.31,2025-05-12 05:21:03
ZoomInfo Technologies Inc.,ZI,"$3,162,779,974",$0.14,time-after-hours,Mar/2025,8,$0.18,2025-05-12 05:21:03
Inter & Co. Inc.,INTR,"$3,091,120,322",$0.12,time-pre-market,Mar/2025,3,$0.09,2025-05-12 05:21:03
Hudbay Minerals Inc.,HBM,"$3,009,477,060",$0.11,time-pre-market,Mar/2025,14,$0.16,2025-05-12 05:21:03
"Rigetti Computing, Inc. ",RGTI,"$2,946,887,165",($0.05),time-after-hours,Mar/2025,2,($0.14),2025-05-12 05:21:03
"Power Integrations, Inc.",POWI,"$2,945,713,420",$0.13,time-after-hours,Mar/2025,3,$0.08,2025-05-12 05:21:03
"Surgery Partners, Inc.",SGRY,"$2,894,264,904",($0.04),time-pre-market,Mar/2025,1,$0.06,2025-05-12 05:21:03
"Atlanta Braves Holdings, Inc.",BATRA,"$2,741,008,925",($0.94),time-pre-market,Mar/2025,1,($0.83),2025-05-12 05:21:03
Xenon Pharmaceuticals Inc.,XENE,"$2,720,331,503",($0.94),time-after-hours,Mar/2025,10,($0.62),2025-05-12 05:21:03
"Atlanta Braves Holdings, Inc.",BATRK,"$2,534,541,692",($0.94),time-pre-market,Mar/2025,1,($0.83),2025-05-12 05:21:03
United Parks & Resorts Inc.,PRKS,"$2,523,081,209",($0.23),time-pre-market,Mar/2025,5,($0.17),2025-05-12 05:21:03
Lufax Holding Ltd,LU,"$2,374,593,600",,time-not-supplied,Mar/2025,N/A,($0.21),2025-05-12 05:21:03
"Acadia Healthcare Company, Inc.",ACHC,"$2,250,353,877",$0.42,time-after-hours,Mar/2025,5,$0.84,2025-05-12 05:21:03
"Apogee Therapeutics, Inc.",APGE,"$2,249,815,387",($1.19),time-not-supplied,Mar/2025,4,($0.64),2025-05-12 05:21:03
"Hertz Global Holdings, Inc",HTZ,"$1,914,643,062",($1.08),time-after-hours,Mar/2025,5,($1.28),2025-05-12 05:21:03
"Centuri Holdings, Inc.",CTRI,"$1,850,901,364",($0.13),time-pre-market,Mar/2025,1,($99.99),2025-05-12 05:21:03
New Fortress Energy Inc.,NFE,"$1,678,221,201",($0.08),time-after-hours,Mar/2025,3,$0.67,2025-05-12 05:21:03
"Arrowhead Pharmaceuticals, Inc.",ARWR,"$1,670,799,971",($0.06),time-after-hours,Mar/2025,8,($1.02),2025-05-12 05:21:03
Centessa Pharmaceuticals plc,CNTA,"$1,650,154,084",($0.35),time-not-supplied,Mar/2025,6,($0.38),2025-05-12 05:21:03
Central Puerto S.A.,CEPU,"$1,647,256,219",,time-pre-market,Mar/2025,N/A,$0.18,2025-05-12 05:21:03
"PACS Group, Inc.",PACS,"$1,615,437,170",$0.42,time-not-supplied,Mar/2025,1,$0.38,2025-05-12 05:21:03
"Rapid7, Inc.",RPD,"$1,613,934,161",($0.01),time-after-hours,Mar/2025,9,$0.22,2025-05-12 05:21:03
"Guardian Pharmacy Services, Inc.",GRDN,"$1,612,556,786",$0.22,time-after-hours,Mar/2025,2,N/A,2025-05-12 05:21:03
Seadrill Limited,SDRL,"$1,480,101,697",$0.42,time-pre-market,Mar/2025,1,$0.81,2025-05-12 05:21:03
Dole plc,DOLE,"$1,407,091,523",$0.39,time-pre-market,Mar/2025,2,$0.43,2025-05-12 05:21:03
"MeridianLink, Inc.",MLNK,"$1,320,269,064",($0.01),time-after-hours,Mar/2025,3,($0.02),2025-05-12 05:21:03
Topgolf Callaway Brands Corp.,MODG,"$1,316,785,929",($0.04),time-after-hours,Mar/2025,8,$0.09,2025-05-12 05:21:03
"TaskUs, Inc.",TASK,"$1,294,153,926",$0.21,time-after-hours,Mar/2025,3,$0.19,2025-05-12 05:21:03
"Vital Energy, Inc.",VTLE,"$1,293,427,546",$2.11,time-after-hours,Mar/2025,6,$1.91,2025-05-12 05:21:03
Integral Ad Science Holding Corp.,IAS,"$1,276,004,353",$0.03,time-after-hours,Mar/2025,6,($0.01),2025-05-12 05:21:03
"Exodus Movement, Inc.",EXOD,"$1,215,155,151",$0.22,time-after-hours,Mar/2025,1,$1.75,2025-05-12 05:21:03
"CompoSecure, Inc. ",CMPO,"$1,182,726,500",$0.19,time-after-hours,Mar/2025,3,$0.25,2025-05-12 05:21:03
"Cannae Holdings, Inc.",CNNE,"$1,160,439,754",($0.56),time-after-hours,Mar/2025,1,($1.27),2025-05-12 05:21:03
Aurinia Pharmaceuticals Inc,AUPH,"$1,159,656,799",$0.08,time-pre-market,Mar/2025,2,($0.03),2025-05-12 05:21:03
MidCap Financial Investment Corporation,MFIC,"$1,139,430,378",$0.39,time-after-hours,Mar/2025,5,$0.44,2025-05-12 05:21:03
"Kayne Anderson BDC, Inc.",KBDC,"$1,112,084,133",$0.42,time-after-hours,Mar/2025,2,N/A,2025-05-12 05:21:03
"Seabridge Gold, Inc.",SA,"$1,099,790,400",,time-not-supplied,Mar/2025,2,($0.07),2025-05-12 05:21:03
"HighPeak Energy, Inc.",HPK,"$1,098,047,368",$0.22,time-after-hours,Mar/2025,1,$0.37,2025-05-12 05:21:03
"Infinity Natural Resources, Inc.",INR,"$1,036,724,905",$0.59,time-after-hours,Mar/2025,2,N/A,2025-05-12 05:21:03
PennantPark Floating Rate Capital Ltd.,PFLT,"$886,595,432",$0.33,time-after-hours,Mar/2025,3,$0.31,2025-05-12 05:21:03
Redwire Corporation,RDW,"$866,825,682",($0.20),time-pre-market,Mar/2025,2,($0.17),2025-05-12 05:21:03
"Sally Beauty Holdings, Inc.",SBH,"$851,319,632",$0.39,time-pre-market,Mar/2025,4,$0.35,2025-05-12 05:21:03
"Getty Images Holdings, Inc.",GETY,"$792,130,262",$0.03,time-after-hours,Mar/2025,2,$0.01,2025-05-12 05:21:03
"Mineralys Therapeutics, Inc.",MLYS,"$777,934,294",($1.02),time-after-hours,Mar/2025,2,($0.70),2025-05-12 05:21:03
Lithium Americas Corp.,LAC,"$686,675,491",($0.04),time-not-supplied,Mar/2025,6,($0.04),2025-05-12 05:21:03
"Microvast Holdings, Inc.",MVST,"$679,686,988",($0.04),time-after-hours,Mar/2025,1,($0.08),2025-05-12 05:21:03
Hallador Energy Company,HNRG,"$640,994,979",($0.16),time-after-hours,Mar/2025,1,($0.03),2025-05-12 05:21:03
Vinci Partners Investments Ltd.,VINP,"$637,901,696",$0.15,time-after-hours,Mar/2025,1,$0.19,2025-05-12 05:21:03
Lincoln Educational Services Corporation,LINC,"$635,647,277",$0.07,time-pre-market,Mar/2025,3,$0.06,2025-05-12 05:21:03
Legacy Housing Corporation,LEGH,"$610,955,446",,time-after-hours,Mar/2025,N/A,$0.60,2025-05-12 05:21:03
Dingdong (Cayman) Limited,DDL,"$600,018,320",,time-not-supplied,Mar/2025,N/A,N/A,2025-05-12 05:21:03
GigaCloud Technology Inc,GCT,"$593,382,851",$0.46,time-after-hours,Mar/2025,1,$0.84,2025-05-12 05:21:03
Bally's Corporation,BALY,"$566,595,317",($0.90),time-after-hours,Mar/2025,3,($3.26),2025-05-12 05:21:03
Fortrea Holdings Inc.,FTRE,"$536,690,000",($0.07),time-pre-market,Mar/2025,5,($0.04),2025-05-12 05:21:03
"Maravai LifeSciences Holdings, Inc.",MRVI,"$526,475,278",($0.10),time-after-hours,Mar/2025,5,($0.11),2025-05-12 05:21:03
"FRP Holdings, Inc.",FRPH,"$525,856,052",,time-after-hours,Mar/2025,2,$0.07,2025-05-12 05:21:03
"Ramaco Resources, Inc.",METC,"$493,017,288",($0.29),time-pre-market,Mar/2025,1,N/A,2025-05-12 05:21:03
UroGen Pharma Ltd.,URGN,"$491,826,736",($0.83),time-pre-market,Mar/2025,3,($0.97),2025-05-12 05:21:03
"Stoke Therapeutics, Inc.",STOK,"$489,403,538",($0.37),time-not-supplied,Mar/2025,5,($0.57),2025-05-12 05:21:03
"indie Semiconductor, Inc.",INDI,"$485,792,131",($0.14),time-after-hours,Mar/2025,3,($0.26),2025-05-12 05:21:03
"Ramaco Resources, Inc.",METCB,"$470,337,413",,time-pre-market,Mar/2025,2,$0.23,2025-05-12 05:21:03
"SelectQuote, Inc.",SLQT,"$469,953,893",$0.04,time-pre-market,Mar/2025,1,$0.05,2025-05-12 05:21:03
"AlTi Global, Inc.",ALTI,"$467,966,034",($0.03),time-after-hours,Mar/2025,1,($0.03),2025-05-12 05:21:03
"American Public Education, Inc.",APEI,"$465,370,173",$0.15,time-after-hours,Mar/2025,5,($0.06),2025-05-12 05:21:03
"Sonida Senior Living, Inc.",SNDA,"$465,142,915",($0.95),time-pre-market,Mar/2025,1,($0.69),2025-05-12 05:21:03
Advantage Solutions Inc. ,ADV,"$443,544,221",($0.08),time-pre-market,Mar/2025,2,($0.16),2025-05-12 05:21:03
NET Power Inc.,NPWR,"$428,728,096",,time-after-hours,Mar/2025,N/A,($0.16),2025-05-12 05:21:03
PennantPark Investment Corporation,PNNT,"$423,118,689",$0.19,time-after-hours,Mar/2025,4,$0.22,2025-05-12 05:21:03
"RCI Hospitality Holdings, Inc.",RICK,"$375,423,488",,time-after-hours,Mar/2025,N/A,$0.08,2025-05-12 05:21:03
"Ambac Financial Group, Inc.",AMBC,"$371,324,721",($0.07),time-after-hours,Mar/2025,1,$0.82,2025-05-12 05:21:03
Consolidated Water Co. Ltd.,CWCO,"$370,517,739",$0.22,time-after-hours,Mar/2025,3,$0.43,2025-05-12 05:21:03
Repay Holdings Corporation,RPAY,"$361,986,083",$0.18,time-after-hours,Mar/2025,2,$0.18,2025-05-12 05:21:03
"Safe Bulkers, Inc",SB,"$360,022,415",$0.03,time-not-supplied,Mar/2025,1,$0.20,2025-05-12 05:21:03
Stellus Capital Investment Corporation,SCM,"$359,679,943",$0.37,time-after-hours,Mar/2025,3,$0.44,2025-05-12 05:21:03
REGENXBIO Inc.,RGNX,"$358,115,887",$0.41,time-after-hours,Mar/2025,5,($1.38),2025-05-12 05:21:03
