Company Name,Symbol,Market Cap,EPS Forecast,Time,Fiscal Quarter Ending,No. of ESTs,Last Year's EPS,Scraped At
Shopify Inc.,SHOP,"$121,493,029,471",$0.17,time-pre-market,Mar/2025,16,$0.12,2025-05-08 05:21:11
Anheuser-Busch Inbev SA,BUD,"$118,884,682,296",$0.77,time-pre-market,Mar/2025,5,$0.75,2025-05-08 05:21:11
ConocoPhillips,COP,"$111,498,677,364",$2.06,time-pre-market,Mar/2025,8,$2.03,2025-05-08 05:21:11
McKesson Corporation,MCK,"$89,115,826,182",$9.81,time-after-hours,Mar/2025,7,$6.18,2025-05-08 05:21:11
Brookfield Corporation,BN,"$81,719,535,115",$0.88,time-pre-market,Mar/2025,2,$0.77,2025-05-08 05:21:11
Canadian Natural Resources Limited,CNQ,"$60,903,219,240",$0.73,time-pre-market,Mar/2025,3,$0.51,2025-05-08 05:21:11
Monster Beverage Corporation,MNST,"$58,408,996,938",$0.46,time-after-hours,Mar/2025,9,$0.42,2025-05-08 05:21:11
"Cheniere Energy, Inc.",LNG,"$52,440,605,158",$2.81,time-pre-market,Mar/2025,8,$2.13,2025-05-08 05:21:11
"Coinbase Global, Inc.",COIN,"$49,986,328,258",$2.04,time-after-hours,Mar/2025,7,$1.65,2025-05-08 05:21:11
Sempra ,SRE,"$48,904,895,682",$1.21,time-pre-market,Mar/2025,3,$1.34,2025-05-08 05:21:11
Takeda Pharmaceutical Company Limited,TAK,"$47,603,868,498",,time-pre-market,Mar/2025,N/A,N/A,2025-05-08 05:21:11
Kenvue Inc.,KVUE,"$45,047,943,770",$0.22,time-pre-market,Mar/2025,6,$0.28,2025-05-08 05:21:11
Wheaton Precious Metals Corp.,WPM,"$38,907,365,162",$0.50,time-after-hours,Mar/2025,12,$0.36,2025-05-08 05:21:11
"Cloudflare, Inc.",NET,"$37,704,566,530",($0.05),time-after-hours,Mar/2025,8,($0.03),2025-05-08 05:21:11
argenx SE,ARGX,"$37,516,086,049",$2.32,time-pre-market,Mar/2025,11,($1.04),2025-05-08 05:21:11
Sun Life Financial Inc.,SLF,"$34,291,254,020",$1.22,time-after-hours,Mar/2025,4,$1.11,2025-05-08 05:21:11
"Chunghwa Telecom Co., Ltd.",CHT,"$33,962,100,996",,time-pre-market,Mar/2025,N/A,$0.38,2025-05-08 05:21:11
Franco-Nevada Corporation,FNV,"$33,092,532,000",$1,time-after-hours,Mar/2025,5,$0.76,2025-05-08 05:21:11
"HubSpot, Inc.",HUBS,"$32,966,481,502",($0.11),time-after-hours,Mar/2025,11,$0.01,2025-05-08 05:21:11
Restaurant Brands International Inc.,QSR,"$30,633,613,755",$0.78,time-pre-market,Mar/2025,10,$0.73,2025-05-08 05:21:11
Telefonica SA,TEF,"$29,031,227,156",$0.08,time-not-supplied,Mar/2025,1,$0.11,2025-05-08 05:21:11
"TKO Group Holdings, Inc.",TKO,"$28,746,408,869",$0.48,time-after-hours,Mar/2025,3,$2.14,2025-05-08 05:21:11
"The Trade Desk, Inc.",TTD,"$27,597,406,426",$0.08,time-after-hours,Mar/2025,9,$0.06,2025-05-08 05:21:11
Microchip Technology Incorporated,MCHP,"$25,406,568,096",$0.03,time-after-hours,Mar/2025,10,$0.50,2025-05-08 05:21:11
Banco Bradesco Sa,BBD,"$25,009,100,036",$0.09,time-not-supplied,Mar/2025,3,$0.08,2025-05-08 05:21:11
Banco Bradesco Sa,BBDO,"$25,009,100,036",,time-not-supplied,Mar/2025,1,$0.08,2025-05-08 05:21:11
LPL Financial Holdings Inc.,LPLA,"$24,693,133,605",$4.50,time-after-hours,Mar/2025,8,$4.21,2025-05-08 05:21:11
"Rocket Companies, Inc.",RKT,"$23,016,028,293",$0.02,time-after-hours,Mar/2025,5,$0.07,2025-05-08 05:21:11
TELUS Corporation,TU,"$22,996,160,000",$0.15,time-not-supplied,Mar/2025,6,$0.19,2025-05-08 05:21:11
Pembina Pipeline Corp.,PBA,"$22,628,346,000",$0.57,time-after-hours,Mar/2025,4,$0.54,2025-05-08 05:21:11
Cenovus Energy Inc,CVE,"$21,589,654,571",$0.28,time-pre-market,Mar/2025,2,$0.46,2025-05-08 05:21:11
"Expedia Group, Inc.",EXPE,"$21,226,625,800",($0.17),time-after-hours,Mar/2025,7,($0.39),2025-05-08 05:21:11
"Natera, Inc.",NTRA,"$21,021,451,612",($0.59),time-after-hours,Mar/2025,6,($0.56),2025-05-08 05:21:11
"Warner Bros. Discovery, Inc.",WBD,"$20,693,663,361",($0.14),time-pre-market,Mar/2025,6,($0.40),2025-05-08 05:21:11
"Toast, Inc.",TOST,"$20,240,000,000",$0.09,time-after-hours,Mar/2025,5,($0.15),2025-05-08 05:21:11
