Company Name,Symbol,Market Cap,EPS Forecast,Time,Fiscal Quarter Ending,No. of ESTs,Last Year's EPS,Scraped At
Wheaton Precious Metals Corp.,WPM,"$32,242,604,002",$0.44,time-after-hours,Dec/2024,10,$0.36,2025-03-13 05:19:09
Dollar General Corporation,DG,"$17,294,954,689",$1.50,time-pre-market,Jan/2025,24,$1.83,2025-03-13 05:19:09
"DocuSign, Inc.",DOCU,"$16,060,839,710",$0.24,time-after-hours,Jan/2025,7,$0.15,2025-03-13 05:19:09
"Ulta Beauty, Inc.",ULTA,"$15,892,796,223",$7.06,time-after-hours,Jan/2025,15,$8.08,2025-03-13 05:19:09
Futu Holdings Limited,FUTU,"$15,195,892,765",,time-pre-market,Dec/2024,N/A,$0.81,2025-03-13 05:19:09
"Rubrik, Inc.",RBRK,"$9,969,817,656",($0.81),time-after-hours,Jan/2025,2,N/A,2025-03-13 05:19:09
"ServiceTitan, Inc.",TTAN,"$7,651,361,857",($0.99),time-after-hours,Jan/2025,2,N/A,2025-03-13 05:19:09
Pactiv Evergreen Inc.,PTVE,"$3,226,061,337",$0.38,time-not-supplied,Dec/2024,2,$0.33,2025-03-13 05:19:09
Weibo Corporation,WB,"$2,661,442,034",$0.38,time-pre-market,Dec/2024,1,$0.23,2025-03-13 05:19:09
Semtech Corporation,SMTC,"$2,436,988,189",$0.12,time-after-hours,Jan/2025,6,($0.20),2025-03-13 05:19:09
Sable Offshore Corp.,SOC,"$2,053,751,842",($0.22),time-not-supplied,Dec/2024,2,N/A,2025-03-13 05:19:09
EverCommerce Inc.,EVCM,"$1,667,869,451",($0.02),time-after-hours,Dec/2024,4,($0.12),2025-03-13 05:19:09
"PagerDuty, Inc.",PD,"$1,483,952,485",($0.12),time-after-hours,Jan/2025,2,($0.17),2025-03-13 05:19:09
Mach Natural Resources LP,MNR,"$1,461,285,620",$0.44,time-after-hours,Dec/2024,2,N/A,2025-03-13 05:19:09
Afya Limited,AFYA,"$1,429,295,219",$0.32,time-not-supplied,Dec/2024,1,$0.34,2025-03-13 05:19:09
Denison Mine Corp,DNN,"$1,213,623,109",($0.01),time-not-supplied,Dec/2024,2,$0.03,2025-03-13 05:19:09
D-Wave Quantum Inc.,QBTS,"$1,205,199,780",($0.09),time-pre-market,Dec/2024,2,($0.10),2025-03-13 05:19:09
"G-III Apparel Group, LTD.",GIII,"$1,137,543,445",$0.97,time-pre-market,Jan/2025,1,$0.76,2025-03-13 05:19:09
Adecoagro S.A.,AGRO,"$1,127,780,025",,time-not-supplied,Dec/2024,N/A,($0.15),2025-03-13 05:19:09
"Falcon's Beyond Global, Inc.",FBYD,"$1,084,014,914",,time-not-supplied,Dec/2024,2,N/A,2025-03-13 05:19:09
