Company Name,Symbol,Market Cap,EPS Forecast,Time,Fiscal Quarter Ending,No. of ESTs,Last Year's EPS,Scraped At
Coca-Cola Europacific Partners plc,CCEP,"$39,780,151,325",,time-not-supplied,Mar/2025,N/A,N/A,2025-05-16 05:21:27
RBC Bearings Incorporated,RBC,"$11,460,169,533",$2.53,time-pre-market,Mar/2025,3,$2.38,2025-05-16 05:21:27
Nebius Group N.V.,NBIS,"$8,600,490,976",($0.44),time-not-supplied,Mar/2025,2,($0.22),2025-05-16 05:21:27
"Flowers Foods, Inc.",FLO,"$3,556,950,612",$0.38,time-pre-market,Mar/2025,4,$0.38,2025-05-16 05:21:27
Brady Corporation,BRC,"$3,549,115,410",,time-pre-market,Apr/2025,N/A,$1.09,2025-05-16 05:21:27
Sibanye Stillwater Limited,SBSW,"$3,233,923,099",,time-not-supplied,Mar/2025,N/A,N/A,2025-05-16 05:21:27
RLX Technology Inc.,RLX,"$3,047,333,706",,time-pre-market,Mar/2025,N/A,($0.01),2025-05-16 05:21:27
Skeena Resources Limited,SKE,"$1,196,037,166",($0.03),time-not-supplied,Mar/2025,1,($0.23),2025-05-16 05:21:27
Dingdong (Cayman) Limited,DDL,"$583,482,382",,time-pre-market,Mar/2025,N/A,N/A,2025-05-16 05:21:27
Yatsen Holding Limited,YSG,"$462,965,736",,time-pre-market,Mar/2025,N/A,($0.15),2025-05-16 05:21:27
Net Lease Office Properties,NLOP,"$444,422,250",,time-not-supplied,Mar/2025,2,$1.35,2025-05-16 05:21:27
"Codere Online Luxembourg, S.A.",CDRO,"$369,690,593",$0.05,time-pre-market,Mar/2025,2,N/A,2025-05-16 05:21:27
PrimeEnergy Resources Corporation,PNRG,"$304,389,540",,time-not-supplied,Mar/2025,N/A,$4.41,2025-05-16 05:21:27
Gencor Industries Inc.,GENC,"$195,240,591",,time-not-supplied,Mar/2025,2,$0.42,2025-05-16 05:21:27
Seritage Growth Properties,SRG,"$161,651,622",,time-not-supplied,Mar/2025,2,N/A,2025-05-16 05:21:27
"Vroom, Inc.",VRM,"$143,018,119",,time-not-supplied,Mar/2025,2,($99.99),2025-05-16 05:21:27
ALT5 Sigma Corporation,ALTS,"$107,695,252",,time-not-supplied,Mar/2025,2,($0.34),2025-05-16 05:21:27
"Mastech Digital, Inc",MHH,"$96,412,427",$0.07,time-pre-market,Mar/2025,2,$0.02,2025-05-16 05:21:27
So-Young International Inc.,SY,"$84,585,435",,time-pre-market,Mar/2025,N/A,($0.03),2025-05-16 05:21:27
"Wrap Technologies, Inc.",WRAP,"$75,742,052",,time-pre-market,Mar/2025,N/A,N/A,2025-05-16 05:21:27
"Opus Genetics, Inc.",IRD,"$43,209,632",($0.34),time-not-supplied,Mar/2025,1,($0.29),2025-05-16 05:21:27
180 Degree Capital Corp.,TURN,"$41,100,580",,time-not-supplied,Mar/2025,N/A,N/A,2025-05-16 05:21:27
Toro Corp.,TORO,"$34,750,812",,time-not-supplied,Mar/2025,2,$0.51,2025-05-16 05:21:27
ATA Creativity Global,AACG,"$29,996,704",,time-pre-market,Mar/2025,2,($0.08),2025-05-16 05:21:27
reAlpha Tech Corp.,AIRE,"$29,009,909",($0.04),time-not-supplied,Mar/2025,1,($0.03),2025-05-16 05:21:27
"Pulmatrix, Inc.",PULM,"$22,351,984",,time-not-supplied,Mar/2025,2,$0.23,2025-05-16 05:21:27
FST Corp.,KBSX,"$12,298,103",,time-not-supplied,Mar/2025,N/A,($0.10),2025-05-16 05:21:27
Power REIT,PW,"$3,894,720",,time-not-supplied,Mar/2025,N/A,($0.39),2025-05-16 05:21:27
Safe & Green Holdings Corp.,SGBX,"$3,409,192",,time-not-supplied,Mar/2025,2,($4.93),2025-05-16 05:21:27
"SharpLink Gaming, Inc.",SBET,"$2,113,916",,time-not-supplied,Mar/2025,2,($6.96),2025-05-16 05:21:27
BloomZ Inc.,BLMZ,"$1,428,168",,time-not-supplied,Mar/2025,N/A,N/A,2025-05-16 05:21:27
"GRI Bio, Inc.",GRI,"$772,276",,time-not-supplied,Mar/2025,N/A,($99.99),2025-05-16 05:21:27
"Digital Ally, Inc.",DGLY,"$242,763",,time-not-supplied,Mar/2025,2,($27.40),2025-05-16 05:21:27
