Company Name,Symbol,Market Cap,EPS Forecast,Time,Fiscal Quarter Ending,No. of ESTs,Last Year's EPS,Scraped At
Broadcom Inc.,AVGO,"$1,207,695,527,961",$1.35,time-after-hours,Apr/2025,12,$0.87,2025-06-05 05:21:24
lululemon athletica inc.,LULU,"$38,689,215,474",$2.59,time-after-hours,Apr/2025,13,$2.54,2025-06-05 05:21:24
Ferrovial SE,FER,"$36,722,288,831",,time-not-supplied,Mar/2025,1,N/A,2025-06-05 05:21:24
Samsara Inc.,IOT,"$26,114,723,583",($0.08),time-after-hours,Apr/2025,6,($0.10),2025-06-05 05:21:24
"Rubrik, Inc.",RBRK,"$18,611,589,950",($0.73),time-after-hours,Apr/2025,5,($11.47),2025-06-05 05:21:24
"DocuSign, Inc.",DOCU,"$18,550,083,249",$0.25,time-after-hours,Apr/2025,7,$0.29,2025-06-05 05:21:24
Brown Forman Corporation,BF.B,"$15,697,342,305",$0.36,time-pre-market,Apr/2025,6,$0.56,2025-06-05 05:21:24
Brown Forman Corporation,BF.A,"$15,654,802,082",,time-pre-market,Apr/2025,1,$0.56,2025-06-05 05:21:24
Ciena Corporation,CIEN,"$11,835,048,984",$0.30,time-pre-market,Apr/2025,7,$0.05,2025-06-05 05:21:24
"ServiceTitan, Inc.",TTAN,"$10,198,956,629",($0.24),time-after-hours,Apr/2025,1,N/A,2025-06-05 05:21:24
Toro Company (The),TTC,"$7,653,204,077",$1.38,time-pre-market,Apr/2025,3,$1.40,2025-06-05 05:21:24
"Vail Resorts, Inc.",MTN,"$5,825,096,232",$10,time-after-hours,Apr/2025,8,$9.54,2025-06-05 05:21:24
Telix Pharmaceuticals Limited,TLX,"$5,680,274,510",$0.22,time-not-supplied,Mar/2025,1,N/A,2025-06-05 05:21:24
"Braze, Inc.",BRZE,"$3,791,881,329",($0.24),time-after-hours,Apr/2025,7,($0.35),2025-06-05 05:21:24
Victorias Secret & Co.,VSCO,"$1,599,071,699",$0.09,time-pre-market,Apr/2025,1,$0.12,2025-06-05 05:21:24
IDT Corporation,IDT,"$1,487,479,629",,time-after-hours,Apr/2025,1,$0.33,2025-06-05 05:21:24
"Cracker Barrel Old Country Store, Inc.",CBRL,"$1,253,211,345",$0.17,time-not-supplied,Apr/2025,4,$0.88,2025-06-05 05:21:24
"Petco Health and Wellness Company, Inc.",WOOF,"$1,169,117,312",($0.05),time-after-hours,Apr/2025,1,($0.09),2025-06-05 05:21:24
Hello Group Inc. ,MOMO,"$986,510,534",$0.21,time-pre-market,Mar/2025,1,N/A,2025-06-05 05:21:24
Quanex Building Products Corporation,NX,"$809,526,708",$0.48,time-after-hours,Apr/2025,1,$0.66,2025-06-05 05:21:24
"Mission Produce, Inc.",AVO,"$790,317,882",$0.01,time-after-hours,Apr/2025,1,$0.12,2025-06-05 05:21:24
Oil-Dri Corporation Of America,ODC,"$736,652,786",,time-not-supplied,Apr/2025,1,$0.54,2025-06-05 05:21:24
Yuanbao Inc.,YB,"$685,291,438",,time-pre-market,Mar/2025,1,N/A,2025-06-05 05:21:24
BitFuFu Inc.,FUFU,"$577,397,417",$0.04,time-pre-market,Mar/2025,2,$0.23,2025-06-05 05:21:24
"Guess?, Inc.",GES,"$558,290,618",($0.69),time-after-hours,Apr/2025,2,($0.27),2025-06-05 05:21:24
"TechTarget, Inc.",TTGT,"$556,184,420",($0.04),time-not-supplied,Mar/2025,1,($0.02),2025-06-05 05:21:24
Torrid Holdings Inc.,CURV,"$549,824,004",$0.05,time-after-hours,Apr/2025,4,$0.12,2025-06-05 05:21:24
Waterdrop Inc.,WDH,"$531,643,890",,time-pre-market,Mar/2025,1,$0.03,2025-06-05 05:21:24
"Concrete Pumping Holdings, Inc. ",BBCP,"$382,497,313",$0.03,time-after-hours,Apr/2025,2,$0.05,2025-06-05 05:21:24
Euroseas Ltd.,ESEA,"$272,417,075",$3.41,time-not-supplied,Mar/2025,1,$2.66,2025-06-05 05:21:24
"Lands' End, Inc.",LE,"$263,418,572",($0.19),time-pre-market,Apr/2025,2,($0.20),2025-06-05 05:21:24
Zumiez Inc.,ZUMZ,"$243,130,451",($0.78),time-not-supplied,Apr/2025,3,($0.86),2025-06-05 05:21:24
American Vanguard Corporation,AVD,"$131,440,741",,time-not-supplied,Mar/2025,1,$0.09,2025-06-05 05:21:24
"Kandi Technologies Group, Inc.",KNDI,"$93,473,310",,time-not-supplied,Mar/2025,1,$0.01,2025-06-05 05:21:24
