Company Name,Symbol,Market Cap,EPS Forecast,Time,Fiscal Quarter Ending,No. of ESTs,Last Year's EPS,Scraped At
PDD Holdings Inc.,PDD,"$170,073,646,148",$2.25,time-pre-market,Mar/2025,2,$2.63,2025-05-27 05:20:37
"AutoZone, Inc.",AZO,"$64,560,069,527",$36.78,time-pre-market,May/2025,12,$36.69,2025-05-27 05:20:37
Bank of Nova Scotia (The),BNS,"$64,237,786,320",$1.14,time-pre-market,Apr/2025,3,$1.16,2025-05-27 05:20:37
Heico Corporation,HEI,"$37,110,030,462",$1.02,time-after-hours,Apr/2025,8,$0.88,2025-05-27 05:20:37
Heico Corporation,HEI.A,"$29,273,405,787",,time-after-hours,Apr/2025,N/A,$0.88,2025-05-27 05:20:37
"Okta, Inc.",OKTA,"$21,511,168,051",$0.24,time-after-hours,Apr/2025,12,($0.13),2025-05-27 05:20:37
Sociedad Quimica y Minera S.A.,SQM,"$9,511,739,006",$0.63,time-after-hours,Mar/2025,2,$0.80,2025-05-27 05:20:37
Comp En De Mn Cemig ADS,CIG,"$5,208,443,049",,time-not-supplied,Mar/2025,N/A,$0.08,2025-05-27 05:20:37
"Champion Homes, Inc.",SKY,"$4,906,258,220",$0.75,time-pre-market,Mar/2025,2,$0.62,2025-05-27 05:20:37
"Box, Inc.",BOX,"$4,494,850,455",($0.11),time-after-hours,Apr/2025,5,$0.05,2025-05-27 05:20:37
Golar LNG Limited,GLNG,"$3,919,157,951",$0.29,time-not-supplied,Mar/2025,2,$0.45,2025-05-27 05:20:37
Semtech Corporation,SMTC,"$3,268,968,550",$0.21,time-after-hours,Apr/2025,7,($0.17),2025-05-27 05:20:37
Grupo Supervielle S.A.,SUPV,"$1,456,030,756",$0.14,time-after-hours,Mar/2025,2,$0.13,2025-05-27 05:20:37
China Yuchai International Limited,CYD,"$645,690,322",,time-not-supplied,Mar/2025,1,N/A,2025-05-27 05:20:37
"Digital Turbine, Inc.",APPS,"$465,180,164",($0.03),time-not-supplied,Mar/2025,1,$0.06,2025-05-27 05:20:37
Zhihu Inc.,ZH,"$351,135,093",,time-pre-market,Mar/2025,N/A,($0.24),2025-05-27 05:20:37
"Agora, Inc.",API,"$344,119,527",,time-after-hours,Mar/2025,N/A,($0.10),2025-05-27 05:20:37
Dynagas LNG Partners LP,DLNG,"$128,372,237",,time-pre-market,Mar/2025,N/A,$0.25,2025-05-27 05:20:37
Seanergy Maritime Holdings Corp.,SHIP,"$123,951,024",($0.49),time-pre-market,Mar/2025,2,$0.50,2025-05-27 05:20:37
Senstar Technologies Corporation,SNT,"$88,641,281",,time-after-hours,Mar/2025,1,($0.03),2025-05-27 05:20:37
American Resources Corporation,AREC,"$56,350,921",($0.05),time-not-supplied,Mar/2025,1,($0.03),2025-05-27 05:20:37
Laser Photonics Corporation,LASE,"$35,134,283",,time-not-supplied,Mar/2025,1,($0.06),2025-05-27 05:20:37
"Cyclacel Pharmaceuticals, Inc.",CYCC,"$32,517,625",,time-not-supplied,Mar/2025,N/A,($36.32),2025-05-27 05:20:37
EuroDry Ltd.,EDRY,"$25,242,404",($1.84),time-not-supplied,Mar/2025,1,($1.18),2025-05-27 05:20:37
BioLineRx Ltd.,BLRX,"$14,139,811",($0.84),time-pre-market,Mar/2025,1,($0.40),2025-05-27 05:20:37
"Synlogic, Inc.",SYBX,"$13,025,957",($0.15),time-not-supplied,Mar/2025,1,($2.60),2025-05-27 05:20:37
Evaxion A/S,EVAX,"$11,811,990",($0.65),time-pre-market,Mar/2025,1,$0.15,2025-05-27 05:20:37
Brand Engagement Network Inc.,BNAI,"$10,911,038",,time-not-supplied,Mar/2025,N/A,($0.27),2025-05-27 05:20:37
Foresight Autonomous Holdings Ltd.,FRSX,"$10,817,193",,time-not-supplied,Mar/2025,1,($0.09),2025-05-27 05:20:37
"urban-gro, Inc.",UGRO,"$4,926,264",,time-not-supplied,Mar/2025,1,($0.12),2025-05-27 05:20:37
