Company Name,Symbol,Market Cap,EPS Forecast,Time,Fiscal Quarter Ending,No. of ESTs,Last Year's EPS,Scraped At
GameStop Corporation,GME,"$13,224,744,158",$0.08,time-after-hours,Apr/2025,1,($0.12),2025-06-10 05:20:50
"Core & Main, Inc.",CNM,"$11,809,888,402",$0.52,time-pre-market,Apr/2025,3,$0.49,2025-06-10 05:20:50
The J.M. Smucker Company ,SJM,"$11,799,474,936",$2.25,time-pre-market,Apr/2025,9,$2.66,2025-06-10 05:20:50
GitLab Inc.,GTLB,"$7,998,280,000",($0.08),time-after-hours,Apr/2025,3,($0.24),2025-06-10 05:20:50
Comp En De Mn Cemig ADS,CIG,"$5,265,678,687",,time-not-supplied,Mar/2025,N/A,$0.08,2025-06-10 05:20:50
"Academy Sports and Outdoors, Inc.",ASO,"$2,912,025,435",$0.84,time-pre-market,Apr/2025,7,$1.02,2025-06-10 05:20:50
"United Natural Foods, Inc.",UNFI,"$1,686,202,763",$0.24,time-pre-market,Apr/2025,3,$0.10,2025-06-10 05:20:50
"Dave & Buster's Entertainment, Inc.",PLAY,"$823,362,410",$0.96,time-after-hours,Apr/2025,5,$1.12,2025-06-10 05:20:50
China Yuchai International Limited,CYD,"$672,703,513",,time-not-supplied,Mar/2025,3,N/A,2025-06-10 05:20:50
"Stitch Fix, Inc.",SFIX,"$597,617,375",($0.12),time-after-hours,Apr/2025,3,($0.15),2025-06-10 05:20:50
Designer Brands Inc.,DBI,"$183,265,283",$0,time-pre-market,Apr/2025,2,$0.08,2025-06-10 05:20:50
Smith-Midland Corporation,SMID,"$161,100,884",,time-not-supplied,Mar/2025,3,$0.21,2025-06-10 05:20:50
Friedman Industries Inc.,FRD,"$117,523,237",,time-not-supplied,Mar/2025,3,$0.71,2025-06-10 05:20:50
Heidmar Maritime Holdings Corp.,HMR,"$100,622,580",,time-after-hours,Mar/2025,3,N/A,2025-06-10 05:20:50
"PetMed Express, Inc.",PETS,"$81,799,570",($0.06),time-after-hours,Mar/2025,1,($0.25),2025-06-10 05:20:50
"OFS Credit Company, Inc.",OCCI,"$70,279,886",$0.21,time-not-supplied,Apr/2025,1,$0.53,2025-06-10 05:20:50
"VistaGen Therapeutics, Inc.",VTGN,"$68,114,521",($0.53),time-not-supplied,Mar/2025,3,($0.25),2025-06-10 05:20:50
"MIND Technology, Inc.",MIND,"$55,467,170",,time-after-hours,Apr/2025,3,N/A,2025-06-10 05:20:50
American Resources Corporation,AREC,"$53,889,930",($0.05),time-not-supplied,Mar/2025,1,($0.03),2025-06-10 05:20:50
Beamr Imaging Ltd.,BMR,"$48,108,261",,time-not-supplied,Mar/2025,3,N/A,2025-06-10 05:20:50
Laser Photonics Corporation,LASE,"$31,122,889",,time-not-supplied,Mar/2025,3,($0.06),2025-06-10 05:20:50
"Streamline Health Solutions, Inc.",STRM,"$22,479,525",,time-not-supplied,Apr/2025,3,($0.75),2025-06-10 05:20:50
17 Education & Technology Group Inc.,YQ,"$18,146,006",,time-after-hours,Mar/2025,3,($0.76),2025-06-10 05:20:50
"Synlogic, Inc.",SYBX,"$14,166,327",($0.15),time-not-supplied,Mar/2025,1,($2.60),2025-06-10 05:20:50
Foresight Autonomous Holdings Ltd.,FRSX,"$10,443,260",,time-not-supplied,Mar/2025,3,($0.09),2025-06-10 05:20:50
Yunji Inc.,YJ,"$8,865,972",,time-not-supplied,Mar/2025,3,$0.08,2025-06-10 05:20:50
"Cyclacel Pharmaceuticals, Inc.",CYCC,"$8,240,768",,time-not-supplied,Mar/2025,3,($36.32),2025-06-10 05:20:50
Brenmiller Energy Ltd,BNRG,"$5,586,215",,time-not-supplied,Mar/2025,3,N/A,2025-06-10 05:20:50
"urban-gro, Inc.",UGRO,"$4,951,657",,time-not-supplied,Mar/2025,3,($0.12),2025-06-10 05:20:50
