Company Name,Symbol,Market Cap,EPS Forecast,Time,Fiscal Quarter Ending,No. of ESTs,Last Year's EPS,Scraped At
"Cisco Systems, Inc.",CSCO,"$245,341,294,281",$0.75,time-after-hours,Apr/2025,7,$0.72,2025-05-14 05:20:36
Haleon plc,HLN,"$48,830,921,020",,time-not-supplied,Mar/2025,N/A,$0.12,2025-05-14 05:20:36
"CoreWeave, Inc.",CRWV,"$27,693,899,654",($0.18),time-after-hours,Mar/2025,1,N/A,2025-05-14 05:20:36
STERIS plc,STE,"$22,902,258,916",$2.58,time-after-hours,Mar/2025,3,$2.41,2025-05-14 05:20:36
Centrais Electricas Brasileiras S.A.- Eletrobras,EBR,"$16,888,877,289",,time-after-hours,Mar/2025,N/A,$0.03,2025-05-14 05:20:36
Centrais Electricas Brasileiras S.A.- Eletrobras,EBR.B,"$16,888,877,289",,time-after-hours,Mar/2025,1,$0.03,2025-05-14 05:20:36
"Dynatrace, Inc.",DT,"$15,111,189,666",$0.14,time-pre-market,Mar/2025,10,$0.11,2025-05-14 05:20:36
MakeMyTrip Limited,MMYT,"$11,387,737,273",$0.33,time-pre-market,Mar/2025,2,$0.29,2025-05-14 05:20:36
Stantec Inc,STN,"$10,662,982,693",$0.79,time-after-hours,Mar/2025,5,$0.67,2025-05-14 05:20:36
VinFast Auto Ltd.,VFS,"$8,770,547,535",($0.26),time-not-supplied,Mar/2025,1,($0.26),2025-05-14 05:20:36
Nextracker Inc.,NXT,"$7,372,691,793",$0.82,time-after-hours,Mar/2025,7,$0.85,2025-05-14 05:20:36
Global-E Online Ltd.,GLBE,"$7,015,564,997",($0.13),time-pre-market,Mar/2025,5,($0.19),2025-05-14 05:20:36
Terreno Realty Corporation,TRNO,"$6,135,381,317",$0.63,time-not-supplied,Mar/2025,3,$0.57,2025-05-14 05:20:36
Cellebrite DI Ltd.,CLBT,"$4,753,480,731",$0.06,time-pre-market,Mar/2025,2,$0.08,2025-05-14 05:20:36
Tower Semiconductor Ltd.,TSEM,"$4,430,032,536",$0.28,time-pre-market,Mar/2025,2,$0.40,2025-05-14 05:20:36
"Millrose Properties, Inc.",MRP,"$4,364,231,936",,time-pre-market,Mar/2025,1,N/A,2025-05-14 05:20:36
"Boot Barn Holdings, Inc.",BOOT,"$4,078,043,434",$1.24,time-after-hours,Mar/2025,7,$1.01,2025-05-14 05:20:36
Scholar Rock Holding Corporation,SRRK,"$3,073,207,727",($0.63),time-pre-market,Mar/2025,8,($0.59),2025-05-14 05:20:36
DXC Technology Company,DXC,"$3,036,184,368",$0.76,time-after-hours,Mar/2025,6,$0.97,2025-05-14 05:20:36
DLocal Limited,DLO,"$2,737,706,554",$0.12,time-after-hours,Mar/2025,3,$0.07,2025-05-14 05:20:36
"Hawkins, Inc.",HWKN,"$2,463,029,836",$0.74,time-after-hours,Mar/2025,2,$0.66,2025-05-14 05:20:36
"Belite Bio, Inc",BLTE,"$2,001,146,488",($0.36),time-after-hours,Mar/2025,2,($0.27),2025-05-14 05:20:36
Fidelis Insurance Holdings Limited,FIHL,"$1,926,972,364",($0.43),time-after-hours,Mar/2025,2,$0.74,2025-05-14 05:20:36
Star Bulk Carriers Corp.,SBLK,"$1,897,466,002",($0.27),time-after-hours,Mar/2025,1,$0.87,2025-05-14 05:20:36
New Fortress Energy Inc.,NFE,"$1,878,074,623",($0.04),time-after-hours,Mar/2025,2,$0.67,2025-05-14 05:20:36
Arcos Dorados Holdings Inc.,ARCO,"$1,670,558,042",$0.13,time-pre-market,Mar/2025,1,$0.14,2025-05-14 05:20:36
"Ibotta, Inc.",IBTA,"$1,543,984,251",$0.01,time-after-hours,Mar/2025,2,$0.54,2025-05-14 05:20:36
IREN Limited,IREN,"$1,421,989,053",$0.17,time-after-hours,Mar/2025,3,$0.08,2025-05-14 05:20:36
Karooooo Ltd.,KARO,"$1,359,909,000",$0.37,time-after-hours,Feb/2025,2,$0.36,2025-05-14 05:20:36
"ARS Pharmaceuticals, Inc.",SPRY,"$1,304,012,195",($0.35),time-pre-market,Mar/2025,4,($0.11),2025-05-14 05:20:36
Endava plc,DAVA,"$1,269,175,788",$0.23,time-pre-market,Mar/2025,4,($0.04),2025-05-14 05:20:36
SFL Corporation Ltd,SFL,"$1,248,722,051",,time-pre-market,Mar/2025,1,$0.37,2025-05-14 05:20:36
TMC the metals company Inc.,TMC,"$1,092,439,730",($0.03),time-after-hours,Mar/2025,1,($0.08),2025-05-14 05:20:36
Capital Southwest Corporation,CSWC,"$1,052,102,272",$0.62,time-after-hours,Mar/2025,2,$0.66,2025-05-14 05:20:36
Smith Douglas Homes Corp.,SDHC,"$1,014,145,863",$0.30,time-pre-market,Mar/2025,3,$0.33,2025-05-14 05:20:36
Navigator Holdings Ltd.,NVGS,"$945,889,942",$0.30,time-after-hours,Mar/2025,1,$0.31,2025-05-14 05:20:36
Pharvaris N.V.,PHVS,"$916,029,717",($0.80),time-not-supplied,Mar/2025,5,($0.56),2025-05-14 05:20:36
Kornit Digital Ltd.,KRNT,"$874,820,808",($0.13),time-pre-market,Mar/2025,2,($0.23),2025-05-14 05:20:36
Sigma Lithium Corporation,SGML,"$827,912,256",$0.01,time-after-hours,Mar/2025,2,($0.06),2025-05-14 05:20:36
Riskified Ltd.,RSKD,"$782,552,893",($0.07),time-pre-market,Mar/2025,4,($0.05),2025-05-14 05:20:36
Okeanis Eco Tankers Corp.,ECO,"$781,672,942",$0.24,time-after-hours,Mar/2025,1,$1.23,2025-05-14 05:20:36
Nexxen International Ltd.,NEXN,"$774,295,133",($0.01),time-pre-market,Mar/2025,1,($0.02),2025-05-14 05:20:36
LuxExperience B.V.,LUXE,"$723,908,017",($0.11),time-pre-market,Mar/2025,1,($0.04),2025-05-14 05:20:36
"USA Rare Earth, Inc.",USAR,"$719,542,248",,time-after-hours,Mar/2025,1,N/A,2025-05-14 05:20:36
"Aeva Technologies, Inc.",AEVA,"$712,919,355",($0.59),time-after-hours,Mar/2025,3,($0.66),2025-05-14 05:20:36
"Crescent Capital BDC, Inc.",CCAP,"$608,179,986",$0.52,time-after-hours,Mar/2025,3,$0.63,2025-05-14 05:20:36
Bitfarms Ltd.,BITF,"$603,472,374",($0.04),time-pre-market,Mar/2025,3,($0.02),2025-05-14 05:20:36
Jack In The Box Inc.,JACK,"$543,118,925",$1.13,time-after-hours,Mar/2025,8,$1.46,2025-05-14 05:20:36
Compass Diversified ,CODI,"$528,156,481",$0.48,time-not-supplied,Mar/2025,2,$0.40,2025-05-14 05:20:36
North American Construction Group Ltd.,NOA,"$451,080,241",$0.47,time-after-hours,Mar/2025,3,$0.50,2025-05-14 05:20:36
Cango Inc.,CANG,"$450,440,415",,time-after-hours,Mar/2025,1,$0.11,2025-05-14 05:20:36
"Neuropace, Inc.",NPCE,"$435,328,938",($0.26),time-not-supplied,Mar/2025,2,($0.32),2025-05-14 05:20:36
Celcuity Inc.,CELC,"$403,935,510",($0.95),time-after-hours,Mar/2025,3,($0.64),2025-05-14 05:20:36
