Company Name,Symbol,Market Cap,EPS Forecast,Time,Fiscal Quarter Ending,No. of ESTs,Last Year's EPS,Scraped At
Woodside Energy Group Limited,WDS,"$31,538,233,696",,time-not-supplied,Mar/2025,3,N/A,2025-06-23 05:23:42
FactSet Research Systems Inc.,FDS,"$16,129,017,107",$4.31,time-pre-market,May/2025,8,$4.37,2025-06-23 05:23:42
Commercial Metals Company,CMC,"$5,541,548,296",$0.80,time-pre-market,May/2025,3,$1.02,2025-06-23 05:23:42
KB Home,KBH,"$3,631,150,479",$1.45,time-after-hours,May/2025,5,$2.15,2025-06-23 05:23:42
Lufax Holding Ltd,LU,"$2,478,590,400",,time-not-supplied,Mar/2025,N/A,($0.21),2025-06-23 05:23:42
"PACS Group, Inc.",PACS,"$2,026,916,449",$0.42,time-not-supplied,Mar/2025,1,$0.38,2025-06-23 05:23:42
Diversified Energy Company plc,DEC,"$901,722,805",($0.93),time-not-supplied,Mar/2025,3,N/A,2025-06-23 05:23:42
"Ennis, Inc.",EBF,"$481,984,589",,time-not-supplied,May/2025,3,$0.41,2025-06-23 05:23:42
Lifezone Metals Limited,LZM,"$335,504,974",($0.12),time-not-supplied,Mar/2025,1,($0.05),2025-06-23 05:23:42
Smart Share Global Limited,EM,"$286,533,259",,time-not-supplied,Mar/2025,3,N/A,2025-06-23 05:23:42
Lavoro Limited,LVRO,"$274,029,573",($0.67),time-not-supplied,Mar/2025,1,($0.52),2025-06-23 05:23:42
"K Wave Media, Ltd.",KWM,"$270,964,980",,time-not-supplied,Mar/2025,3,($0.03),2025-06-23 05:23:42
Ambipar Emergency Response,AMBI,"$263,286,249",,time-not-supplied,Mar/2025,3,$0.09,2025-06-23 05:23:42
Allied Gaming & Entertainment Inc.,AGAE,"$100,750,037",,time-not-supplied,Mar/2025,3,($0.04),2025-06-23 05:23:42
NeuroSense Therapeutics Ltd.,NRSN,"$58,772,239",,time-not-supplied,Mar/2025,3,($0.35),2025-06-23 05:23:42
"Exicure, Inc.",XCUR,"$48,141,415",,time-not-supplied,Mar/2025,3,($0.50),2025-06-23 05:23:42
"Jerash Holdings (US), Inc.",JRSH,"$40,204,127",,time-pre-market,Mar/2025,3,($0.25),2025-06-23 05:23:42
"FlexShopper, Inc.",FPAY,"$26,397,631",$0.07,time-not-supplied,Mar/2025,1,($0.03),2025-06-23 05:23:42
"IGC Pharma, Inc.",IGC,"$23,825,864",($0.02),time-not-supplied,Mar/2025,1,($0.04),2025-06-23 05:23:42
UTStarcom Holdings Corp,UTSI,"$21,308,074",,time-not-supplied,Mar/2025,3,N/A,2025-06-23 05:23:42
Inspira Technologies Oxy B.H.N. Ltd.,IINN,"$18,113,891",,time-not-supplied,Mar/2025,3,N/A,2025-06-23 05:23:42
"Cheer Holding, Inc. ",CHR,"$17,717,929",,time-not-supplied,Mar/2025,3,N/A,2025-06-23 05:23:42
"Greenwave Technology Solutions, Inc.",GWAV,"$11,433,902",,time-not-supplied,Mar/2025,3,($58.21),2025-06-23 05:23:42
XTL Biopharmaceuticals Ltd.,XTLB,"$10,757,306",,time-not-supplied,Mar/2025,3,$0.10,2025-06-23 05:23:42
Northann Corp.,NCL,"$6,611,711",,time-not-supplied,Mar/2025,3,N/A,2025-06-23 05:23:42
Baosheng Media Group Holdings Limited,BAOS,"$4,327,253",,time-not-supplied,Mar/2025,3,N/A,2025-06-23 05:23:42
