Company Name,Symbol,Market Cap,EPS Forecast,Time,Fiscal Quarter Ending,No. of ESTs,Last Year's EPS,Scraped At
Microsoft Corporation,MSFT,"$2,907,876,491,043",$3.20,time-after-hours,Mar/2025,15,$2.94,2025-04-30 05:20:21
"Meta Platforms, Inc.",META,"$1,392,853,844,341",$5.22,time-after-hours,Mar/2025,16,$4.71,2025-04-30 05:20:21
UBS AG,UBS,"$193,886,907,997",$0.41,time-pre-market,Mar/2025,2,$0.52,2025-04-30 05:20:21
QUALCOMM Incorporated,QCOM,"$163,267,720,000",$2.27,time-after-hours,Mar/2025,7,$1.93,2025-04-30 05:20:21
"Caterpillar, Inc.",CAT,"$146,753,807,289",$4.30,time-pre-market,Mar/2025,11,$5.60,2025-04-30 05:20:21
TotalEnergies SE,TTE,"$131,782,769,010",$1.88,time-pre-market,Mar/2025,3,$2.14,2025-04-30 05:20:21
"Automatic Data Processing, Inc.",ADP,"$119,445,088,058",$2.96,time-pre-market,Mar/2025,8,$2.88,2025-04-30 05:20:21
"Banco Santander, S.A.",SAN,"$118,064,421,449",$0.22,time-pre-market,Mar/2025,2,$0.18,2025-04-30 05:20:21
KLA Corporation ,KLAC,"$92,186,193,435",$8.06,time-after-hours,Mar/2025,10,$5.26,2025-04-30 05:20:21
"Equinix, Inc.",EQIX,"$82,214,397,983",$8,time-after-hours,Mar/2025,6,$8.86,2025-04-30 05:20:21
Trane Technologies plc,TT,"$78,797,901,472",$2.19,time-pre-market,Mar/2025,7,$1.94,2025-04-30 05:20:21
GSK plc,GSK,"$76,470,214,613",$1.08,time-pre-market,Mar/2025,5,$1.09,2025-04-30 05:20:21
Illinois Tool Works Inc.,ITW,"$70,475,220,000",$2.34,time-pre-market,Mar/2025,7,$2.44,2025-04-30 05:20:21
Canadian Pacific Kansas City Limited,CP,"$67,035,709,698",$0.74,time-after-hours,Mar/2025,10,$0.69,2025-04-30 05:20:21
Itau Unibanco Banco Holding SA,ITUB,"$66,972,041,863",$0.16,time-pre-market,Mar/2025,3,$0.18,2025-04-30 05:20:21
Aflac Incorporated,AFL,"$59,299,363,691",$1.68,time-after-hours,Mar/2025,7,$1.66,2025-04-30 05:20:21
