Company Name,Symbol,Market Cap,EPS Forecast,Time,Fiscal Quarter Ending,No. of ESTs,Last Year's EPS,Scraped At
Walmart Inc.,WMT,"$833,704,821,392",$0.64,time-pre-market,Jan/2025,15,$0.60,2025-02-20 05:18:16
Alibaba Group Holding Limited,BABA,"$302,252,518,418",$2.84,time-pre-market,Dec/2024,2,$2.40,2025-02-20 05:18:16
Booking Holdings Inc.,BKNG,"$170,179,326,640",$35.75,time-after-hours,Dec/2024,11,$32,2025-02-20 05:18:16
"MercadoLibre, Inc.",MELI,"$106,401,115,781",$7.26,time-after-hours,Dec/2024,3,$3.25,2025-02-20 05:18:16
Southern Company (The),SO,"$94,108,314,220",$0.51,time-pre-market,Dec/2024,6,$0.64,2025-02-20 05:18:16
"NetEase, Inc.",NTES,"$67,188,847,987",$1.59,time-pre-market,Dec/2024,2,$1.42,2025-02-20 05:18:16
Nu Holdings Ltd.,NU,"$64,530,789,065",$0.12,time-after-hours,Dec/2024,3,$0.08,2025-02-20 05:18:16
"Copart, Inc.",CPRT,"$57,416,657,475",$0.38,time-after-hours,Jan/2025,3,$0.33,2025-02-20 05:18:16
Newmont Corporation,NEM,"$54,087,782,257",$0.95,time-after-hours,Dec/2024,5,$0.50,2025-02-20 05:18:16
"Block, Inc.",XYZ,"$52,175,942,520",$0.37,time-after-hours,Dec/2024,9,$0.03,2025-02-20 05:18:16
"Cheniere Energy, Inc.",LNG,"$48,384,326,482",$2.69,time-pre-market,Dec/2024,7,$5.76,2025-02-20 05:18:16
"Targa Resources, Inc.",TRGP,"$45,673,379,758",$1.88,time-pre-market,Dec/2024,5,$1.23,2025-02-20 05:18:16
"Quanta Services, Inc.",PWR,"$42,451,618,606",$2.45,time-pre-market,Dec/2024,8,$1.88,2025-02-20 05:18:16
"Live Nation Entertainment, Inc.",LYV,"$35,935,820,922",($1.19),time-after-hours,Dec/2024,9,($1.22),2025-02-20 05:18:16
Consolidated Edison Inc,ED,"$33,172,431,314",$0.97,time-after-hours,Dec/2024,6,$1,2025-02-20 05:18:16
VICI Properties Inc.,VICI,"$32,004,727,042",$0.57,time-after-hours,Dec/2024,10,$0.55,2025-02-20 05:18:16
Cenovus Energy Inc,CVE,"$28,246,904,160",$0.18,time-pre-market,Dec/2024,3,$0.29,2025-02-20 05:18:16
"CenterPoint Energy, Inc.",CNP,"$22,034,899,201",$0.40,time-pre-market,Dec/2024,4,$0.32,2025-02-20 05:18:16
Teck Resources Ltd,TECK,"$22,020,497,986",$0.22,time-pre-market,Dec/2024,16,$1.02,2025-02-20 05:18:16
Cameco Corporation,CCJ,"$20,853,853,010",$0.23,time-pre-market,Dec/2024,3,$0.15,2025-02-20 05:18:16
Insulet Corporation,PODD,"$19,690,339,790",$1.05,time-after-hours,Dec/2024,10,$1.40,2025-02-20 05:18:16
