Company Name,Symbol,Market Cap,EPS Forecast,Time,Fiscal Quarter Ending,No. of ESTs,Last Year's EPS,Scraped At
HDFC Bank Limited,HDB,"$175,387,344,150",$0.74,time-not-supplied,Mar/2025,1,$0.84,2025-04-18 05:19:48
Park National Corporation,PRK,"$2,321,076,174",$2.20,time-not-supplied,Mar/2025,2,$2.15,2025-04-18 05:19:48
"MetroCity Bankshares, Inc.",MCBS,"$677,492,196",,time-not-supplied,Mar/2025,1,$0.57,2025-04-18 05:19:48
Sify Technologies Limited,SIFY,"$296,109,806",$0,time-after-hours,Mar/2025,1,N/A,2025-04-18 05:19:48
"Parke Bancorp, Inc.",PKBK,"$203,100,521",,time-not-supplied,Mar/2025,1,$0.51,2025-04-18 05:19:48
Oak Valley Bancorp (CA),OVLY,"$193,803,723",,time-not-supplied,Mar/2025,1,$0.69,2025-04-18 05:19:48
C&F Financial Corporation,CFFI,"$187,393,907",,time-not-supplied,Mar/2025,1,$1.01,2025-04-18 05:19:48
"BCB Bancorp, Inc. (NJ)",BCBP,"$161,500,320",$0.23,time-not-supplied,Mar/2025,2,$0.32,2025-04-18 05:19:48
Ames National Corporation,ATLO,"$148,978,957",,time-not-supplied,Mar/2025,1,$0.26,2025-04-18 05:19:48
Bright Scholar Education Holdings Limited,BEDU,"$46,075,616",,time-not-supplied,Feb/2025,1,$0.03,2025-04-18 05:19:48
reAlpha Tech Corp.,AIRE,"$29,606,288",($0.04),time-not-supplied,Mar/2025,1,($0.03),2025-04-18 05:19:48
