Company Name,Symbol,Market Cap,EPS Forecast,Time,Fiscal Quarter Ending,No. of ESTs,Last Year's EPS,Scraped At
Alphabet Inc.,GOOG,"$1,876,041,000,000",$2.02,time-after-hours,Mar/2025,17,$1.89,2025-04-24 05:20:16
Alphabet Inc.,GOOGL,"$1,846,419,300,000",$2.02,time-after-hours,Mar/2025,17,$1.89,2025-04-24 05:20:16
Procter & Gamble Company (The),PG,"$393,653,722,534",$1.54,time-pre-market,Mar/2025,12,$1.52,2025-04-24 05:20:16
"T-Mobile US, Inc.",TMUS,"$294,912,721,102",$2.45,time-after-hours,Mar/2025,8,$2,2025-04-24 05:20:16
"Merck & Company, Inc.",MRK,"$199,481,081,873",$2.16,time-pre-market,Mar/2025,7,$2.07,2025-04-24 05:20:16
"Pepsico, Inc.",PEP,"$196,755,366,759",$1.50,time-pre-market,Mar/2025,8,$1.61,2025-04-24 05:20:16
"Gilead Sciences, Inc.",GILD,"$131,396,463,002",$1.75,time-after-hours,Mar/2025,7,($1.32),2025-04-24 05:20:16
Union Pacific Corporation,UNP,"$131,069,715,388",$2.73,time-pre-market,Mar/2025,9,$2.69,2025-04-24 05:20:16
Sanofi,SNY,"$130,985,826,168",$0.90,time-pre-market,Mar/2025,7,$0.96,2025-04-24 05:20:16
Comcast Corporation,CMCSA,"$129,310,972,954",$0.98,time-pre-market,Mar/2025,7,$1.04,2025-04-24 05:20:16
"Fiserv, Inc.",FI,"$120,278,607,810",$2.07,time-pre-market,Mar/2025,13,$1.88,2025-04-24 05:20:16
Bristol-Myers Squibb Company,BMY,"$101,100,324,986",$1.54,time-pre-market,Mar/2025,10,($4.40),2025-04-24 05:20:16
Intel Corporation,INTC,"$84,478,300,000",($0.14),time-after-hours,Mar/2025,14,($0.06),2025-04-24 05:20:16
"Republic Services, Inc.",RSG,"$75,750,961,049",$1.52,time-after-hours,Mar/2025,11,$1.45,2025-04-24 05:20:16
Southern Copper Corporation,SCCO,"$70,947,858,665",$1.13,time-not-supplied,Mar/2025,2,$0.94,2025-04-24 05:20:16
Equinor ASA,EQNR,"$68,435,598,267",$0.83,time-not-supplied,Mar/2025,2,$0.96,2025-04-24 05:20:16
Agnico Eagle Mines Limited,AEM,"$60,930,748,209",$1.21,time-after-hours,Mar/2025,5,$0.76,2025-04-24 05:20:16
Barclays PLC,BCS,"$53,160,249,249",$0.61,time-not-supplied,Mar/2025,2,$0.52,2025-04-24 05:20:16
Carrier Global Corporation,CARR,"$51,640,173,972",$0.57,time-not-supplied,Mar/2025,6,$0.62,2025-04-24 05:20:16
PG&E Corp,PCG,"$51,198,524,253",$0.36,time-pre-market,Mar/2025,4,$0.37,2025-04-24 05:20:16
"Digital Realty Trust, Inc.",DLR,"$50,122,961,638",$1.73,time-after-hours,Mar/2025,6,$1.67,2025-04-24 05:20:16
"Freeport-McMoran, Inc.",FCX,"$48,946,706,584",$0.24,time-pre-market,Mar/2025,6,$0.32,2025-04-24 05:20:16
Keurig Dr Pepper Inc.,KDP,"$48,137,521,116",$0.38,time-pre-market,Mar/2025,8,$0.38,2025-04-24 05:20:16
Deutsche Bank AG,DB,"$47,324,909,619",,time-not-supplied,Mar/2025,N/A,$0.75,2025-04-24 05:20:16
"AMERIPRISE FINANCIAL SERVICES, LLC",AMP,"$44,949,816,057",$9.12,time-pre-market,Mar/2025,7,$8.39,2025-04-24 05:20:16
"Nasdaq, Inc.",NDAQ,"$41,807,313,529",$0.77,time-pre-market,Mar/2025,11,$0.63,2025-04-24 05:20:16
Xcel Energy Inc.,XEL,"$41,017,316,825",$0.93,time-pre-market,Mar/2025,5,$0.88,2025-04-24 05:20:16
"L3Harris Technologies, Inc.",LHX,"$40,502,540,492",$2.41,time-pre-market,Mar/2025,9,$3.06,2025-04-24 05:20:16
"CBRE Group, Inc.",CBRE,"$35,461,429,998",$0.81,time-pre-market,Mar/2025,6,$0.78,2025-04-24 05:20:16
Valero Energy Corporation,VLO,"$35,422,371,787",$0.42,time-pre-market,Mar/2025,6,$3.82,2025-04-24 05:20:16
"The Hartford Insurance Group, Inc.",HIG,"$33,886,850,599",$2.13,time-after-hours,Mar/2025,10,$2.34,2025-04-24 05:20:16
Willis Towers Watson Public Limited Company,WTW,"$32,368,206,031",$3.20,time-pre-market,Mar/2025,10,$3.29,2025-04-24 05:20:16
Nokia Corporation,NOK,"$29,598,889,822",$0.05,time-pre-market,Mar/2025,5,$0.10,2025-04-24 05:20:16
Tractor Supply Company,TSCO,"$26,726,249,228",$0.37,time-pre-market,Mar/2025,13,$0.37,2025-04-24 05:20:16
"CenterPoint Energy, Inc.",CNP,"$24,283,431,631",$0.55,time-pre-market,Mar/2025,4,$0.55,2025-04-24 05:20:16
"First Citizens BancShares, Inc.",FCNCA,"$23,550,143,973",$37.72,time-pre-market,Mar/2025,7,$52.92,2025-04-24 05:20:16
"VeriSign, Inc.",VRSN,"$23,468,368,000",,time-after-hours,Mar/2025,9,$1.92,2025-04-24 05:20:16
Dover Corporation,DOV,"$22,444,587,896",$1.99,time-pre-market,Mar/2025,7,$1.95,2025-04-24 05:20:16
KB Financial Group Inc,KB,"$22,166,980,316",$2.94,time-after-hours,Mar/2025,1,$2.07,2025-04-24 05:20:16
CMS Energy Corporation,CMS,"$22,021,164,821",$1.05,time-pre-market,Mar/2025,5,$0.97,2025-04-24 05:20:16
Dow Inc.,DOW,"$20,411,125,999",($0.02),time-pre-market,Mar/2025,7,$0.56,2025-04-24 05:20:16
STMicroelectronics N.V.,STM,"$18,735,939,011",$0.05,time-pre-market,Mar/2025,4,$0.54,2025-04-24 05:20:16
Erie Indemnity Company,ERIE,"$18,721,459,533",$3.19,time-after-hours,Mar/2025,1,$2.38,2025-04-24 05:20:16
"SS&C Technologies Holdings, Inc.",SSNC,"$18,607,245,352",$1.29,time-after-hours,Mar/2025,4,$1.14,2025-04-24 05:20:16
Weyerhaeuser Company,WY,"$18,328,100,280",$0.12,time-after-hours,Mar/2025,6,$0.16,2025-04-24 05:20:16
"ASE Technology Holding Co., Ltd.",ASX,"$18,019,260,995",,time-not-supplied,Mar/2025,N/A,$0.08,2025-04-24 05:20:16
Teck Resources Ltd,TECK,"$17,031,672,000",$0.25,time-pre-market,Mar/2025,14,$0.56,2025-04-24 05:20:16
Principal Financial Group Inc,PFG,"$16,432,871,318",$1.85,time-after-hours,Mar/2025,7,$1.65,2025-04-24 05:20:16
"West Pharmaceutical Services, Inc.",WST,"$15,554,709,180",$1.22,time-pre-market,Mar/2025,5,$1.56,2025-04-24 05:20:16
"PT Telekomunikasi Indonesia, Tbk",TLK,"$15,374,456,016",,time-not-supplied,Mar/2025,N/A,$0.37,2025-04-24 05:20:16
TransUnion,TRU,"$14,741,756,000",$0.86,time-pre-market,Mar/2025,12,$0.83,2025-04-24 05:20:16
Southwest Airlines Company,LUV,"$14,668,361,829",($0.18),time-pre-market,Mar/2025,8,($0.36),2025-04-24 05:20:16
POSCO HOLDINGS INC.,PKX,"$13,612,191,536",,time-not-supplied,Mar/2025,N/A,$1.22,2025-04-24 05:20:16
"Gaming and Leisure Properties, Inc.",GLPI,"$13,546,494,221",$0.94,time-after-hours,Mar/2025,6,$0.92,2025-04-24 05:20:16
"Healthpeak Properties, Inc.",DOC,"$13,158,810,822",$0.46,time-after-hours,Mar/2025,7,$0.45,2025-04-24 05:20:16
"Comfort Systems USA, Inc.",FIX,"$12,099,773,590",$3.65,time-after-hours,Mar/2025,2,$2.69,2025-04-24 05:20:16
