Company Name,Symbol,Market Cap,EPS Forecast,Time,Fiscal Quarter Ending,No. of ESTs,Last Year's EPS,Scraped At
"Qifu Technology, Inc",QFIN,"$6,205,521,366",$1.68,time-pre-market,Dec/2024,1,$0.96,2025-03-17 05:19:32
Science Applications International Corporation,SAIC,"$5,096,386,858",$2,time-pre-market,Jan/2025,6,$1.43,2025-03-17 05:19:32
BBB Foods Inc.,TBBB,"$2,751,162,439",$0.02,time-not-supplied,Dec/2024,1,N/A,2025-03-17 05:19:32
FinVolution Group,FINV,"$2,201,815,600",,time-after-hours,Dec/2024,1,$0.29,2025-03-17 05:19:32
"Belite Bio, Inc",BLTE,"$2,025,449,116",($0.30),time-after-hours,Dec/2024,2,($0.25),2025-03-17 05:19:32
"Getty Images Holdings, Inc.",GETY,"$822,149,676",$0.04,time-after-hours,Dec/2024,2,$0.09,2025-03-17 05:19:32
"Altus Power, Inc.",AMPS,"$792,726,632",($0.04),time-after-hours,Dec/2024,5,($0.04),2025-03-17 05:19:32
"Harrow, Inc.",HROW,"$792,071,328",($0.01),time-after-hours,Dec/2024,2,($0.27),2025-03-17 05:19:32
Eastman Kodak Company,KODK,"$537,876,000",,time-after-hours,Dec/2024,1,$0.02,2025-03-17 05:19:32
Qudian Inc.,QD,"$513,284,436",,time-not-supplied,Dec/2024,1,($0.08),2025-03-17 05:19:32
Open Lending Corporation,LPRO,"$508,431,004",$0.02,time-after-hours,Dec/2024,3,($0.04),2025-03-17 05:19:32
Consolidated Water Co. Ltd.,CWCO,"$449,394,377",$0.28,time-after-hours,Dec/2024,1,N/A,2025-03-17 05:19:32
"Sonida Senior Living, Inc.",SNDA,"$435,368,100",($0.71),time-pre-market,Dec/2024,1,($2.17),2025-03-17 05:19:32
Hallador Energy Company,HNRG,"$427,875,764",($0.18),time-after-hours,Dec/2024,1,($0.27),2025-03-17 05:19:32
"Red Cat Holdings, Inc.",RCAT,"$394,391,047",,time-not-supplied,Jan/2025,N/A,($0.08),2025-03-17 05:19:32
Greenfire Resources Ltd.,GFR,"$336,227,366",,time-after-hours,Dec/2024,1,($0.05),2025-03-17 05:19:32
"Natural Gas Services Group, Inc.",NGS,"$276,798,504",$0.27,time-after-hours,Dec/2024,1,$0.13,2025-03-17 05:19:32
Quanterix Corporation,QTRX,"$273,907,958",($0.27),time-after-hours,Dec/2024,1,($0.33),2025-03-17 05:19:32
"Olema Pharmaceuticals, Inc.",OLMA,"$250,391,583",($0.63),time-not-supplied,Dec/2024,4,($0.49),2025-03-17 05:19:32
Neurogene Inc.,NGNE,"$249,559,380",($1.10),time-not-supplied,Dec/2024,1,N/A,2025-03-17 05:19:32
DiaMedica Therapeutics Inc.,DMAC,"$242,452,500",($0.17),time-after-hours,Dec/2024,2,($0.14),2025-03-17 05:19:32
Abeona Therapeutics Inc.,ABEO,"$229,527,038",($0.35),time-not-supplied,Dec/2024,4,($0.64),2025-03-17 05:19:32
"Inspired Entertainment, Inc.",INSE,"$213,423,765",$0.29,time-pre-market,Dec/2024,1,N/A,2025-03-17 05:19:32
Niu Technologies,NIU,"$199,325,384",,time-pre-market,Dec/2024,1,($0.23),2025-03-17 05:19:32
T1 Energy Inc.,TE,"$195,281,664",,time-pre-market,Dec/2024,1,($0.19),2025-03-17 05:19:32
"Sangamo Therapeutics, Inc.",SGMO,"$192,747,979",($0.09),time-after-hours,Dec/2024,4,($0.34),2025-03-17 05:19:32
High Tide Inc.,HITI,"$177,162,470",($0.01),time-after-hours,Jan/2025,2,N/A,2025-03-17 05:19:32
"Energy Vault Holdings, Inc.",NRGV,"$176,458,768",($0.14),time-after-hours,Dec/2024,2,($0.15),2025-03-17 05:19:32
"Protalix BioTherapeutics, Inc.",PLX,"$159,784,875",$0.07,time-pre-market,Dec/2024,2,($0.07),2025-03-17 05:19:32
"Bakkt Holdings, Inc.",BKKT,"$155,306,275",,time-after-hours,Dec/2024,1,($7.25),2025-03-17 05:19:32
"Townsquare Media, Inc.",TSQ,"$118,314,291",$0.60,time-pre-market,Dec/2024,2,$0.34,2025-03-17 05:19:32
U.S. Gold Corp.,USAU,"$109,059,577",($0.16),time-not-supplied,Jan/2025,1,($0.18),2025-03-17 05:19:32
"LanzaTech Global, Inc.",LNZA,"$98,614,133",($0.16),time-pre-market,Dec/2024,3,($0.09),2025-03-17 05:19:32
"Lexeo Therapeutics, Inc.",LXEO,"$98,205,863",($0.81),time-not-supplied,Dec/2024,4,($0.86),2025-03-17 05:19:32
"Adverum Biotechnologies, Inc.",ADVM,"$93,611,084",($1.31),time-not-supplied,Dec/2024,4,($2.30),2025-03-17 05:19:32
