Company Name,Symbol,Market Cap,EPS Forecast,Time,Fiscal Quarter Ending,No. of ESTs,Last Year's EPS,Scraped At
Philip Morris International Inc,PM,"$252,166,744,102",$1.61,time-pre-market,Mar/2025,5,$1.50,2025-04-23 05:20:26
International Business Machines Corporation,IBM,"$219,038,380,505",$1.42,time-after-hours,Mar/2025,8,$1.68,2025-04-23 05:20:26
AT&T Inc.,T,"$189,001,558,390",$0.52,time-pre-market,Mar/2025,7,$0.55,2025-04-23 05:20:26
Thermo Fisher Scientific Inc,TMO,"$159,147,629,627",$5.10,time-pre-market,Mar/2025,10,$5.11,2025-04-23 05:20:26
"ServiceNow, Inc.",NOW,"$155,733,940,000",$2.02,time-after-hours,Mar/2025,11,$1.82,2025-04-23 05:20:26
Boston Scientific Corporation,BSX,"$138,103,314,972",$0.67,time-pre-market,Mar/2025,10,$0.56,2025-04-23 05:20:26
"NextEra Energy, Inc.",NEE,"$133,048,459,790",$0.97,time-pre-market,Mar/2025,4,$0.91,2025-04-23 05:20:26
Texas Instruments Incorporated,TXN,"$132,553,583,907",$1.06,time-after-hours,Mar/2025,10,$1.20,2025-04-23 05:20:26
Boeing Company (The),BA,"$119,516,856,649",($1.54),time-pre-market,Mar/2025,8,($1.13),2025-04-23 05:20:26
CME Group Inc.,CME,"$93,811,819,033",$2.76,time-pre-market,Mar/2025,10,$2.50,2025-04-23 05:20:26
GE Vernova Inc.,GEV,"$86,379,008,062",$0.45,time-pre-market,Mar/2025,8,($0.41),2025-04-23 05:20:26
Lam Research Corporation,LRCX,"$80,087,672,180",$1,time-after-hours,Mar/2025,12,$0.78,2025-04-23 05:20:26
"O'Reilly Automotive, Inc.",ORLY,"$78,377,336,877",$9.83,time-after-hours,Mar/2025,13,$9.20,2025-04-23 05:20:26
Amphenol Corporation,APH,"$77,012,647,594",$0.52,time-pre-market,Mar/2025,4,$0.40,2025-04-23 05:20:26
General Dynamics Corporation,GD,"$73,854,430,178",$3.47,time-pre-market,Mar/2025,9,$2.88,2025-04-23 05:20:26
"Chipotle Mexican Grill, Inc.",CMG,"$63,063,830,610",$0.28,time-after-hours,Mar/2025,14,$0.27,2025-04-23 05:20:26
Newmont Corporation,NEM,"$62,213,999,951",$0.84,time-after-hours,Mar/2025,3,$0.55,2025-04-23 05:20:26
Lloyds Banking Group Plc,LYG,"$56,680,916,095",$0.08,time-not-supplied,Mar/2025,1,$0.09,2025-04-23 05:20:26
"Waste Connections, Inc.",WCN,"$50,206,341,004",$1.07,time-after-hours,Mar/2025,12,$1.04,2025-04-23 05:20:26
Norfolk Southern Corporation,NSC,"$49,575,487,984",$2.72,time-pre-market,Mar/2025,9,$2.49,2025-04-23 05:20:26
ENI S.p.A.,E,"$45,457,348,880",$0.91,time-not-supplied,Mar/2025,3,$1.04,2025-04-23 05:20:26
Discover Financial Services,DFS,"$41,592,678,565",$3.30,time-after-hours,Mar/2025,18,$1.10,2025-04-23 05:20:26
Edwards Lifesciences Corporation,EW,"$40,682,680,000",$0.60,time-after-hours,Mar/2025,11,$0.66,2025-04-23 05:20:26
VALE S.A.,VALE,"$38,931,262,537",$0.37,time-not-supplied,Mar/2025,3,$0.39,2025-04-23 05:20:26
Otis Worldwide Corporation,OTIS,"$38,482,126,539",$0.91,time-pre-market,Mar/2025,3,$0.88,2025-04-23 05:20:26
TE Connectivity plc,TEL,"$38,412,971,925",$1.96,time-pre-market,Mar/2025,7,$1.86,2025-04-23 05:20:26
"United Rentals, Inc.",URI,"$37,264,230,119",$8.84,time-after-hours,Mar/2025,9,$9.15,2025-04-23 05:20:26
"Old Dominion Freight Line, Inc.",ODFL,"$31,854,130,990",$1.14,time-pre-market,Mar/2025,10,$1.34,2025-04-23 05:20:26
ResMed Inc.,RMD,"$30,969,825,733",$2.36,time-after-hours,Mar/2025,7,$2.13,2025-04-23 05:20:26
Westinghouse Air Brake Technologies Corporation,WAB,"$28,541,891,438",$2.01,time-pre-market,Mar/2025,5,$1.89,2025-04-23 05:20:26
"Raymond James Financial, Inc.",RJF,"$26,810,428,849",$2.44,time-after-hours,Mar/2025,7,$2.31,2025-04-23 05:20:26
"Rollins, Inc.",ROL,"$26,501,631,951",$0.22,time-after-hours,Mar/2025,4,$0.20,2025-04-23 05:20:26
"Vertiv Holdings, LLC",VRT,"$25,729,006,008",$0.62,time-pre-market,Mar/2025,7,$0.43,2025-04-23 05:20:26
FirstEnergy Corp.,FE,"$24,105,952,365",$0.64,time-after-hours,Mar/2025,3,$0.55,2025-04-23 05:20:26
"Tyler Technologies, Inc.",TYL,"$23,895,456,314",$1.96,time-after-hours,Mar/2025,6,$1.74,2025-04-23 05:20:26
Las Vegas Sands Corp.,LVS,"$23,310,832,888",$0.60,time-after-hours,Mar/2025,6,$0.75,2025-04-23 05:20:26
Check Point Software Technologies Ltd.,CHKP,"$22,471,296,929",$1.86,time-pre-market,Mar/2025,11,$1.72,2025-04-23 05:20:26
Teledyne Technologies Incorporated,TDY,"$21,232,561,114",$4.92,time-pre-market,Mar/2025,5,$4.55,2025-04-23 05:20:26
"Watsco, Inc.",WSO.B,"$20,368,367,181",,time-pre-market,Mar/2025,8,$2.17,2025-04-23 05:20:26
Coca Cola Femsa S.A.B. de C.V.,KOF,"$20,252,022,986",$1.01,time-not-supplied,Mar/2025,1,$1.40,2025-04-23 05:20:26
"Watsco, Inc.",WSO,"$19,997,041,463",$2.29,time-pre-market,Mar/2025,6,$2.17,2025-04-23 05:20:26
"Lennox International, Inc.",LII,"$19,249,309,817",$3.25,time-pre-market,Mar/2025,15,$3.47,2025-04-23 05:20:26
United Microelectronics Corporation,UMC,"$16,840,080,983",$0.10,time-not-supplied,Mar/2025,1,$0.13,2025-04-23 05:20:26
Molina Healthcare Inc,MOH,"$16,765,995,000",$5.86,time-after-hours,Mar/2025,6,$5.73,2025-04-23 05:20:26
Carlisle Companies Incorporated,CSL,"$15,482,168,197",$3.53,time-after-hours,Mar/2025,4,$3.72,2025-04-23 05:20:26
"Reliance, Inc.",RS,"$14,400,459,676",$3.66,time-after-hours,Mar/2025,3,$5.30,2025-04-23 05:20:26
"Rogers Communication, Inc.",RCI,"$13,650,303,653",$0.71,time-pre-market,Mar/2025,6,$0.73,2025-04-23 05:20:26
Avery Dennison Corporation,AVY,"$13,352,460,957",$2.32,time-pre-market,Mar/2025,5,$2.29,2025-04-23 05:20:26
Graco Inc.,GGG,"$12,990,017,861",$0.68,time-after-hours,Mar/2025,6,$0.65,2025-04-23 05:20:26
Masco Corporation,MAS,"$12,729,608,755",$0.92,time-pre-market,Mar/2025,8,$0.93,2025-04-23 05:20:26
RenaissanceRe Holdings Ltd.,RNR,"$11,565,152,460",($0.32),time-after-hours,Mar/2025,6,$12.18,2025-04-23 05:20:26
"Penumbra, Inc.",PEN,"$10,423,956,437",$0.66,time-after-hours,Mar/2025,11,$0.41,2025-04-23 05:20:26
"CACI International, Inc.",CACI,"$9,388,714,101",$5.53,time-after-hours,Mar/2025,8,$5.74,2025-04-23 05:20:26
