Company Name,Symbol,Market Cap,EPS Forecast,Time,Fiscal Quarter Ending,No. of ESTs,Last Year's EPS,Scraped At
"Advanced Micro Devices, Inc.",AMD,"$160,103,222,646",$0.75,time-after-hours,Mar/2025,15,$0.43,2025-05-06 05:21:07
"Arista Networks, Inc.",ANET,"$114,787,378,688",$0.53,time-after-hours,Mar/2025,6,$0.45,2025-05-06 05:21:07
Ferrari N.V.,RACE,"$112,181,865,099",$2.36,time-pre-market,Mar/2025,3,$2.12,2025-05-06 05:21:07
Duke Energy Corporation,DUK,"$94,402,129,353",$1.59,time-pre-market,Mar/2025,4,$1.44,2025-05-06 05:21:07
Brookfield Asset Management,BAM,"$89,659,478,208",$0.41,time-pre-market,Mar/2025,5,$0.34,2025-05-06 05:21:07
Transdigm Group Incorporated,TDG,"$81,338,354,834",$8.22,time-pre-market,Mar/2025,6,$7.42,2025-05-06 05:21:07
Constellation Energy Corporation,CEG,"$77,354,612,766",$2.14,time-pre-market,Mar/2025,3,$1.82,2025-05-06 05:21:07
Zoetis Inc.,ZTS,"$70,500,359,412",$1.40,time-pre-market,Mar/2025,10,$1.38,2025-05-06 05:21:07
Marriott International,MAR,"$68,777,705,992",$2.27,time-pre-market,Mar/2025,8,$2.13,2025-05-06 05:21:07
"American Electric Power Company, Inc.",AEP,"$57,388,831,828",$1.39,time-pre-market,Mar/2025,5,$1.27,2025-05-06 05:21:07
Energy Transfer L.P.,ET,"$57,198,353,450",$0.33,time-after-hours,Mar/2025,4,$0.32,2025-05-06 05:21:07
MPLX LP,MPLX,"$53,037,582,340",$1.06,time-pre-market,Mar/2025,4,$0.98,2025-05-06 05:21:07
Suncor Energy  Inc.,SU,"$44,858,154,216",$0.86,time-after-hours,Mar/2025,3,$1.05,2025-05-06 05:21:07
Marathon Petroleum Corporation,MPC,"$44,245,109,161",($0.63),time-pre-market,Mar/2025,5,$2.78,2025-05-06 05:21:07
"Coupang, Inc.",CPNG,"$43,512,248,943",$0.05,time-after-hours,Mar/2025,2,$0.05,2025-05-06 05:21:07
"Fidelity National Information Services, Inc.",FIS,"$41,771,478,472",$1.20,time-pre-market,Mar/2025,10,$1.10,2025-05-06 05:21:07
Electronic Arts Inc.,EA,"$39,379,318,453",$0.61,time-after-hours,Mar/2025,11,$0.92,2025-05-06 05:21:07
"Datadog, Inc.",DDOG,"$35,990,221,680",$0.08,time-pre-market,Mar/2025,12,$0.16,2025-05-06 05:21:07
"WEC Energy Group, Inc.",WEC,"$34,514,235,600",$2.19,time-pre-market,Mar/2025,4,$1.97,2025-05-06 05:21:07
"Gartner, Inc.",IT,"$32,839,008,471",$2.72,time-pre-market,Mar/2025,4,$2.93,2025-05-06 05:21:07
"IQVIA Holdings, Inc.",IQV,"$27,027,828,000",$2.38,time-pre-market,Mar/2025,7,$2.30,2025-05-06 05:21:07
Koninklijke Philips N.V.,PHG,"$23,670,982,204",$0.14,time-pre-market,Mar/2025,1,$0.28,2025-05-06 05:21:07
"Corpay, Inc.",CPAY,"$23,205,657,065",$4.21,time-after-hours,Mar/2025,8,$3.84,2025-05-06 05:21:07
Archer-Daniels-Midland Company,ADM,"$22,953,983,347",$0.69,time-pre-market,Mar/2025,4,$1.46,2025-05-06 05:21:07
Waters Corporation,WAT,"$20,820,564,273",$2.22,time-pre-market,Mar/2025,8,$2.21,2025-05-06 05:21:07
Devon Energy Corporation,DVN,"$20,404,560,000",$1.27,time-after-hours,Mar/2025,7,$1.16,2025-05-06 05:21:07
"International Flavors & Fragrances, Inc.",IFF,"$20,216,755,402",$1.12,time-after-hours,Mar/2025,4,$1.13,2025-05-06 05:21:07
GlobalFoundries Inc.,GFS,"$20,126,026,757",$0.20,time-pre-market,Mar/2025,7,$0.24,2025-05-06 05:21:07
"Super Micro Computer, Inc.",SMCI,"$20,006,256,376",$0.21,time-after-hours,Mar/2025,1,$0.66,2025-05-06 05:21:07
Global Payments Inc.,GPN,"$19,524,536,266",$2.56,time-pre-market,Mar/2025,7,$2.48,2025-05-06 05:21:07
"Leidos Holdings, Inc.",LDOS,"$19,516,393,280",$2.47,time-pre-market,Mar/2025,7,$2.29,2025-05-06 05:21:07
Kinross Gold Corporation,KGC,"$17,293,437,000",$0.22,time-after-hours,Mar/2025,6,$0.10,2025-05-06 05:21:07
Ecopetrol S.A.,EC,"$16,755,053,090",$0.39,time-after-hours,Mar/2025,1,$0.50,2025-05-06 05:21:07
Gen Digital Inc.,GEN,"$15,980,694,498",$0.54,time-after-hours,Mar/2025,2,$0.48,2025-05-06 05:21:07
Telefonica Brasil S.A.,VIV,"$15,681,220,303",$0.12,time-not-supplied,Mar/2025,1,$0.11,2025-05-06 05:21:07
"Rivian Automotive, Inc.",RIVN,"$15,637,781,051",$1,time-after-hours,Mar/2025,6,($1.41),2025-05-06 05:21:07
"Expeditors International of Washington, Inc.",EXPD,"$15,541,024,794",$1.30,time-pre-market,Mar/2025,7,$1.17,2025-05-06 05:21:07
Jacobs Solutions Inc.,J,"$15,523,832,369",$1.41,time-pre-market,Mar/2025,3,$1.91,2025-05-06 05:21:07
Fresenius Medical Care AG,FMS,"$15,016,900,320",$0.43,time-not-supplied,Mar/2025,4,$0.36,2025-05-06 05:21:07
Ball Corporation,BALL,"$14,610,630,549",$0.69,time-pre-market,Mar/2025,6,$0.68,2025-05-06 05:21:07
"Jack Henry & Associates, Inc.",JKHY,"$12,695,129,405",$1.30,time-after-hours,Mar/2025,4,$1.19,2025-05-06 05:21:07
UL Solutions Inc.,ULS,"$11,980,443,406",$0.29,time-pre-market,Mar/2025,4,$0.28,2025-05-06 05:21:07
Dr. Reddy's Laboratories Ltd,RDY,"$11,681,400,220",$0.20,time-not-supplied,Mar/2025,1,$0.19,2025-05-06 05:21:07
"Astera Labs, Inc.",ALAB,"$11,556,677,949",$0.06,time-after-hours,Mar/2025,6,($1.76),2025-05-06 05:21:07
"American Financial Group, Inc.",AFG,"$10,891,639,327",$2.17,time-after-hours,Mar/2025,4,$2.76,2025-05-06 05:21:07
"Assurant, Inc.",AIZ,"$10,007,024,275",$2.84,time-after-hours,Mar/2025,4,$4.78,2025-05-06 05:21:07
"Tempus AI, Inc.",TEM,"$9,826,456,662",($0.47),time-after-hours,Mar/2025,1,N/A,2025-05-06 05:21:07
Mosaic Company (The),MOS,"$9,669,815,938",$0.39,time-after-hours,Mar/2025,7,$0.65,2025-05-06 05:21:07
Ovintiv Inc.,OVV,"$9,238,915,227",$1.20,time-after-hours,Mar/2025,4,$1.44,2025-05-06 05:21:07
Masimo Corporation,MASI,"$8,978,157,965",$1.24,time-after-hours,Mar/2025,5,$0.77,2025-05-06 05:21:07
"Klaviyo, Inc.",KVYO,"$8,966,367,945",($0.02),time-after-hours,Mar/2025,4,N/A,2025-05-06 05:21:07
Aramark,ARMK,"$8,915,475,971",$0.33,time-pre-market,Mar/2025,7,$0.29,2025-05-06 05:21:07
"Celsius Holdings, Inc.",CELH,"$8,881,525,839",$0.20,time-pre-market,Mar/2025,11,$0.27,2025-05-06 05:21:07
Sunoco LP,SUN,"$8,844,347,365",$1.69,time-pre-market,Mar/2025,3,$1.06,2025-05-06 05:21:07
TopBuild Corp.,BLD,"$8,803,642,986",$4.43,time-pre-market,Mar/2025,8,$4.81,2025-05-06 05:21:07
"Wynn Resorts, Limited",WYNN,"$8,777,049,176",$1.22,time-after-hours,Mar/2025,7,$1.59,2025-05-06 05:21:07
Embraer S.A.,ERJ,"$8,568,052,515",$0.28,time-pre-market,Mar/2025,2,($0.07),2025-05-06 05:21:07
Ingredion Incorporated,INGR,"$8,500,784,172",$2.44,time-pre-market,Mar/2025,1,$2.08,2025-05-06 05:21:07
UWM Holdings Corporation,UWMC,"$7,799,742,635",$0.06,time-pre-market,Mar/2025,4,N/A,2025-05-06 05:21:07
"Lucid Group, Inc.",LCID,"$7,669,694,623",($0.23),time-after-hours,Mar/2025,4,($0.30),2025-05-06 05:21:07
