Company Name,Symbol,Market Cap,EPS Forecast,Time,Fiscal Quarter Ending,No. of ESTs,Last Year's EPS,Scraped At
"ConAgra Brands, Inc.",CAG,"$12,696,724,289",$0.52,time-pre-market,Feb/2025,8,$0.69,2025-04-03 05:19:19
"Walgreens Boots Alliance, Inc.",WBA,"$9,643,952,703",$0.53,time-not-supplied,Feb/2025,6,$1.20,2025-04-03 05:19:19
Acuity Inc.,AYI,"$8,163,038,104",$3.36,time-pre-market,Feb/2025,4,$3.08,2025-04-03 05:19:19
"Lamb Weston Holdings, Inc.",LW,"$7,604,175,557",$0.87,time-pre-market,Feb/2025,6,$1.20,2025-04-03 05:19:19
"MSC Industrial Direct Company, Inc.",MSM,"$4,346,957,808",$0.68,time-pre-market,Feb/2025,9,$1.18,2025-04-03 05:19:19
Lindsay Corporation,LNN,"$1,386,560,593",$1.89,time-pre-market,Feb/2025,2,$1.64,2025-04-03 05:19:19
"Radius Recycling, Inc.",RDUS,"$813,690,598",($1.08),time-not-supplied,Feb/2025,1,($1.04),2025-04-03 05:19:19
"Guess?, Inc.",GES,"$574,772,914",$1.41,time-after-hours,Jan/2025,1,$2.01,2025-04-03 05:19:19
"Simulations Plus, Inc.",SLP,"$484,227,684",$0.25,time-after-hours,Feb/2025,2,$0.20,2025-04-03 05:19:19
"Lifecore Biomedical, Inc.",LFCR,"$260,288,077",($0.14),time-after-hours,Feb/2025,1,($0.05),2025-04-03 05:19:19
"Kirkland's, Inc.",KIRK,"$16,922,145",$0.50,time-not-supplied,Jan/2025,1,$0.78,2025-04-03 05:19:19
