Company Name,Symbol,Market Cap,EPS Forecast,Time,Fiscal Quarter Ending,No. of ESTs,Last Year's EPS,Scraped At
"Tesla, Inc. ",TSLA,"$776,370,717,221",$0.35,time-after-hours,Mar/2025,7,$0.35,2025-04-22 05:20:20
SAP SE,SAP,"$316,216,989,317",$1.38,time-after-hours,Mar/2025,5,$0.88,2025-04-22 05:20:20
Novartis AG,NVS,"$218,958,394,033",$2.12,time-not-supplied,Mar/2025,3,$1.80,2025-04-22 05:20:20
GE Aerospace,GE,"$195,113,480,904",$1.26,time-pre-market,Mar/2025,5,$0.82,2025-04-22 05:20:20
Verizon Communications Inc.,VZ,"$185,395,362,310",$1.15,time-pre-market,Mar/2025,8,$1.15,2025-04-22 05:20:20
"Intuitive Surgical, Inc.",ISRG,"$172,172,582,801",$1.36,time-after-hours,Mar/2025,10,$1.16,2025-04-22 05:20:20
RTX Corporation,RTX,"$171,697,302,279",$1.34,time-pre-market,Mar/2025,6,$1.34,2025-04-22 05:20:20
Danaher Corporation,DHR,"$133,529,241,649",$1.62,time-pre-market,Mar/2025,10,$1.92,2025-04-22 05:20:20
Chubb Limited,CB,"$114,353,687,070",$3.26,time-after-hours,Mar/2025,11,$5.41,2025-04-22 05:20:20
Lockheed Martin Corporation,LMT,"$109,237,889,400",$6.32,time-pre-market,Mar/2025,7,$6.33,2025-04-22 05:20:20
"Elevance Health, Inc.",ELV,"$96,517,689,796",$11.21,time-pre-market,Mar/2025,18,$10.64,2025-04-22 05:20:20
Northrop Grumman Corporation,NOC,"$78,224,510,567",$6.21,time-pre-market,Mar/2025,9,$6.32,2025-04-22 05:20:20
Moody's Corporation,MCO,"$76,474,800,000",$3.56,time-pre-market,Mar/2025,8,$3.37,2025-04-22 05:20:20
3M Company,MMM,"$70,691,009,000",$1.77,time-pre-market,Mar/2025,5,$2.39,2025-04-22 05:20:20
Capital One Financial Corporation,COF,"$62,068,709,403",$3.70,time-after-hours,Mar/2025,11,$3.21,2025-04-22 05:20:20
"America Movil, S.A.B. de C.V.",AMX,"$50,365,925,000",$0.32,time-not-supplied,Mar/2025,1,$0.25,2025-04-22 05:20:20
Kimberly-Clark Corporation,KMB,"$47,367,877,869",$1.89,time-pre-market,Mar/2025,7,$2.01,2025-04-22 05:20:20
MSCI Inc.,MSCI,"$42,467,101,733",$3.87,time-pre-market,Mar/2025,6,$3.52,2025-04-22 05:20:20
Baker Hughes Company,BKR,"$38,525,252,239",$0.47,time-after-hours,Mar/2025,10,$0.43,2025-04-22 05:20:20
EQT Corporation,EQT,"$30,457,542,180",$1.02,time-after-hours,Mar/2025,8,$0.82,2025-04-22 05:20:20
"Equifax, Inc.",EFX,"$27,440,274,158",$1.41,time-pre-market,Mar/2025,15,$1.50,2025-04-22 05:20:20
"NVR, Inc.",NVR,"$21,501,552,022",$107.87,time-not-supplied,Mar/2025,3,$116.41,2025-04-22 05:20:20
Halliburton Company,HAL,"$19,558,104,266",$0.60,time-pre-market,Mar/2025,11,$0.76,2025-04-22 05:20:20
"PulteGroup, Inc.",PHM,"$19,223,382,542",$2.47,time-pre-market,Mar/2025,6,$2.87,2025-04-22 05:20:20
Synchrony Financial,SYF,"$18,609,438,038",$1.66,time-pre-market,Mar/2025,12,$1.18,2025-04-22 05:20:20
Quest Diagnostics Incorporated,DGX,"$18,178,207,702",$2.15,time-pre-market,Mar/2025,10,$2.04,2025-04-22 05:20:20
"Steel Dynamics, Inc.",STLD,"$17,762,897,904",$1.39,time-after-hours,Mar/2025,4,$3.67,2025-04-22 05:20:20
Northern Trust Corporation,NTRS,"$17,279,132,306",$1.85,time-pre-market,Mar/2025,6,$1.70,2025-04-22 05:20:20
Packaging Corporation of America,PKG,"$16,809,891,308",$2.22,time-after-hours,Mar/2025,4,$1.72,2025-04-22 05:20:20
Genuine Parts Company,GPC,"$15,835,029,623",$1.66,time-pre-market,Mar/2025,6,$2.22,2025-04-22 05:20:20
Pentair plc.,PNR,"$13,244,708,826",$1.01,time-pre-market,Mar/2025,9,$0.94,2025-04-22 05:20:20
"East West Bancorp, Inc.",EWBC,"$10,719,394,875",$2.05,time-after-hours,Mar/2025,6,$2.08,2025-04-22 05:20:20
"Manhattan Associates, Inc.",MANH,"$9,998,061,022",$0.70,time-after-hours,Mar/2025,4,$0.86,2025-04-22 05:20:20
Agree Realty Corporation,ADC,"$8,478,010,130",$1.04,time-after-hours,Mar/2025,7,$1.03,2025-04-22 05:20:20
Range Resources Corporation,RRC,"$8,248,689,171",$0.85,time-after-hours,Mar/2025,8,$0.66,2025-04-22 05:20:20
"Mueller Industries, Inc.",MLI,"$8,036,330,118",,time-not-supplied,Mar/2025,7,$1.21,2025-04-22 05:20:20
"Enphase Energy, Inc.",ENPH,"$6,960,000,333",$0.37,time-after-hours,Mar/2025,14,($0.06),2025-04-22 05:20:20
Old National Bancorp,ONB,"$6,248,720,250",$0.42,time-pre-market,Mar/2025,3,$0.45,2025-04-22 05:20:20
Pegasystems Inc.,PEGA,"$5,870,329,323",$0.18,time-after-hours,Mar/2025,5,$0.18,2025-04-22 05:20:20
West Fraser Timber Co. Ltd,WFG,"$5,840,450,564",$0.53,time-after-hours,Mar/2025,1,$0.42,2025-04-22 05:20:20
Invesco Plc,IVZ,"$5,729,303,027",$0.39,time-pre-market,Mar/2025,7,$0.33,2025-04-22 05:20:20
"Valmont Industries, Inc.",VMI,"$5,569,243,765",$4.24,time-pre-market,Mar/2025,5,$4.32,2025-04-22 05:20:20
Zurn Elkay Water Solutions Corporation,ZWS,"$5,111,891,055",$0.29,time-after-hours,Mar/2025,3,$0.29,2025-04-22 05:20:20
"PennyMac Financial Services, Inc.",PFSI,"$4,992,185,011",$2.99,time-after-hours,Mar/2025,3,$2.48,2025-04-22 05:20:20
Weatherford International plc,WFRD,"$3,400,468,645",$0.89,time-after-hours,Mar/2025,4,$1.50,2025-04-22 05:20:20
Herc Holdings Inc.,HRI,"$3,348,070,130",$2.52,time-pre-market,Mar/2025,2,$2.36,2025-04-22 05:20:20
"United Community Banks, Inc.",UCB,"$2,961,021,024",$0.56,time-pre-market,Mar/2025,7,$0.52,2025-04-22 05:20:20
Iridium Communications Inc,IRDM,"$2,587,106,809",$0.22,time-pre-market,Mar/2025,6,$0.16,2025-04-22 05:20:20
Trustmark Corporation,TRMK,"$1,990,062,625",$0.82,time-after-hours,Mar/2025,4,$0.68,2025-04-22 05:20:20
Renasant Corporation,RNST,"$1,793,866,772",$0.60,time-after-hours,Mar/2025,3,$0.65,2025-04-22 05:20:20
"Pathward Financial, Inc.",CASH,"$1,677,055,844",$2.71,time-after-hours,Mar/2025,2,$2.56,2025-04-22 05:20:20
City Holding Company,CHCO,"$1,668,351,855",$1.84,time-not-supplied,Mar/2025,3,$1.97,2025-04-22 05:20:20
"Kiniksa Pharmaceuticals, Ltd.",KNSA,"$1,468,140,090",$0.06,time-not-supplied,Mar/2025,3,($0.25),2025-04-22 05:20:20
"Monarch Casino & Resort, Inc.",MCRI,"$1,396,228,573",$1.04,time-after-hours,Mar/2025,3,$0.93,2025-04-22 05:20:20
National Bank Holdings Corporation,NBHC,"$1,352,866,697",$0.75,time-after-hours,Mar/2025,2,$0.82,2025-04-22 05:20:20
"Veritex Holdings, Inc.",VBTX,"$1,186,887,681",$0.51,time-after-hours,Mar/2025,3,$0.53,2025-04-22 05:20:20
"Hope Bancorp, Inc.",HOPE,"$1,149,709,389",$0.18,time-pre-market,Mar/2025,3,$0.23,2025-04-22 05:20:20
First Busey Corporation,BUSE,"$1,136,898,706",$0.53,time-after-hours,Mar/2025,4,$0.47,2025-04-22 05:20:20
"QCR Holdings, Inc.",QCRH,"$1,131,195,241",$1.52,time-after-hours,Mar/2025,4,$1.59,2025-04-22 05:20:20
PennyMac Mortgage Investment Trust,PMT,"$1,128,323,870",$0.38,time-after-hours,Mar/2025,3,$0.39,2025-04-22 05:20:20
"Dime Community Bancshares, Inc.",DCOM,"$1,100,123,434",$0.55,time-pre-market,Mar/2025,3,$0.38,2025-04-22 05:20:20
Peoples Bancorp Inc.,PEBO,"$993,415,181",$0.73,time-pre-market,Mar/2025,4,$0.85,2025-04-22 05:20:20
"XPLR Infrastructure, LP",XIFR,"$827,777,458",$0.24,time-not-supplied,Mar/2025,2,$0.75,2025-04-22 05:20:20
"First Community Bankshares, Inc.",FCBC,"$711,991,207",,time-not-supplied,Mar/2025,7,$0.71,2025-04-22 05:20:20
Mercantile Bank Corporation,MBWM,"$660,273,500",$1.19,time-pre-market,Mar/2025,3,$1.34,2025-04-22 05:20:20
Brandywine Realty Trust,BDN,"$654,207,083",$0.15,time-after-hours,Mar/2025,2,$0.24,2025-04-22 05:20:20
"Heartland Express, Inc.",HTLD,"$650,392,021",($0.13),time-not-supplied,Mar/2025,2,($0.19),2025-04-22 05:20:20
Hanmi Financial Corporation,HAFC,"$648,917,069",$0.57,time-after-hours,Mar/2025,3,$0.50,2025-04-22 05:20:20
"Orrstown Financial Services, Inc.",ORRF,"$525,671,716",$0.95,time-not-supplied,Mar/2025,3,$0.88,2025-04-22 05:20:20
Xerox Holdings Corporation,XRX,"$494,861,514",$0.02,time-not-supplied,Mar/2025,3,$0.06,2025-04-22 05:20:20
Peapack-Gladstone Financial Corporation,PGC,"$459,084,728",$0.50,time-not-supplied,Mar/2025,2,$0.48,2025-04-22 05:20:20
"USANA Health Sciences, Inc.",USNA,"$448,793,447",$0.70,time-after-hours,Mar/2025,1,$0.86,2025-04-22 05:20:20
"Northpointe Bancshares, Inc.",NPB,"$403,078,580",$0.48,time-after-hours,Mar/2025,7,N/A,2025-04-22 05:20:20
"Greene County Bancorp, Inc.",GCBC,"$364,544,387",,time-not-supplied,Mar/2025,7,$0.34,2025-04-22 05:20:20
First Bank,FRBA,"$340,822,505",$0.39,time-after-hours,Mar/2025,2,$0.49,2025-04-22 05:20:20
"Timberland Bancorp, Inc.",TSBK,"$235,163,191",,time-not-supplied,Mar/2025,7,$0.70,2025-04-22 05:20:20
Virginia National Bankshares Corporation,VABK,"$186,670,313",,time-not-supplied,Mar/2025,7,$0.68,2025-04-22 05:20:20
"FVCBankcorp, Inc.",FVCB,"$183,257,055",$0.24,time-not-supplied,Mar/2025,1,$0.20,2025-04-22 05:20:20
