Company Name,Symbol,Market Cap,EPS Forecast,Time,Fiscal Quarter Ending,No. of ESTs,Last Year's EPS,Scraped At
Enbridge Inc,ENB,"$101,739,829,092",$0.68,time-pre-market,Mar/2025,7,$0.68,2025-05-09 05:20:43
"Honda Motor Company, Ltd.",HMC,"$48,516,421,465",$0.72,time-not-supplied,Mar/2025,2,$0.99,2025-05-09 05:20:43
Coca-Cola Europacific Partners plc,CCEP,"$41,814,624,546",,time-not-supplied,Mar/2025,2,N/A,2025-05-09 05:20:43
"Cheniere Energy Partners, LP",CQP,"$28,442,667,707",$1.06,time-not-supplied,Mar/2025,7,$1.18,2025-05-09 05:20:43
Ubiquiti Inc.,UI,"$21,273,241,716",$1.84,time-not-supplied,Mar/2025,1,$1.26,2025-05-09 05:20:43
"Plains All American Pipeline, L.P.",PAA,"$11,760,096,125",$0.43,time-pre-market,Mar/2025,4,$0.41,2025-05-09 05:20:43
Brookfield Renewable Corporation,BEPC,"$10,411,255,599",($0.04),time-not-supplied,Mar/2025,1,($0.23),2025-05-09 05:20:43
EchoStar Corporation,SATS,"$6,946,237,318",($0.90),time-pre-market,Mar/2025,3,($0.40),2025-05-09 05:20:43
Nebius Group N.V.,NBIS,"$6,536,087,411",($0.44),time-not-supplied,Mar/2025,2,($0.22),2025-05-09 05:20:43
"STARWOOD PROPERTY TRUST, INC.",STWD,"$6,387,427,991",$0.40,time-pre-market,Mar/2025,1,$0.57,2025-05-09 05:20:43
Essent Group Ltd.,ESNT,"$6,062,947,138",$1.66,time-pre-market,Mar/2025,3,$1.70,2025-05-09 05:20:43
Turkcell Iletisim Hizmetleri AS,TKC,"$5,033,600,000",,time-pre-market,Mar/2025,N/A,$0.10,2025-05-09 05:20:43
"Construction Partners, Inc.",ROAD,"$5,031,529,722",($0.04),time-pre-market,Mar/2025,3,($0.02),2025-05-09 05:20:43
"TXNM Energy, Inc.",TXNM,"$4,904,458,602",$0.19,time-pre-market,Mar/2025,1,$0.41,2025-05-09 05:20:43
Algonquin Power & Utilities Corp.,AQN,"$4,190,290,306",$0.09,time-pre-market,Mar/2025,5,$0.14,2025-05-09 05:20:43
Veren Inc.,VRN,"$3,602,381,049",$0.29,time-not-supplied,Mar/2025,2,$0.22,2025-05-09 05:20:43
"Plains GP Holdings, L.P.",PAGP,"$3,561,362,668",$0.41,time-pre-market,Mar/2025,2,$0.21,2025-05-09 05:20:43
"Akero Therapeutics, Inc.",AKRO,"$3,406,945,277",$1,time-not-supplied,Mar/2025,4,($0.90),2025-05-09 05:20:43
Biglari Holdings Inc.,BH.A,"$2,690,783,480",,time-not-supplied,Mar/2025,2,$79.56,2025-05-09 05:20:43
PAR Technology Corporation,PAR,"$2,464,659,612",($0.23),time-pre-market,Mar/2025,1,($0.51),2025-05-09 05:20:43
Sylvamo Corporation,SLVM,"$2,401,591,525",$0.70,time-pre-market,Mar/2025,1,$1.07,2025-05-09 05:20:43
Federal Agricultural Mortgage Corporation,AGM,"$1,901,122,671",$4,time-pre-market,Mar/2025,2,$3.96,2025-05-09 05:20:43
"Kymera Therapeutics, Inc.",KYMR,"$1,890,523,799",($0.92),time-pre-market,Mar/2025,11,($0.69),2025-05-09 05:20:43
NextNav Inc.,NN,"$1,813,377,126",($0.14),time-pre-market,Mar/2025,2,($0.28),2025-05-09 05:20:43
"Hawaiian Electric Industries, Inc.",HE,"$1,791,917,667",,time-after-hours,Mar/2025,N/A,$0.45,2025-05-09 05:20:43
"Alpha Metallurgical Resources, Inc.",AMR,"$1,642,419,228",($1.53),time-pre-market,Mar/2025,1,$9.59,2025-05-09 05:20:43
BKV Corporation,BKV,"$1,548,469,058",$0.15,time-pre-market,Mar/2025,2,N/A,2025-05-09 05:20:43
"ANI Pharmaceuticals, Inc.",ANIP,"$1,489,349,487",$1.09,time-pre-market,Mar/2025,5,$0.95,2025-05-09 05:20:43
National HealthCare Corporation,NHC,"$1,477,648,120",,time-not-supplied,Mar/2025,2,$0.97,2025-05-09 05:20:43
Skeena Resources Limited,SKE,"$1,368,893,525",($0.03),time-not-supplied,Mar/2025,1,($0.23),2025-05-09 05:20:43
Empresa Distribuidora Y Comercializadora Norte S.A. (Edenor),EDN,"$1,366,481,063",,time-not-supplied,Mar/2025,N/A,$1.39,2025-05-09 05:20:43
Soho House & Co Inc.,SHCO,"$1,231,165,288",($0.14),time-not-supplied,Mar/2025,1,($0.24),2025-05-09 05:20:43
TeraWulf Inc.,WULF,"$1,168,570,052",($0.07),time-pre-market,Mar/2025,3,($0.02),2025-05-09 05:20:43
Perpetua Resources Corp.,PPTA,"$1,049,580,788",($0.05),time-not-supplied,Mar/2025,1,($0.05),2025-05-09 05:20:43
Docebo Inc.,DCBO,"$989,760,550",$0.17,time-pre-market,Mar/2025,3,$0.18,2025-05-09 05:20:43
Gogo Inc.,GOGO,"$989,066,456",$0.05,time-pre-market,Mar/2025,4,$0.16,2025-05-09 05:20:43
"Calumet, Inc",CLMT,"$978,450,789",($0.41),time-pre-market,Mar/2025,3,($0.61),2025-05-09 05:20:43
Atlanticus Holdings Corporation,ATLC,"$813,507,814",$1.33,time-not-supplied,Mar/2025,3,$1.09,2025-05-09 05:20:43
Embecta Corp.,EMBC,"$724,936,392",$0.66,time-pre-market,Mar/2025,1,$0.67,2025-05-09 05:20:43
TELUS International (Cda) Inc.,TIXT,"$677,941,700",$0.06,time-pre-market,Mar/2025,4,$0.22,2025-05-09 05:20:43
Cresud S.A.C.I.F. y A.,CRESY,"$645,256,456",,time-not-supplied,Mar/2025,2,($1.05),2025-05-09 05:20:43
GH Research PLC,GHRS,"$637,029,049",($0.61),time-not-supplied,Mar/2025,3,($0.15),2025-05-09 05:20:43
Biglari Holdings Inc.,BH,"$539,544,753",,time-not-supplied,Mar/2025,2,$79.56,2025-05-09 05:20:43
Koppers Holdings Inc.,KOP,"$512,963,230",$0.56,time-pre-market,Mar/2025,2,$0.62,2025-05-09 05:20:43
Investors Title Company,ITIC,"$450,748,742",,time-not-supplied,Mar/2025,2,$2.40,2025-05-09 05:20:43
Net Lease Office Properties,NLOP,"$445,607,376",,time-not-supplied,Mar/2025,2,$1.35,2025-05-09 05:20:43
"Checkpoint Therapeutics, Inc.",CKPT,"$347,619,492",,time-not-supplied,Mar/2025,2,($0.33),2025-05-09 05:20:43
"Montauk Renewables, Inc.",MNTK,"$319,053,282",$0.01,time-pre-market,Mar/2025,1,$0.01,2025-05-09 05:20:43
Outbrain Inc.,OB,"$316,579,182",($0.10),time-pre-market,Mar/2025,2,($0.10),2025-05-09 05:20:43
enCore Energy Corp.,EU,"$298,018,050",($0.02),time-not-supplied,Mar/2025,1,($0.03),2025-05-09 05:20:43
AMC Networks Inc.,AMCX,"$292,618,988",$0.73,time-pre-market,Mar/2025,4,$1.16,2025-05-09 05:20:43
"SANUWAVE Health, Inc.",SNWV,"$270,473,686",,time-pre-market,Mar/2025,2,N/A,2025-05-09 05:20:43
"Protalix BioTherapeutics, Inc.",PLX,"$221,612,541",$0.08,time-pre-market,Mar/2025,1,($0.06),2025-05-09 05:20:43
Silvercrest Asset Management Group Inc.,SAMG,"$215,827,059",$0.36,time-pre-market,Mar/2025,1,$0.33,2025-05-09 05:20:43
Neurogene Inc.,NGNE,"$206,923,785",($1.05),time-not-supplied,Mar/2025,5,$1,2025-05-09 05:20:43
Anika Therapeutics Inc.,ANIK,"$205,410,153",($0.13),time-pre-market,Mar/2025,1,$0.09,2025-05-09 05:20:43
"Consumer Portfolio Services, Inc.",CPSS,"$195,561,966",$0.30,time-not-supplied,Mar/2025,1,$0.19,2025-05-09 05:20:43
"Ocugen, Inc.",OCGN,"$193,342,781",($0.06),time-pre-market,Mar/2025,2,($0.05),2025-05-09 05:20:43
ContextLogic Inc.,LOGC,"$189,458,057",,time-after-hours,Mar/2025,2,($2.43),2025-05-09 05:20:43
"Humacyte, Inc.",HUMA,"$189,244,956",($0.19),time-not-supplied,Mar/2025,1,($0.29),2025-05-09 05:20:43
ProKidney Corp.,PROK,"$187,414,305",($0.16),time-not-supplied,Mar/2025,3,($0.16),2025-05-09 05:20:43
"Prime Medicine, Inc.",PRME,"$186,248,396",($0.32),time-not-supplied,Mar/2025,5,($0.44),2025-05-09 05:20:43
International Tower Hill Mines Ltd,THM,"$181,546,384",,time-not-supplied,Mar/2025,2,N/A,2025-05-09 05:20:43
Gencor Industries Inc.,GENC,"$181,022,620",,time-not-supplied,Mar/2025,2,$0.42,2025-05-09 05:20:43
Telos Corporation,TLS,"$180,654,779",($0.15),time-pre-market,Mar/2025,4,($0.12),2025-05-09 05:20:43
"Vroom, Inc.",VRM,"$175,752,230",,time-not-supplied,Mar/2025,2,($99.99),2025-05-09 05:20:43
Seritage Growth Properties,SRG,"$162,778,114",,time-not-supplied,Mar/2025,2,N/A,2025-05-09 05:20:43
"Strawberry Fields REIT, Inc.",STRW,"$127,793,491",$0.28,time-pre-market,Mar/2025,2,$2.03,2025-05-09 05:20:43
"Affinity Bancshares, Inc.",AFBI,"$117,335,234",,time-not-supplied,Mar/2025,2,$0.20,2025-05-09 05:20:43
"First Guaranty Bancshares, Inc.",FGBI,"$115,918,727",$0.17,time-not-supplied,Mar/2025,1,$0.14,2025-05-09 05:20:43
"Lightwave Logic, Inc.",LWLG,"$106,903,354",,time-not-supplied,Mar/2025,2,($0.05),2025-05-09 05:20:43
NeoVolta Inc.,NEOV,"$106,600,622",,time-not-supplied,Mar/2025,2,($0.02),2025-05-09 05:20:43
"Rapid Micro Biosystems, Inc.",RPID,"$100,309,121",($0.27),time-pre-market,Mar/2025,2,($0.31),2025-05-09 05:20:43
Entera Bio Ltd.,ENTX,"$99,017,074",($0.07),time-not-supplied,Mar/2025,1,($0.05),2025-05-09 05:20:43
"1stdibs.com, Inc.",DIBS,"$92,400,345",($0.13),time-pre-market,Mar/2025,1,($0.08),2025-05-09 05:20:43
ALT5 Sigma Corporation,ALTS,"$91,165,928",,time-not-supplied,Mar/2025,2,($0.34),2025-05-09 05:20:43
Star Holdings,STHO,"$85,911,110",,time-not-supplied,Mar/2025,2,($0.84),2025-05-09 05:20:43
XBiotech Inc.,XBIT,"$85,060,769",,time-not-supplied,Mar/2025,2,($0.33),2025-05-09 05:20:43
"Instil Bio, Inc.",TIL,"$80,659,963",($2.02),time-not-supplied,Mar/2025,2,($3.74),2025-05-09 05:20:43
Ultralife Corporation,ULBI,"$76,345,309",,time-pre-market,Mar/2025,2,$0.21,2025-05-09 05:20:43
"CBAK Energy Technology, Inc.",CBAT,"$75,819,135",$0,time-not-supplied,Mar/2025,1,$0.11,2025-05-09 05:20:43
InspireMD Inc.,NSPR,"$75,709,135",($0.17),time-pre-market,Mar/2025,1,($0.21),2025-05-09 05:20:43
"Cassava Sciences, Inc.",SAVA,"$75,360,318",,time-not-supplied,Mar/2025,N/A,($1.41),2025-05-09 05:20:43
"Citius Oncology, Inc. ",CTOR,"$60,604,884",,time-not-supplied,Mar/2025,2,N/A,2025-05-09 05:20:43
"Global Self Storage, Inc.",SELF,"$59,556,908",,time-not-supplied,Mar/2025,2,$0.08,2025-05-09 05:20:43
"Inuvo, Inc",INUV,"$56,932,559",($0.01),time-pre-market,Mar/2025,1,($0.02),2025-05-09 05:20:43
"First Seacoast Bancorp, Inc.",FSEA,"$52,747,896",,time-not-supplied,Mar/2025,2,($0.24),2025-05-09 05:20:43
"Opus Genetics, Inc.",IRD,"$46,393,499",($0.34),time-not-supplied,Mar/2025,1,($0.29),2025-05-09 05:20:43
"Actinium Pharmaceuticals, Inc.",ATNM,"$43,674,247",($0.26),time-not-supplied,Mar/2025,2,($0.31),2025-05-09 05:20:43
"Werewolf Therapeutics, Inc.",HOWL,"$41,285,813",($0.44),time-not-supplied,Mar/2025,3,($0.39),2025-05-09 05:20:43
180 Degree Capital Corp.,TURN,"$39,800,561",,time-not-supplied,Mar/2025,2,N/A,2025-05-09 05:20:43
"United-Guardian, Inc.",UG,"$36,662,666",,time-not-supplied,Mar/2025,2,$0.20,2025-05-09 05:20:43
Toro Corp.,TORO,"$36,087,382",,time-not-supplied,Mar/2025,2,$0.51,2025-05-09 05:20:43
American Strategic Investment Co.,NYC,"$30,716,579",,time-pre-market,Mar/2025,2,($3.28),2025-05-09 05:20:43
reAlpha Tech Corp.,AIRE,"$28,815,739",($0.04),time-not-supplied,Mar/2025,1,($0.03),2025-05-09 05:20:43
"Network-1 Technologies, Inc.",NTIP,"$28,496,776",,time-not-supplied,Mar/2025,2,($0.04),2025-05-09 05:20:43
"Coeptis Therapeutics Holdings, Inc.",COEP,"$27,828,046",,time-not-supplied,Mar/2025,2,($1.60),2025-05-09 05:20:43
"Servotronics, Inc.",SVT,"$26,582,341",,time-not-supplied,Mar/2025,2,($0.15),2025-05-09 05:20:43
"Tandy Leather Factory, Inc.",TLF,"$24,045,324",,time-not-supplied,Mar/2025,2,$0.06,2025-05-09 05:20:43
"Pulmatrix, Inc.",PULM,"$22,972,873",,time-not-supplied,Mar/2025,2,$0.23,2025-05-09 05:20:43
Kentucky First Federal Bancorp,KFFB,"$17,468,113",,time-not-supplied,Mar/2025,2,($0.01),2025-05-09 05:20:43
"Nexalin Technology, Inc.",NXL,"$16,629,404",,time-not-supplied,Mar/2025,2,($0.14),2025-05-09 05:20:43
"Bullfrog AI Holdings, Inc.",BFRG,"$16,100,548",,time-not-supplied,Mar/2025,2,($0.26),2025-05-09 05:20:43
"TherapeuticsMD, Inc.",TXMD,"$16,003,870",,time-not-supplied,Mar/2025,2,($0.07),2025-05-09 05:20:43
"Electro-Sensors, Inc.",ELSE,"$13,451,182",,time-not-supplied,Mar/2025,2,N/A,2025-05-09 05:20:43
Chicago Rivet & Machine Co.,CVR,"$10,269,983",,time-not-supplied,Mar/2025,2,($0.72),2025-05-09 05:20:43
"Kiora Pharmaceuticals, Inc. ",KPRX,"$10,052,640",($0.77),time-not-supplied,Mar/2025,1,$3.42,2025-05-09 05:20:43
Motorsport Games Inc.,MSGM,"$9,437,046",,time-after-hours,Mar/2025,2,($0.60),2025-05-09 05:20:43
"Forward Industries, Inc.",FORD,"$8,081,846",,time-not-supplied,Mar/2025,2,($0.50),2025-05-09 05:20:43
"Edesa Biotech, Inc.",EDSA,"$7,404,047",($0.29),time-not-supplied,Mar/2025,2,($0.58),2025-05-09 05:20:43
Lakeside Holding Limited,LSH,"$7,269,000",,time-not-supplied,Mar/2025,2,N/A,2025-05-09 05:20:43
"SRM Entertainment, Inc.",SRM,"$6,914,688",,time-not-supplied,Mar/2025,2,($0.17),2025-05-09 05:20:43
"Verb Technology Company, Inc.",VERB,"$6,222,469",($3.14),time-not-supplied,Mar/2025,1,$22,2025-05-09 05:20:43
"Soligenix, Inc.",SNGX,"$6,216,538",($0.67),time-not-supplied,Mar/2025,1,($2.88),2025-05-09 05:20:43
"Applied DNA Sciences, Inc.",APDN,"$5,632,284",,time-not-supplied,Mar/2025,N/A,($99.99),2025-05-09 05:20:43
Power REIT,PW,"$3,880,145",,time-not-supplied,Mar/2025,2,($0.39),2025-05-09 05:20:43
Creative Media ,CMCT,"$3,413,089",,time-pre-market,Mar/2025,N/A,($46.56),2025-05-09 05:20:43
"Creative Medical Technology Holdings, Inc.",CELZ,"$3,374,466",($0.52),time-not-supplied,Mar/2025,1,($0.73),2025-05-09 05:20:43
"Ensysce Biosciences, Inc.",ENSC,"$2,880,525",($3.02),time-not-supplied,Mar/2025,2,($8.25),2025-05-09 05:20:43
"IT Tech Packaging, Inc.",ITP,"$2,788,260",,time-not-supplied,Mar/2025,2,($0.37),2025-05-09 05:20:43
"Revelation Biosciences, Inc.",REVB,"$2,620,635",($6.88),time-not-supplied,Mar/2025,2,($39.36),2025-05-09 05:20:43
BloomZ Inc.,BLMZ,"$2,337,002",,time-not-supplied,Mar/2025,2,N/A,2025-05-09 05:20:43
"Processa Pharmaceuticals, Inc.",PCSA,"$1,357,356",($0.77),time-not-supplied,Mar/2025,1,($1.11),2025-05-09 05:20:43
"GRI Bio, Inc.",GRI,"$940,391",,time-not-supplied,Mar/2025,N/A,($99.99),2025-05-09 05:20:43
