Company Name,Symbol,Market Cap,EPS Forecast,Time,Fiscal Quarter Ending,No. of ESTs,Last Year's EPS,Scraped At
Visa Inc.,V,"$622,671,224,009",$2.68,time-after-hours,Mar/2025,14,$2.51,2025-04-29 05:20:18
Coca-Cola Company (The),KO,"$309,284,938,404",$0.71,time-pre-market,Mar/2025,8,$0.72,2025-04-29 05:20:18
Novartis AG,NVS,"$221,486,508,271",$2.12,time-not-supplied,Mar/2025,3,$1.80,2025-04-29 05:20:18
Astrazeneca PLC,AZN,"$215,584,002,127",$1.10,time-pre-market,Mar/2025,5,$1.03,2025-04-29 05:20:18
HSBC Holdings plc,HSBC,"$196,426,576,359",$1.60,time-not-supplied,Mar/2025,1,$1.70,2025-04-29 05:20:18
Booking Holdings Inc.,BKNG,"$158,774,381,126",$17.20,time-after-hours,Mar/2025,12,$20.39,2025-04-29 05:20:18
S&P Global Inc.,SPGI,"$147,744,000,000",$4.22,time-pre-market,Mar/2025,10,$4.01,2025-04-29 05:20:18
"Pfizer, Inc.",PFE,"$129,895,442,289",$0.64,time-pre-market,Mar/2025,6,$0.82,2025-04-29 05:20:18
Honeywell International Inc.,HON,"$129,437,778,617",$2.21,time-pre-market,Mar/2025,8,$2.25,2025-04-29 05:20:18
Spotify Technology S.A.,SPOT,"$126,530,301,554",$2.35,time-pre-market,Mar/2025,6,$1.05,2025-04-29 05:20:18
American Tower Corporation (REIT),AMT,"$98,549,338,710",$2.49,time-pre-market,Mar/2025,5,$2.79,2025-04-29 05:20:18
Altria Group,MO,"$98,497,947,205",$1.17,time-pre-market,Mar/2025,4,$1.15,2025-04-29 05:20:18
Starbucks Corporation,SBUX,"$95,199,779,000",$0.49,time-after-hours,Mar/2025,12,$0.68,2025-04-29 05:20:18
"Mondelez International, Inc.",MDLZ,"$84,842,315,704",$0.66,time-after-hours,Mar/2025,10,$0.95,2025-04-29 05:20:18
"United Parcel Service, Inc.",UPS,"$83,631,975,625",$1.42,time-pre-market,Mar/2025,9,$1.43,2025-04-29 05:20:18
Sherwin-Williams Company (The),SHW,"$83,357,374,449",$2.18,time-pre-market,Mar/2025,7,$2.17,2025-04-29 05:20:18
BP p.l.c.,BP,"$77,709,106,809",$0.56,time-pre-market,Mar/2025,6,$0.97,2025-04-29 05:20:18
Enterprise Products Partners L.P.,EPD,"$67,613,152,814",$0.69,time-pre-market,Mar/2025,4,$0.66,2025-04-29 05:20:18
Ecolab Inc.,ECL,"$67,392,919,392",$1.51,time-pre-market,Mar/2025,10,$1.34,2025-04-29 05:20:18
"Regeneron Pharmaceuticals, Inc.",REGN,"$65,883,426,360",$6.61,time-pre-market,Mar/2025,6,$7.97,2025-04-29 05:20:18
"PayPal Holdings, Inc.",PYPL,"$64,637,101,814",$1.15,time-pre-market,Mar/2025,12,$1.09,2025-04-29 05:20:18
Royal Caribbean Cruises Ltd.,RCL,"$57,047,221,985",$2.53,time-pre-market,Mar/2025,8,$1.77,2025-04-29 05:20:18
