Company Name,Symbol,Market Cap,EPS Forecast,Time,Fiscal Quarter Ending,No. of ESTs,Last Year's EPS,Scraped At
Woodside Energy Group Limited,WDS,"$27,607,821,670",,time-not-supplied,Mar/2025,1,N/A,2025-06-02 05:21:36
Credo Technology Group Holding Ltd,CRDO,"$10,838,411,617",$0.19,time-after-hours,Apr/2025,3,($0.02),2025-06-02 05:21:36
The Campbell's Company,CPB,"$10,188,874,361",$0.65,time-pre-market,Apr/2025,10,$0.75,2025-06-02 05:21:36
Science Applications International Corporation,SAIC,"$5,504,576,878",$2.14,time-pre-market,Apr/2025,6,$1.92,2025-06-02 05:21:36
Lufax Holding Ltd,LU,"$2,686,584,000",,time-not-supplied,Mar/2025,N/A,($0.21),2025-06-02 05:21:36
"PACS Group, Inc.",PACS,"$1,513,329,349",$0.42,time-not-supplied,Mar/2025,1,$0.38,2025-06-02 05:21:36
Nano Dimension Ltd.,NNDM,"$345,480,727",,time-not-supplied,Mar/2025,1,($0.15),2025-06-02 05:21:36
Lifezone Metals Limited,LZM,"$324,995,179",($0.12),time-not-supplied,Mar/2025,1,($0.05),2025-06-02 05:21:36
Lavoro Limited,LVRO,"$296,150,173",($0.53),time-not-supplied,Mar/2025,1,($0.52),2025-06-02 05:21:36
Smart Share Global Limited,EM,"$273,854,796",,time-not-supplied,Mar/2025,1,N/A,2025-06-02 05:21:36
Allied Gaming & Entertainment Inc.,AGAE,"$121,291,539",,time-not-supplied,Mar/2025,1,($0.04),2025-06-02 05:21:36
"K Wave Media, Ltd.",KWM,"$103,585,680",,time-not-supplied,Mar/2025,1,($0.03),2025-06-02 05:21:36
Northann Corp.,NCL,"$28,522,452",,time-not-supplied,Mar/2025,1,N/A,2025-06-02 05:21:36
"FlexShopper, Inc.",FPAY,"$28,114,551",$0.07,time-not-supplied,Mar/2025,1,($0.03),2025-06-02 05:21:36
"Greenwave Technology Solutions, Inc.",GWAV,"$10,296,229",,time-not-supplied,Mar/2025,1,($58.21),2025-06-02 05:21:36
XTL Biopharmaceuticals Ltd.,XTLB,"$10,224,068",,time-not-supplied,Mar/2025,1,$0.10,2025-06-02 05:21:36
"Xcel Brands, Inc",XELB,"$6,155,772",($1.12),time-not-supplied,Mar/2025,1,($0.90),2025-06-02 05:21:36
Baosheng Media Group Holdings Limited,BAOS,"$3,590,700",,time-not-supplied,Mar/2025,1,N/A,2025-06-02 05:21:36
"Onconetix, Inc. ",ONCO,"$663,579",,time-not-supplied,Mar/2025,1,($6.40),2025-06-02 05:21:36
