Company Name,Symbol,Market Cap,EPS Forecast,Time,Fiscal Quarter Ending,No. of ESTs,Last Year's EPS,Scraped At
Broadcom Inc.,AVGO,"$878,269,922,950",$1.27,time-after-hours,Jan/2025,11,$0.86,2025-03-06 05:19:04
Costco Wholesale Corporation,COST,"$464,695,532,060",$4.09,time-after-hours,Feb/2025,14,$3.71,2025-03-06 05:19:04
"JD.com, Inc.",JD,"$63,262,031,700",$0.84,time-pre-market,Dec/2024,2,$0.68,2025-03-06 05:19:04
Canadian Natural Resources Limited,CNQ,"$57,039,397,760",$0.69,time-pre-market,Dec/2024,3,$0.86,2025-03-06 05:19:04
Kroger Company (The),KR,"$45,507,589,516",$1.10,time-pre-market,Jan/2025,8,$1.34,2025-03-06 05:19:04
"Venture Global, Inc.",VG,"$33,377,627,161",$0.30,time-pre-market,Dec/2024,1,N/A,2025-03-06 05:19:04
Samsara Inc.,IOT,"$25,714,109,084",($0.06),time-after-hours,Jan/2025,6,($0.08),2025-03-06 05:19:04
Hewlett Packard Enterprise Company,HPE,"$25,030,804,916",$0.44,time-after-hours,Jan/2025,4,$0.29,2025-03-06 05:19:04
"The Cooper Companies, Inc. ",COO,"$18,291,747,673",$0.92,time-after-hours,Jan/2025,9,$0.85,2025-03-06 05:19:04
"Guidewire Software, Inc.",GWRE,"$16,395,665,342",$0.15,time-after-hours,Jan/2025,6,$0.04,2025-03-06 05:19:04
"Burlington Stores, Inc.",BURL,"$14,958,028,973",$3.76,time-pre-market,Jan/2025,9,$3.66,2025-03-06 05:19:04
"BJ's Wholesale Club Holdings, Inc.",BJ,"$13,131,436,904",$0.89,time-pre-market,Jan/2025,11,$1.11,2025-03-06 05:19:04
Rentokil Initial plc,RTO,"$12,742,416,641",,time-not-supplied,Dec/2024,1,N/A,2025-03-06 05:19:04
Woori Bank,WF,"$8,479,778,901",,time-not-supplied,Dec/2024,N/A,$0.06,2025-03-06 05:19:04
KT Corporation,KT,"$8,466,765,180",,time-not-supplied,Dec/2024,N/A,$0.09,2025-03-06 05:19:04
"Gap, Inc. (The)",GAP,"$8,051,551,925",$0.36,time-after-hours,Jan/2025,7,$0.49,2025-03-06 05:19:04
Toro Company (The),TTC,"$7,833,682,158",$0.63,time-pre-market,Jan/2025,4,$0.64,2025-03-06 05:19:04
Stevanato Group S.p.A.,STVN,"$5,352,230,052",$0.20,time-pre-market,Dec/2024,4,$0.19,2025-03-06 05:19:04
Macy's Inc,M,"$3,889,677,418",$1.55,time-pre-market,Jan/2025,5,$2.45,2025-03-06 05:19:04
National Beverage Corp.,FIZZ,"$3,782,967,845",,time-not-supplied,Jan/2025,1,$0.42,2025-03-06 05:19:04
Pactiv Evergreen Inc.,PTVE,"$3,224,255,032",$0.38,time-not-supplied,Dec/2024,2,$0.33,2025-03-06 05:19:04
"BrightSpring Health Services, Inc.",BTSG,"$3,223,080,164",$0.19,time-pre-market,Dec/2024,4,($0.06),2025-03-06 05:19:04
GMS Inc.,GMS,"$3,045,460,599",$1.39,time-pre-market,Jan/2025,3,$1.60,2025-03-06 05:19:04
Marex Group plc,MRX,"$2,560,781,917",$0.62,time-pre-market,Dec/2024,1,N/A,2025-03-06 05:19:04
Sable Offshore Corp.,SOC,"$2,326,397,423",($0.22),time-not-supplied,Dec/2024,1,N/A,2025-03-06 05:19:04
"John Wiley & Sons, Inc.",WLYB,"$2,107,147,965",,time-pre-market,Jan/2025,1,$0.59,2025-03-06 05:19:04
"John Wiley & Sons, Inc.",WLY,"$2,074,730,304",,time-pre-market,Jan/2025,N/A,$0.59,2025-03-06 05:19:04
TORM plc,TRMD,"$1,449,526,500",$0.60,time-pre-market,Dec/2024,1,$1.56,2025-03-06 05:19:04
"MeridianLink, Inc.",MLNK,"$1,367,006,627",($0.07),time-after-hours,Dec/2024,3,($0.38),2025-03-06 05:19:04
"DXP Enterprises, Inc.",DXPE,"$1,355,410,096",,time-after-hours,Dec/2024,N/A,$1.12,2025-03-06 05:19:04
"Distribution Solutions Group, Inc.",DSGR,"$1,332,537,686",$0.33,time-pre-market,Dec/2024,1,$0.22,2025-03-06 05:19:04
"Turning Point Brands, Inc.",TPB,"$1,244,807,472",$0.68,time-pre-market,Dec/2024,2,$0.72,2025-03-06 05:19:04
Loma Negra Compania Industrial Argentina Sociedad Anonima,LOMA,"$1,241,652,143",,time-after-hours,Dec/2024,N/A,($0.41),2025-03-06 05:19:04
Denison Mine Corp,DNN,"$1,222,546,808",($0.01),time-not-supplied,Dec/2024,2,$0.03,2025-03-06 05:19:04
"BigBear.ai, Inc.",BBAI,"$1,192,788,870",($0.05),time-after-hours,Dec/2024,2,($0.14),2025-03-06 05:19:04
IDT Corporation,IDT,"$1,187,469,171",,time-after-hours,Jan/2025,1,$0.59,2025-03-06 05:19:04
Everi Holdings Inc.,EVRI,"$1,185,890,489",$0.08,time-not-supplied,Dec/2024,4,$0.02,2025-03-06 05:19:04
Ero Copper Corp.,ERO,"$1,175,819,451",$0.21,time-after-hours,Dec/2024,5,$0.21,2025-03-06 05:19:04
"Paragon 28, Inc.",FNA,"$1,090,876,108",($0.12),time-not-supplied,Dec/2024,2,($0.19),2025-03-06 05:19:04
ProFrac Holding Corp.,ACDC,"$1,033,746,316",($0.32),time-pre-market,Dec/2024,4,($0.19),2025-03-06 05:19:04
"Falcon's Beyond Global, Inc.",FBYD,"$982,187,116",,time-not-supplied,Dec/2024,1,N/A,2025-03-06 05:19:04
"The Real Brokerage, Inc.",REAX,"$941,232,880",($0.05),time-pre-market,Dec/2024,2,($0.07),2025-03-06 05:19:04
"Cracker Barrel Old Country Store, Inc.",CBRL,"$917,745,497",$1.01,time-pre-market,Jan/2025,5,$1.37,2025-03-06 05:19:04
Fidus Investment Corporation,FDUS,"$781,054,436",$0.51,time-after-hours,Dec/2024,2,$0.65,2025-03-06 05:19:04
Guild Holdings Company,GHLD,"$756,863,505",$0.29,time-after-hours,Dec/2024,2,$0.17,2025-03-06 05:19:04
"Granite Ridge Resources, Inc.",GRNT,"$736,088,450",$0.14,time-not-supplied,Dec/2024,2,$0.20,2025-03-06 05:19:04
"Priority Technology Holdings, Inc.",PRTH,"$705,296,993",$0.06,time-pre-market,Dec/2024,1,($0.16),2025-03-06 05:19:04
Hippo Holdings Inc.,HIPO,"$697,662,094",($0.15),time-pre-market,Dec/2024,1,($1.76),2025-03-06 05:19:04
Oil-Dri Corporation Of America,ODC,"$655,732,772",,time-not-supplied,Jan/2025,1,$0.88,2025-03-06 05:19:04
Arbutus Biopharma Corporation,ABUS,"$648,061,563",($0.08),time-not-supplied,Dec/2024,2,($0.12),2025-03-06 05:19:04
"Funko, Inc.",FNKO,"$631,461,292",($0.03),time-after-hours,Dec/2024,1,($0.05),2025-03-06 05:19:04
"Velocity Financial, Inc.",VEL,"$626,532,867",$0.47,time-after-hours,Dec/2024,1,$0.46,2025-03-06 05:19:04
"Capricor Therapeutics, Inc.",CAPR,"$621,573,642",($0.31),time-not-supplied,Dec/2024,3,($0.02),2025-03-06 05:19:04
Nuvation Bio Inc.,NUVB,"$612,551,076",($0.14),time-not-supplied,Dec/2024,4,($0.06),2025-03-06 05:19:04
Preformed Line Products Company,PLPC,"$611,758,716",,time-not-supplied,Dec/2024,1,$1.29,2025-03-06 05:19:04
"National CineMedia, Inc.",NCMI,"$603,659,890",$0.20,time-after-hours,Dec/2024,2,$0.20,2025-03-06 05:19:04
Dingdong (Cayman) Limited,DDL,"$556,987,200",$0.02,time-pre-market,Dec/2024,1,N/A,2025-03-06 05:19:04
"Xeris Biopharma Holdings, Inc.",XERS,"$550,110,591",($0.07),time-pre-market,Dec/2024,5,($0.10),2025-03-06 05:19:04
Ranpak Holdings Corp,PACK,"$547,833,475",,time-pre-market,Dec/2024,N/A,($0.11),2025-03-06 05:19:04
"Sana Biotechnology, Inc.",SANA,"$542,543,400",($0.25),time-not-supplied,Dec/2024,4,($0.35),2025-03-06 05:19:04
"Evolv Technologies Holdings, Inc.",EVLV,"$519,915,119",($0.10),time-not-supplied,Dec/2024,1,($0.11),2025-03-06 05:19:04
Bitfarms Ltd.,BITF,"$519,750,381",($0.04),time-not-supplied,Dec/2024,3,($0.06),2025-03-06 05:19:04
"Smith & Wesson Brands, Inc.",SWBI,"$473,029,057",,time-after-hours,Jan/2025,N/A,$0.19,2025-03-06 05:19:04
"Ramaco Resources, Inc.",METC,"$467,268,658",($0.11),time-not-supplied,Dec/2024,1,$0.60,2025-03-06 05:19:04
Permian Basin Royalty Trust,PBT,"$465,155,784",,time-not-supplied,Dec/2024,1,$0.31,2025-03-06 05:19:04
"Chimerix, Inc.",CMRX,"$453,277,707",($0.26),time-not-supplied,Dec/2024,4,($0.20),2025-03-06 05:19:04
"Valhi, Inc.",VHI,"$450,170,157",,time-not-supplied,Dec/2024,1,$0.14,2025-03-06 05:19:04
Mind Medicine (MindMed) Inc.,MNMD,"$449,476,799",($0.33),time-pre-market,Dec/2024,4,($0.59),2025-03-06 05:19:04
"Cartesian Therapeutics, Inc.",RNAC,"$444,760,715",($0.78),time-not-supplied,Dec/2024,4,($2.40),2025-03-06 05:19:04
"Willdan Group, Inc.",WLDN,"$444,650,750",$0.48,time-after-hours,Dec/2024,1,$0.72,2025-03-06 05:19:04
"Delcath Systems, Inc.",DCTH,"$426,850,016",($0.10),time-pre-market,Dec/2024,1,($0.48),2025-03-06 05:19:04
Arcturus Therapeutics Holdings Inc.,ARCT,"$424,729,789",($0.34),time-after-hours,Dec/2024,4,($0.32),2025-03-06 05:19:04
"Innventure, Inc.",INV,"$403,813,535",($0.11),time-not-supplied,Dec/2024,1,N/A,2025-03-06 05:19:04
"Upstream Bio, Inc.",UPB,"$399,830,643",($0.56),time-not-supplied,Dec/2024,1,N/A,2025-03-06 05:19:04
"Savara, Inc.",SVRA,"$398,155,950",($0.11),time-not-supplied,Dec/2024,4,($0.09),2025-03-06 05:19:04
BlackSky Technology Inc.,BKSY,"$397,356,038",($0.28),time-pre-market,Dec/2024,3,($0.40),2025-03-06 05:19:04
Serve Robotics Inc.,SERV,"$370,775,909",($0.19),time-after-hours,Dec/2024,1,N/A,2025-03-06 05:19:04
AerSale Corporation,ASLE,"$365,558,485",$0.05,time-after-hours,Dec/2024,1,($0.08),2025-03-06 05:19:04
"Myers Industries, Inc.",MYE,"$365,518,756",$0.10,time-pre-market,Dec/2024,1,$0.29,2025-03-06 05:19:04
"American Public Education, Inc.",APEI,"$361,148,740",$0.54,time-after-hours,Dec/2024,4,$0.64,2025-03-06 05:19:04
"Phathom Pharmaceuticals, Inc.",PHAT,"$356,246,145",($1.08),time-pre-market,Dec/2024,1,($0.80),2025-03-06 05:19:04
McEwen Mining Inc.,MUX,"$354,067,052",($0.13),time-not-supplied,Dec/2024,1,$2.90,2025-03-06 05:19:04
Cango Inc.,CANG,"$349,626,472",,time-after-hours,Dec/2024,1,($0.13),2025-03-06 05:19:04
Potbelly Corporation,PBPB,"$347,270,244",$0.06,time-after-hours,Dec/2024,1,$0.02,2025-03-06 05:19:04
"Oruka Therapeutics, Inc.",ORKA,"$346,835,631",($0.68),time-not-supplied,Dec/2024,7,($0.96),2025-03-06 05:19:04
"MBX Biosciences, Inc.",MBX,"$338,852,619",($0.59),time-not-supplied,Dec/2024,1,N/A,2025-03-06 05:19:04
"El Pollo Loco Holdings, Inc.",LOCO,"$327,235,740",$0.13,time-after-hours,Dec/2024,3,$0.16,2025-03-06 05:19:04
"America's Car-Mart, Inc.",CRMT,"$322,016,920",($0.01),time-pre-market,Jan/2025,2,($1.34),2025-03-06 05:19:04
"Gevo, Inc.",GEVO,"$306,441,533",($0.11),time-after-hours,Dec/2024,2,($0.08),2025-03-06 05:19:04
"Traeger, Inc.",COOK,"$296,466,215",($0.03),time-after-hours,Dec/2024,6,($0.12),2025-03-06 05:19:04
"Domo, Inc.",DOMO,"$293,502,350",($0.50),time-after-hours,Jan/2025,3,($0.50),2025-03-06 05:19:04
"Global Water Resources, Inc.",GWRS,"$274,673,239",$0.06,time-pre-market,Dec/2024,2,$0.07,2025-03-06 05:19:04
Asure Software Inc,ASUR,"$273,770,977",$0.08,time-after-hours,Dec/2024,1,$0.03,2025-03-06 05:19:04
Quanterix Corporation,QTRX,"$273,137,471",($0.27),time-not-supplied,Dec/2024,1,($0.33),2025-03-06 05:19:04
"Rapport Therapeutics, Inc.",RAPP,"$261,521,668",($0.62),time-not-supplied,Dec/2024,1,N/A,2025-03-06 05:19:04
"flyExclusive, Inc.",FLYX,"$258,608,930",,time-not-supplied,Dec/2024,1,N/A,2025-03-06 05:19:04
"Hudson Technologies, Inc.",HDSN,"$247,235,833",($0.02),time-after-hours,Dec/2024,2,$0.08,2025-03-06 05:19:04
Immersion Corporation,IMMR,"$246,909,143",$0.14,time-not-supplied,Jan/2025,1,$0.49,2025-03-06 05:19:04
"Atea Pharmaceuticals, Inc.",AVIR,"$244,942,871",($0.35),time-after-hours,Dec/2024,3,($0.47),2025-03-06 05:19:04
"MarketWise, Inc.",MKTW,"$244,863,508",,time-not-supplied,Dec/2024,1,N/A,2025-03-06 05:19:04
Foghorn Therapeutics Inc.,FHTX,"$240,162,326",($0.29),time-not-supplied,Dec/2024,6,($0.57),2025-03-06 05:19:04
Standard Lithium Ltd.,SLI,"$221,498,308",($0.03),time-not-supplied,Dec/2024,1,($0.04),2025-03-06 05:19:04
Alpha Tau Medical Ltd.,DRTS,"$202,741,481",($0.13),time-not-supplied,Dec/2024,2,($0.11),2025-03-06 05:19:04
"American Outdoor Brands, Inc.",AOUT,"$200,010,423",$0.09,time-after-hours,Jan/2025,1,($0.01),2025-03-06 05:19:04
"Inhibrx Biosciences, Inc.",INBX,"$196,582,776",($2.88),time-not-supplied,Dec/2024,1,N/A,2025-03-06 05:19:04
T1 Energy Inc.,TE,"$191,066,952",,time-not-supplied,Dec/2024,1,($0.19),2025-03-06 05:19:04
"GEN Restaurant Group, Inc.",GENK,"$185,975,864",($0.01),time-after-hours,Dec/2024,1,($0.01),2025-03-06 05:19:04
