Company Name,Symbol,Market Cap,EPS Forecast,Time,Fiscal Quarter Ending,No. of ESTs,Last Year's EPS,Scraped At
Li Auto Inc.,LI,"$31,130,585,205",,time-pre-market,Dec/2024,N/A,$0.49,2025-03-14 05:18:28
Centrais Electricas Brasileiras S.A.- Eletrobras,EBR,"$15,114,330,118",,time-pre-market,Dec/2024,2,N/A,2025-03-14 05:18:28
Centrais Electricas Brasileiras S.A.- Eletrobras,EBR.B,"$15,114,330,118",,time-pre-market,Dec/2024,3,N/A,2025-03-14 05:18:28
WeRide Inc.,WRD,"$4,499,439,116",,time-pre-market,Dec/2024,2,N/A,2025-03-14 05:18:28
RLX Technology Inc.,RLX,"$2,937,400,029",,time-pre-market,Dec/2024,2,$0.02,2025-03-14 05:18:28
"Buckle, Inc. (The)",BKE,"$1,834,457,249",,time-pre-market,Jan/2025,3,$1.59,2025-03-14 05:18:28
MRC Global Inc.,MRC,"$957,278,912",$0.08,time-pre-market,Dec/2024,1,$0.23,2025-03-14 05:18:28
Gogo Inc.,GOGO,"$874,165,711",$0.04,time-pre-market,Dec/2024,3,$0.11,2025-03-14 05:18:28
"Emerald Holding, Inc.",EEX,"$749,012,753",,time-pre-market,Dec/2024,2,($0.46),2025-03-14 05:18:28
"WideOpenWest, Inc.",WOW,"$363,685,325",($0.13),time-pre-market,Dec/2024,1,($0.08),2025-03-14 05:18:28
"Bit Digital, Inc.",BTBT,"$344,350,700",($0.04),time-pre-market,Dec/2024,4,($0.02),2025-03-14 05:18:28
Galiano Gold Inc.,GAU,"$321,149,308",$0.08,time-not-supplied,Dec/2024,1,($0.03),2025-03-14 05:18:28
"Proficient Auto Logistics, Inc.",PAL,"$268,405,725",($0.05),time-not-supplied,Dec/2024,3,N/A,2025-03-14 05:18:28
DouYu International Holdings Limited,DOYU,"$257,197,217",,time-pre-market,Dec/2024,3,N/A,2025-03-14 05:18:28
XOMA Royalty Corporation,XOMA,"$249,322,419",($0.29),time-not-supplied,Dec/2024,3,($0.49),2025-03-14 05:18:28
FutureFuel Corp.,FF,"$193,433,534",,time-after-hours,Dec/2024,3,$0.53,2025-03-14 05:18:28
"AirSculpt Technologies, Inc.",AIRS,"$181,171,549",($0.04),time-pre-market,Dec/2024,2,($0.06),2025-03-14 05:18:28
Tuniu Corporation,TOUR,"$136,230,816",,time-pre-market,Dec/2024,3,$0.01,2025-03-14 05:18:28
American Vanguard Corporation,AVD,"$135,014,918",,time-pre-market,Dec/2024,2,$0.25,2025-03-14 05:18:28
Entera Bio Ltd.,ENTX,"$72,927,796",,time-not-supplied,Dec/2024,N/A,($0.07),2025-03-14 05:18:28
"Texas Community Bancshares, Inc.",TCBS,"$50,037,371",,time-not-supplied,Dec/2024,3,($0.11),2025-03-14 05:18:28
Immuneering Corporation,IMRX,"$47,196,681",($0.42),time-not-supplied,Dec/2024,3,($0.52),2025-03-14 05:18:28
Medicus Pharma Ltd.,MDCX,"$39,225,226",($0.31),time-not-supplied,Dec/2024,2,N/A,2025-03-14 05:18:28
OS Therapies Incorporated,OSTX,"$35,680,475",($0.14),time-not-supplied,Dec/2024,2,N/A,2025-03-14 05:18:28
Synergy CHC Corp.,SNYR,"$32,482,594",$0.10,time-not-supplied,Dec/2024,2,N/A,2025-03-14 05:18:28
"Opus Genetics, Inc.",IRD,"$29,380,763",($0.34),time-not-supplied,Dec/2024,1,($0.21),2025-03-14 05:18:28
"Hudson Global, Inc.",HSON,"$27,912,711",($0.06),time-pre-market,Dec/2024,1,$0.04,2025-03-14 05:18:28
Real Messenger Corporation,RMSG,"$16,312,272",,time-not-supplied,Dec/2024,3,$0.02,2025-03-14 05:18:28
Sky Quarry Inc.,SKYQ,"$12,910,373",,time-not-supplied,Dec/2024,3,N/A,2025-03-14 05:18:28
"Lazydays Holdings, Inc.",GORV,"$9,493,554",,time-not-supplied,Dec/2024,3,($1.09),2025-03-14 05:18:28
"Fresh Vine Wine, Inc.",VINE,"$9,266,212",,time-not-supplied,Dec/2024,2,($0.12),2025-03-14 05:18:28
"SigmaTron International, Inc.",SGMA,"$6,731,217",,time-not-supplied,Jan/2025,2,$0.10,2025-03-14 05:18:28
"Galecto, Inc.",GLTO,"$5,333,805",($3.12),time-not-supplied,Dec/2024,1,($5.75),2025-03-14 05:18:28
"Allarity Therapeutics, Inc.",ALLR,"$4,522,259",,time-not-supplied,Dec/2024,3,N/A,2025-03-14 05:18:28
EON Resources Inc.,EONR,"$3,810,244",,time-not-supplied,Dec/2024,2,N/A,2025-03-14 05:18:28
"Tharimmune, Inc.",THAR,"$2,095,312",,time-not-supplied,Dec/2024,2,N/A,2025-03-14 05:18:28
