Company Name,Symbol,Market Cap,EPS Forecast,Time,Fiscal Quarter Ending,No. of ESTs,Last Year's EPS,Scraped At
"McCormick & Company, Incorporated",MKC.V,"$21,564,966,152",,time-pre-market,Feb/2025,1,$0.63,2025-03-25 05:20:00
"McCormick & Company, Incorporated",MKC,"$21,497,927,585",$0.64,time-pre-market,Feb/2025,6,$0.63,2025-03-25 05:20:00
GameStop Corporation,GME,"$11,058,309,034",$0.09,time-after-hours,Jan/2025,1,$0.22,2025-03-25 05:20:00
"Core & Main, Inc.",CNM,"$9,589,952,613",$0.36,time-pre-market,Jan/2025,3,$0.34,2025-03-25 05:20:00
"Smithfield Foods, Inc.",SFD,"$7,571,788,870",$0.53,time-pre-market,Dec/2024,1,N/A,2025-03-25 05:20:00
Pony AI Inc.,PONY,"$4,447,812,986",,time-pre-market,Dec/2024,1,N/A,2025-03-25 05:20:00
Atour Lifestyle Holdings Limited,ATAT,"$4,165,007,794",$0.30,time-pre-market,Dec/2024,1,$0.21,2025-03-25 05:20:00
Rumble Inc.,RUM,"$3,014,869,808",($0.13),time-pre-market,Dec/2024,2,($0.14),2025-03-25 05:20:00
"Worthington Enterprises, Inc.",WOR,"$1,990,751,593",$0.73,time-after-hours,Feb/2025,1,$0.80,2025-03-25 05:20:00
Cadeler A/S,CDLR,"$1,840,613,100",$0.34,time-not-supplied,Dec/2024,1,N/A,2025-03-25 05:20:00
"CG Oncology, Inc.",CGON,"$1,829,382,709",($0.41),time-not-supplied,Dec/2024,1,N/A,2025-03-25 05:20:00
SUPER HI INTERNATIONAL HOLDING LTD.,HDL,"$1,727,844,443",$0.17,time-pre-market,Dec/2024,1,N/A,2025-03-25 05:20:00
Kenon Holdings Ltd.,KEN,"$1,694,838,941",,time-not-supplied,Dec/2024,1,$0.11,2025-03-25 05:20:00
MAG Silver Corporation,MAG,"$1,621,952,108",$0.24,time-not-supplied,Dec/2024,4,$0.14,2025-03-25 05:20:00
Noah Holdings Ltd.,NOAH,"$728,893,015",,time-after-hours,Dec/2024,N/A,$0.47,2025-03-25 05:20:00
Bicara Therapeutics Inc.,BCAX,"$720,462,796",($0.31),time-not-supplied,Dec/2024,1,N/A,2025-03-25 05:20:00
BitFuFu Inc.,FUFU,"$697,221,703",($0.03),time-pre-market,Dec/2024,1,N/A,2025-03-25 05:20:00
CorMedix Inc.,CRMD,"$661,988,296",$0.17,time-pre-market,Dec/2024,1,($0.26),2025-03-25 05:20:00
Canadian Solar Inc.,CSIQ,"$658,941,060",($0.21),time-pre-market,Dec/2024,4,($0.02),2025-03-25 05:20:00
"Beta Bionics, Inc.",BBNX,"$617,431,797",($0.42),time-after-hours,Dec/2024,1,N/A,2025-03-25 05:20:00
"Tyra Biosciences, Inc.",TYRA,"$540,945,974",($0.48),time-not-supplied,Dec/2024,6,($0.53),2025-03-25 05:20:00
Movado Group Inc.,MOV,"$389,935,694",$0.39,time-not-supplied,Jan/2025,1,$0.55,2025-03-25 05:20:00
3D Systems Corporation,DDD,"$349,900,033",($0.16),time-not-supplied,Dec/2024,2,($0.17),2025-03-25 05:20:00
"Zenas BioPharma, Inc.",ZBIO,"$348,188,469",($0.92),time-not-supplied,Dec/2024,1,N/A,2025-03-25 05:20:00
Nabors Energy Transition Corp. II,NETD,"$334,890,000",,time-not-supplied,Dec/2024,1,N/A,2025-03-25 05:20:00
Lionheart Holdings,CUB,"$325,310,218",,time-not-supplied,Dec/2024,1,N/A,2025-03-25 05:20:00
Sanara MedTech Inc.,SMTI,"$293,703,010",($0.19),time-pre-market,Dec/2024,1,($0.03),2025-03-25 05:20:00
i-80 Gold Corp.,IAUX,"$279,588,981",,time-not-supplied,Dec/2024,N/A,($0.07),2025-03-25 05:20:00
