Company Name,Symbol,Market Cap,EPS Forecast,Time,Fiscal Quarter Ending,No. of ESTs,Last Year's EPS,Scraped At
AbbVie Inc.,ABBV,"$312,556,077,786",$2.40,time-pre-market,Mar/2025,7,$2.31,2025-04-25 05:20:07
"HCA Healthcare, Inc.",HCA,"$83,437,911,562",$5.77,time-pre-market,Mar/2025,9,$5.36,2025-04-25 05:20:07
Aon plc,AON,"$79,667,687,926",$6.04,time-pre-market,Mar/2025,11,$5.66,2025-04-25 05:20:07
Colgate-Palmolive Company,CL,"$76,195,156,070",$0.86,time-pre-market,Mar/2025,10,$0.86,2025-04-25 05:20:07
NatWest Group plc,NWG,"$49,146,286,039",$0.34,time-not-supplied,Mar/2025,1,$0.26,2025-04-25 05:20:07
"Charter Communications, Inc.",CHTR,"$47,908,338,577",$8.53,time-pre-market,Mar/2025,6,$7.55,2025-04-25 05:20:07
Schlumberger N.V.,SLB,"$47,670,939,793",$0.74,time-pre-market,Mar/2025,11,$0.75,2025-04-25 05:20:07
Phillips 66,PSX,"$41,903,236,105",($0.77),time-pre-market,Mar/2025,5,$1.90,2025-04-25 05:20:07
Centene Corporation,CNC,"$30,814,253,280",$2.36,time-pre-market,Mar/2025,7,$2.26,2025-04-25 05:20:07
LyondellBasell Industries NV,LYB,"$18,688,719,471",$0.36,time-pre-market,Mar/2025,7,$1.53,2025-04-25 05:20:07
Nomura Holdings Inc ADR,NMR,"$16,665,936,448",$0.18,time-pre-market,Mar/2025,1,$0.12,2025-04-25 05:20:07
"Avantor, Inc.",AVTR,"$10,533,562,789",$0.23,time-pre-market,Mar/2025,9,$0.22,2025-04-25 05:20:07
"Saia, Inc.",SAIA,"$9,093,126,815",$2.77,time-pre-market,Mar/2025,8,$3.38,2025-04-25 05:20:07
Nebius Group N.V.,NBIS,"$8,299,633,172",($0.41),time-not-supplied,Mar/2025,1,($0.22),2025-04-25 05:20:07
"AutoNation, Inc.",AN,"$6,596,657,375",$4.35,time-pre-market,Mar/2025,6,$4.49,2025-04-25 05:20:07
Rithm Capital Corp.,RITM,"$5,378,418,657",$0.45,time-pre-market,Mar/2025,3,$0.48,2025-04-25 05:20:07
Moog Inc.,MOG.B,"$5,270,537,274",,time-pre-market,Mar/2025,7,$2.19,2025-04-25 05:20:07
Moog Inc.,MOG.A,"$5,258,057,208",$1.80,time-pre-market,Mar/2025,3,$2.19,2025-04-25 05:20:07
Gentex Corporation,GNTX,"$4,923,331,556",$0.43,time-pre-market,Mar/2025,5,$0.47,2025-04-25 05:20:07
Portland General Electric Company,POR,"$4,736,937,426",$1,time-pre-market,Mar/2025,3,$1.21,2025-04-25 05:20:07
"Flagstar Financial, Inc.",FLG,"$4,649,013,666",($0.26),time-pre-market,Mar/2025,8,($0.75),2025-04-25 05:20:07
"Lazard, Inc.",LAZ,"$4,277,217,832",$0.29,time-pre-market,Mar/2025,3,$0.66,2025-04-25 05:20:07
"TriNet Group, Inc.",TNET,"$3,805,201,743",$1.39,time-pre-market,Mar/2025,3,$1.86,2025-04-25 05:20:07
Sensient Technologies Corporation,SXT,"$3,355,856,161",,time-pre-market,Mar/2025,N/A,$0.79,2025-04-25 05:20:07
Park National Corporation,PRK,"$2,390,075,028",$2.20,time-not-supplied,Mar/2025,2,$2.15,2025-04-25 05:20:07
PHINIA Inc.,PHIN,"$1,741,922,698",$1.04,time-pre-market,Mar/2025,4,$1.08,2025-04-25 05:20:07
"Stellar Bancorp, Inc.",STEL,"$1,410,591,783",$0.44,time-pre-market,Mar/2025,3,$0.49,2025-04-25 05:20:07
Lakeland Financial Corporation,LKFN,"$1,392,544,751",$0.87,time-pre-market,Mar/2025,2,$0.88,2025-04-25 05:20:07
"Carter's, Inc.",CRI,"$1,342,120,653",$0.53,time-pre-market,Mar/2025,2,$1.02,2025-04-25 05:20:07
Preferred Bank,PFBC,"$1,217,161,874",$2.33,time-pre-market,Mar/2025,4,$2.44,2025-04-25 05:20:07
"Virtus Investment Partners, Inc.",VRTS,"$1,072,373,158",$5.33,time-pre-market,Mar/2025,3,$5.41,2025-04-25 05:20:07
Tompkins Financial Corporation,TMP,"$850,334,098",$1.30,time-not-supplied,Mar/2025,1,$1.18,2025-04-25 05:20:07
"Oppenheimer Holdings, Inc.",OPY,"$601,727,971",,time-not-supplied,Mar/2025,7,$2.37,2025-04-25 05:20:07
Civeo Corporation,CVEO,"$267,065,335",($0.78),time-not-supplied,Mar/2025,2,($0.26),2025-04-25 05:20:07
