Company Name,Symbol,Market Cap,EPS Forecast,Time,Fiscal Quarter Ending,No. of ESTs,Last Year's EPS,Scraped At
ASML Holding N.V.,ASML,"$264,628,816,676",$6.12,time-pre-market,Mar/2025,3,$3.38,2025-04-16 05:20:11
Abbott Laboratories,ABT,"$221,924,023,672",$1.07,time-pre-market,Mar/2025,9,$0.98,2025-04-16 05:20:11
"Prologis, Inc.",PLD,"$91,110,338,000",$1.38,time-pre-market,Mar/2025,7,$1.28,2025-04-16 05:20:11
U.S. Bancorp,USB,"$59,587,700,705",$0.99,time-pre-market,Mar/2025,9,$0.90,2025-04-16 05:20:11
"Kinder Morgan, Inc.",KMI,"$59,548,609,070",$0.34,time-after-hours,Mar/2025,4,$0.34,2025-04-16 05:20:11
"The Travelers Companies, Inc.",TRV,"$56,872,095,829",$0.69,time-pre-market,Mar/2025,11,$4.69,2025-04-16 05:20:11
CSX Corporation,CSX,"$53,560,810,773",$0.37,time-after-hours,Mar/2025,9,$0.46,2025-04-16 05:20:11
Wipro Limited,WIT,"$29,783,288,002",$0.04,time-pre-market,Mar/2025,1,$0.04,2025-04-16 05:20:11
Las Vegas Sands Corp.,LVS,"$22,995,821,633",$0.63,time-not-supplied,Mar/2025,6,$0.75,2025-04-16 05:20:11
"Citizens Financial Group, Inc.",CFG,"$15,557,705,154",$0.75,time-pre-market,Mar/2025,9,$0.65,2025-04-16 05:20:11
First Horizon Corporation,FHN,"$9,005,745,816",$0.40,time-pre-market,Mar/2025,4,$0.35,2025-04-16 05:20:11
"Commerce Bancshares, Inc.",CBSH,"$7,818,665,409",$0.93,time-pre-market,Mar/2025,6,$0.86,2025-04-16 05:20:11
"Rexford Industrial Realty, Inc.",REXR,"$7,481,787,440",$0.58,time-after-hours,Mar/2025,5,$0.58,2025-04-16 05:20:11
VinFast Auto Ltd.,VFS,"$7,013,365,494",($0.21),time-not-supplied,Mar/2025,1,($0.26),2025-04-16 05:20:11
Alcoa Corporation,AA,"$6,474,697,268",$1.73,time-after-hours,Mar/2025,4,($0.81),2025-04-16 05:20:11
"Autoliv, Inc.",ALV,"$6,431,643,910",$1.70,time-pre-market,Mar/2025,4,$1.58,2025-04-16 05:20:11
"First Industrial Realty Trust, Inc.",FR,"$6,152,312,748",$0.70,time-after-hours,Mar/2025,6,$0.60,2025-04-16 05:20:11
Synovus Financial Corp.,SNV,"$5,642,797,811",$1.11,time-after-hours,Mar/2025,8,$0.79,2025-04-16 05:20:11
"Home BancShares, Inc.",HOMB,"$5,118,636,762",$0.54,time-after-hours,Mar/2025,3,$0.49,2025-04-16 05:20:11
Bank OZK,OZK,"$4,342,164,746",$1.42,time-after-hours,Mar/2025,5,$1.51,2025-04-16 05:20:11
F.N.B. Corporation,FNB,"$4,338,194,027",$0.30,time-after-hours,Mar/2025,6,$0.34,2025-04-16 05:20:11
Cohen & Steers Inc,CNS,"$3,794,188,711",,time-after-hours,Mar/2025,4,$0.70,2025-04-16 05:20:11
SL Green Realty Corp,SLG,"$3,656,735,046",$1.27,time-after-hours,Mar/2025,6,$3.07,2025-04-16 05:20:11
Simmons First National Corporation,SFNC,"$2,265,786,177",$0.36,time-after-hours,Mar/2025,3,$0.32,2025-04-16 05:20:11
Banner Corporation,BANR,"$2,002,805,436",$1.23,time-after-hours,Mar/2025,4,$1.22,2025-04-16 05:20:11
Liberty Energy Inc.,LBRT,"$1,811,927,400",$0.03,time-after-hours,Mar/2025,8,$0.48,2025-04-16 05:20:11
"Triumph Financial, Inc.",TFIN,"$1,191,388,677",$0.06,time-after-hours,Mar/2025,3,$0.14,2025-04-16 05:20:11
Winmark Corporation,WINA,"$1,160,927,914",,time-not-supplied,Mar/2025,4,$2.41,2025-04-16 05:20:11
"Community Trust Bancorp, Inc.",CTBI,"$835,034,419",$1.19,time-not-supplied,Mar/2025,3,$1.04,2025-04-16 05:20:11
"Old Second Bancorp, Inc.",OSBC,"$656,336,990",$0.46,time-not-supplied,Mar/2025,4,$0.47,2025-04-16 05:20:11
"Great Southern Bancorp, Inc.",GSBC,"$586,392,403",$1.26,time-after-hours,Mar/2025,2,$1.13,2025-04-16 05:20:11
Movado Group Inc.,MOV,"$301,807,127",$0.39,time-pre-market,Jan/2025,1,$0.55,2025-04-16 05:20:11
"First Bancorp, Inc (ME)",FNLC,"$254,143,934",,time-not-supplied,Mar/2025,4,$0.54,2025-04-16 05:20:11
Plumas Bancorp,PLBC,"$239,171,353",$1.13,time-not-supplied,Mar/2025,2,$1.05,2025-04-16 05:20:11
"Hanover Bancorp, Inc.",HNVR,"$140,777,263",$0.51,time-not-supplied,Mar/2025,1,$0.55,2025-04-16 05:20:11
Martin Midstream Partners L.P.,MMLP,"$110,916,444",$0.02,time-after-hours,Mar/2025,1,$0.08,2025-04-16 05:20:11
William Penn Bancorporation,WMPN,"$96,317,950",,time-not-supplied,Mar/2025,4,N/A,2025-04-16 05:20:11
WidePoint Corporation,WYY,"$27,542,687",($0.03),time-after-hours,Mar/2025,1,($0.07),2025-04-16 05:20:11
