Company Name,Symbol,Market Cap,EPS Forecast,Time,Fiscal Quarter Ending,No. of ESTs,Last Year's EPS,Scraped At
Coca-Cola Europacific Partners plc,CCEP,"$40,845,609,084",,time-not-supplied,Mar/2025,N/A,N/A,2025-05-23 05:20:39
Booz Allen Hamilton Holding Corporation,BAH,"$16,263,828,466",$1.59,time-pre-market,Mar/2025,8,$1.33,2025-05-23 05:20:39
KT Corporation,KT,"$9,533,401,646",,time-not-supplied,Mar/2025,N/A,$0.57,2025-05-23 05:20:39
MINISO Group Holding Limited,MNSO,"$6,489,959,488",,time-pre-market,Mar/2025,N/A,$0.26,2025-05-23 05:20:39
Sibanye Stillwater Limited,SBSW,"$4,047,711,188",,time-not-supplied,Mar/2025,1,N/A,2025-05-23 05:20:39
Frontline Plc,FRO,"$3,940,425,135",$0.18,time-pre-market,Mar/2025,1,$0.62,2025-05-23 05:20:39
"Buckle, Inc. (The)",BKE,"$2,068,361,443",,time-pre-market,Apr/2025,1,$0.69,2025-05-23 05:20:39
Net Lease Office Properties,NLOP,"$453,162,554",,time-not-supplied,Mar/2025,N/A,$1.35,2025-05-23 05:20:39
Gencor Industries Inc.,GENC,"$197,585,823",,time-not-supplied,Mar/2025,N/A,$0.42,2025-05-23 05:20:39
"Vroom, Inc.",VRM,"$126,448,580",,time-not-supplied,Mar/2025,1,($99.99),2025-05-23 05:20:39
ALT5 Sigma Corporation,ALTS,"$115,986,216",,time-not-supplied,Mar/2025,1,($0.34),2025-05-23 05:20:39
Imperial Petroleum Inc.,IMPP,"$87,414,697",,time-pre-market,Mar/2025,N/A,$0.50,2025-05-23 05:20:39
FST Corp.,KBSX,"$67,948,886",,time-not-supplied,Mar/2025,1,($0.10),2025-05-23 05:20:39
180 Degree Capital Corp.,TURN,"$40,750,575",,time-not-supplied,Mar/2025,N/A,N/A,2025-05-23 05:20:39
Toro Corp.,TORO,"$35,323,628",,time-not-supplied,Mar/2025,1,$0.51,2025-05-23 05:20:39
Safe & Green Holdings Corp.,SGBX,"$2,788,177",,time-not-supplied,Mar/2025,N/A,($4.93),2025-05-23 05:20:39
CIMG Inc.,IMG,"$2,502,084",,time-not-supplied,Mar/2025,1,($1.28),2025-05-23 05:20:39
