Company Name,Symbol,Market Cap,EPS Forecast,Time,Fiscal Quarter Ending,No. of ESTs,Last Year's EPS,Scraped At
Woodside Energy Group Limited,WDS,"$28,215,421,597",,time-not-supplied,Mar/2025,1,N/A,2025-06-09 05:22:13
"Caseys General Stores, Inc.",CASY,"$16,543,568,893",$1.93,time-after-hours,Apr/2025,6,$2.34,2025-06-09 05:22:13
VinFast Auto Ltd.,VFS,"$8,022,127,479",($0.26),time-pre-market,Mar/2025,1,($0.26),2025-06-09 05:22:13
Lufax Holding Ltd,LU,"$2,530,588,800",,time-not-supplied,Mar/2025,N/A,($0.21),2025-06-09 05:22:13
"PACS Group, Inc.",PACS,"$1,578,861,234",$0.42,time-not-supplied,Mar/2025,1,$0.38,2025-06-09 05:22:13
"Calavo Growers, Inc.",CVGW,"$474,629,451",,time-after-hours,Apr/2025,N/A,$0.50,2025-06-09 05:22:13
Graham Corporation,GHM,"$449,746,151",$0.26,time-pre-market,Mar/2025,1,$0.12,2025-06-09 05:22:13
Lifezone Metals Limited,LZM,"$339,547,202",($0.12),time-not-supplied,Mar/2025,1,($0.05),2025-06-09 05:22:13
"American Integrity Insurance Group, Inc.",AII,"$324,470,890",$1.95,time-after-hours,Mar/2025,1,N/A,2025-06-09 05:22:13
Nano Dimension Ltd.,NNDM,"$323,752,379",,time-not-supplied,Mar/2025,1,($0.15),2025-06-09 05:22:13
Lavoro Limited,LVRO,"$278,099,204",($0.53),time-not-supplied,Mar/2025,1,($0.52),2025-06-09 05:22:13
Smart Share Global Limited,EM,"$273,854,796",,time-not-supplied,Mar/2025,1,N/A,2025-06-09 05:22:13
Limoneira Co,LMNR,"$272,121,149",$0,time-after-hours,Apr/2025,1,$0.40,2025-06-09 05:22:13
"Motorcar Parts of America, Inc.",MPAA,"$232,066,975",,time-pre-market,Mar/2025,N/A,$0.04,2025-06-09 05:22:13
"K Wave Media, Ltd.",KWM,"$225,488,340",,time-not-supplied,Mar/2025,1,($0.03),2025-06-09 05:22:13
"Lakeland Industries, Inc.",LAKE,"$175,249,244",$0.27,time-after-hours,Apr/2025,1,$0.22,2025-06-09 05:22:13
Skillsoft Corp.,SKIL,"$154,685,791",($3.74),time-after-hours,Apr/2025,1,($3.42),2025-06-09 05:22:13
51Talk Online Education Group,COE,"$136,525,768",,time-pre-market,Mar/2025,1,($0.65),2025-06-09 05:22:13
Allied Gaming & Entertainment Inc.,AGAE,"$123,496,839",,time-not-supplied,Mar/2025,1,($0.04),2025-06-09 05:22:13
Comtech Telecommunications Corp.,CMTL,"$64,562,518",($0.36),time-after-hours,Apr/2025,2,$0.19,2025-06-09 05:22:13
Northann Corp.,NCL,"$46,391,940",,time-not-supplied,Mar/2025,1,N/A,2025-06-09 05:22:13
"FlexShopper, Inc.",FPAY,"$29,509,547",$0.07,time-not-supplied,Mar/2025,1,($0.03),2025-06-09 05:22:13
Inspira Technologies Oxy B.H.N. Ltd.,IINN,"$18,189,072",,time-not-supplied,Mar/2025,1,N/A,2025-06-09 05:22:13
"Cheer Holding, Inc. ",CHR,"$16,988,582",,time-not-supplied,Mar/2025,1,N/A,2025-06-09 05:22:13
"Greenwave Technology Solutions, Inc.",GWAV,"$11,411,034",,time-not-supplied,Mar/2025,1,($58.21),2025-06-09 05:22:13
XTL Biopharmaceuticals Ltd.,XTLB,"$10,224,068",,time-not-supplied,Mar/2025,1,$0.10,2025-06-09 05:22:13
Baosheng Media Group Holdings Limited,BAOS,"$5,907,775",,time-not-supplied,Mar/2025,1,N/A,2025-06-09 05:22:13
"Onconetix, Inc. ",ONCO,"$3,082,910",,time-not-supplied,Mar/2025,1,($6.40),2025-06-09 05:22:13
