Company Name,Symbol,Market Cap,EPS Forecast,Time,Fiscal Quarter Ending,No. of ESTs,Last Year's EPS,Scraped At
"ONEOK, Inc.",OKE,"$57,618,086,758",$1.45,time-after-hours,Dec/2024,4,$1.18,2025-02-24 05:18:29
Public Storage,PSA,"$53,243,536,423",$4.23,time-after-hours,Dec/2024,9,$4.20,2025-02-24 05:18:29
Realty Income Corporation,O,"$49,466,928,546",$1.06,time-after-hours,Dec/2024,10,$1.01,2025-02-24 05:18:29
"Diamondback Energy, Inc.",FANG,"$47,328,528,455",$3.26,time-after-hours,Dec/2024,9,$4.74,2025-02-24 05:18:29
Trip.com Group Limited,TCOM,"$42,752,791,856",$0.41,time-after-hours,Dec/2024,2,$0.48,2025-02-24 05:18:29
Li Auto Inc.,LI,"$27,612,295,051",,time-not-supplied,Dec/2024,N/A,$0.49,2025-02-24 05:18:29
"Zoom Communications, Inc.",ZM,"$25,577,001,991",$0.66,time-after-hours,Jan/2025,10,$0.76,2025-02-24 05:18:29
SBA Communications Corporation,SBAC,"$22,582,975,038",$3.20,time-after-hours,Dec/2024,5,$3.37,2025-02-24 05:18:29
Coterra Energy Inc.,CTRA,"$21,199,722,715",$0.41,time-after-hours,Dec/2024,8,$0.49,2025-02-24 05:18:29
Joint Stock Company Kaspi.kz,KSPI,"$19,690,680,360",$3.42,time-pre-market,Dec/2024,2,N/A,2025-02-24 05:18:29
GFL Environmental Inc.,GFL,"$18,178,231,202",$0.13,time-after-hours,Dec/2024,7,$0.04,2025-02-24 05:18:29
Summit Therapeutics Inc. ,SMMT,"$17,005,554,246",($0.08),time-pre-market,Dec/2024,3,($0.05),2025-02-24 05:18:29
Domino's Pizza Inc,DPZ,"$16,290,805,941",$4.95,time-pre-market,Dec/2024,11,$4.48,2025-02-24 05:18:29
Owens Corning Inc,OC,"$14,763,481,644",$2.87,time-pre-market,Dec/2024,4,$3.21,2025-02-24 05:18:29
"Hims & Hers Health, Inc.",HIMS,"$14,509,197,960",$0.12,time-after-hours,Dec/2024,8,$0.01,2025-02-24 05:18:29
Westlake Corporation,WLK,"$14,337,826,008",$1.04,time-pre-market,Dec/2024,7,$0.72,2025-02-24 05:18:29
"Tempus AI, Inc.",TEM,"$12,079,232,799",($0.31),time-after-hours,Dec/2024,2,N/A,2025-02-24 05:18:29
